w,G
0.000000000000000000e+00,1.512682518188420389e+01
1.000000000000000021e-02,7.610940654525736093e+00
2.000000000000000042e-02,7.138452276935277396e+00
2.999999999999999889e-02,7.400278510296748991e+00
4.000000000000000083e-02,7.286728126977916276e+00
5.000000000000000278e-02,7.488723736147617771e+00
5.999999999999999778e-02,6.903799474275302828e+00
7.000000000000000666e-02,6.291899303534562726e+00
8.000000000000000167e-02,2.034363179247438591e+00
8.999999999999999667e-02,3.913977228845666900e+00
1.000000000000000056e-01,8.443501478771091584e+00
1.100000000000000006e-01,6.871595499894382897e+00
1.199999999999999956e-01,1.732825278107210920e+01
1.300000000000000044e-01,6.576630709243193706e+00
1.400000000000000133e-01,1.062941338775601352e+01
1.499999999999999944e-01,5.883662917984906482e-01
1.600000000000000033e-01,5.869408119542104174e+00
1.700000000000000122e-01,6.966437645740153783e+00
1.799999999999999933e-01,1.178714025851454750e+01
1.900000000000000022e-01,6.901435383211966368e+00
2.000000000000000111e-01,2.786670240039981650e+00
2.099999999999999922e-01,6.130825915675779392e+00
2.200000000000000011e-01,7.756904744489993675e+00
2.300000000000000100e-01,6.614898235815338978e+00
2.399999999999999911e-01,6.321442623878056111e+00
2.500000000000000000e-01,3.500185708112761418e+00
2.600000000000000089e-01,7.316988135718577979e+00
2.700000000000000178e-01,1.940042228903441579e+00
2.800000000000000266e-01,6.724465828125579137e+00
2.899999999999999800e-01,6.078873812469161919e+00
2.999999999999999889e-01,5.349966934203805202e+00
3.099999999999999978e-01,3.997889271279216672e+00
3.200000000000000067e-01,6.197375028279718201e+00
3.300000000000000155e-01,6.985913747304988419e+01
3.400000000000000244e-01,6.662054486422388955e+00
3.500000000000000333e-01,1.654687168914590245e+01
3.599999999999999867e-01,6.575604229457035821e+00
3.699999999999999956e-01,1.954317992552195182e+00
3.800000000000000044e-01,6.802395866554054926e+00
3.900000000000000133e-01,4.553650774390552769e+00
4.000000000000000222e-01,6.584392715301628840e+00
4.100000000000000311e-01,1.606236774698737380e+00
4.199999999999999845e-01,6.798661472576927878e+00
4.299999999999999933e-01,5.188007096185999423e+00
4.400000000000000022e-01,6.945718270217498436e+00
4.500000000000000111e-01,7.212689325430094556e+00
4.600000000000000200e-01,6.452072571083236951e+00
4.700000000000000289e-01,5.997656493523118471e+00
4.799999999999999822e-01,7.141277041930269576e+00
4.899999999999999911e-01,3.329046239591078038e+00
5.000000000000000000e-01,6.973048883211167670e+00
5.100000000000000089e-01,7.347640375034638183e+00
5.200000000000000178e-01,7.129108451028129068e+00
5.300000000000000266e-01,7.336834738238480647e+00
5.400000000000000355e-01,7.349647484340755987e+00
5.500000000000000444e-01,7.360467384549130188e+00
5.600000000000000533e-01,7.279089397223899027e+00
5.700000000000000622e-01,7.237373525272816188e+00
5.799999999999999600e-01,7.431476558404054522e+00
5.899999999999999689e-01,7.571550318396974788e+00
5.999999999999999778e-01,7.355971199885060763e+00
6.099999999999999867e-01,7.172318751112727320e+00
6.199999999999999956e-01,7.378014505392613387e+00
6.300000000000000044e-01,7.492500561697741368e+00
6.400000000000000133e-01,7.277882313845488227e+00
6.500000000000000222e-01,7.356176812738024040e+00
6.600000000000000311e-01,7.262359531236131538e+00
6.700000000000000400e-01,7.234184653025046430e+00
6.800000000000000488e-01,6.280581116088447047e+00
6.900000000000000577e-01,4.539338402716575072e-01
7.000000000000000666e-01,2.869440191210657520e+00
7.099999999999999645e-01,5.934414457606644433e+00
7.199999999999999734e-01,5.712906939144758667e+00
7.299999999999999822e-01,1.002184221355827187e+00
7.399999999999999911e-01,2.416490824980797036e+00
7.500000000000000000e-01,6.042060758586326408e+00
7.600000000000000089e-01,4.662745004193520337e+00
7.700000000000000178e-01,6.328982781580242545e+01
7.800000000000000266e-01,1.610547886452512678e+00
7.900000000000000355e-01,5.489659170521017373e+00
8.000000000000000444e-01,6.308190456008457403e+00
8.100000000000000533e-01,6.414016250068225844e+00
8.200000000000000622e-01,6.437067901297614192e+00
8.300000000000000711e-01,6.509722854867376896e+00
8.399999999999999689e-01,6.556297049918921260e+00
8.499999999999999778e-01,6.612042262114523616e+00
8.599999999999999867e-01,6.673234825690368410e+00
8.699999999999999956e-01,6.655334653304187498e+00
8.800000000000000044e-01,6.650961006151728583e+00
8.900000000000000133e-01,6.671227133513186303e+00
9.000000000000000222e-01,6.631000130103579693e+00
9.100000000000000311e-01,6.630406350801157700e+00
9.200000000000000400e-01,6.669685375791630122e+00
