w,G
0.000000000000000000e+00,1.879879934730650959e+01
1.000000000000000021e-02,7.221633242447103029e+00
2.000000000000000042e-02,7.064933251386714907e+00
2.999999999999999889e-02,7.097146314323197203e+00
4.000000000000000083e-02,7.147504764643231923e+00
5.000000000000000278e-02,6.964829988832178742e+00
5.999999999999999778e-02,6.590611235935660339e+00
7.000000000000000666e-02,6.859021385912916990e+00
8.000000000000000167e-02,4.390497003002193921e+00
8.999999999999999667e-02,5.473514487248025695e+00
1.000000000000000056e-01,2.737979356778148521e+00
1.100000000000000006e-01,6.088481496869250442e+00
1.199999999999999956e-01,1.129014179601573886e+01
1.300000000000000044e-01,5.680508650664819470e+00
1.400000000000000133e-01,6.183050866886610208e+00
1.499999999999999944e-01,3.762194569686086343e+00
1.600000000000000033e-01,4.555067124584002869e+00
1.700000000000000122e-01,4.984557787725539590e+00
1.799999999999999933e-01,3.733612526315501334e+00
1.900000000000000022e-01,5.357173393190450383e+00
2.000000000000000111e-01,3.868642268600237522e+00
2.099999999999999922e-01,2.838989945897349543e+00
2.200000000000000011e-01,6.154008569038042609e+00
2.300000000000000100e-01,8.297042512488915778e-01
2.399999999999999911e-01,1.837663820182809715e+00
2.500000000000000000e-01,5.880410320333753660e+00
2.600000000000000089e-01,2.129025776650637081e+00
2.700000000000000178e-01,2.560017492563441355e+00
2.800000000000000266e-01,5.978762918990067732e+00
2.899999999999999800e-01,2.217881394766515513e+01
2.999999999999999889e-01,3.469881557868390143e+00
3.099999999999999978e-01,6.134274218215383101e+00
3.200000000000000067e-01,1.300626922028714638e+01
3.300000000000000155e-01,2.462598743908944510e+00
3.400000000000000244e-01,5.124948165682599921e+00
3.500000000000000333e-01,6.746046669792221451e+00
3.599999999999999867e-01,5.393595419082736875e+00
3.699999999999999956e-01,3.489079643282703369e+00
3.800000000000000044e-01,4.944936433160520561e-01
3.900000000000000133e-01,5.016674410983915422e+00
4.000000000000000222e-01,3.334763722949001696e+00
4.100000000000000311e-01,5.208854058203743698e+00
4.199999999999999845e-01,1.719272600849746313e+00
4.299999999999999933e-01,1.156399337932217186e+01
4.400000000000000022e-01,4.624088299890684262e+00
4.500000000000000111e-01,2.450902448349192575e-01
4.600000000000000200e-01,5.692253777663083270e+00
4.700000000000000289e-01,8.199504567181747916e-02
4.799999999999999822e-01,5.482724714273986777e+00
4.899999999999999911e-01,2.195367397557917766e+00
5.000000000000000000e-01,1.056628953962563777e+01
5.100000000000000089e-01,1.349052944994339782e+02
5.200000000000000178e-01,2.302268499553122849e-01
5.300000000000000266e-01,1.843807820805012376e+00
5.400000000000000355e-01,5.887263454808056906e+00
5.500000000000000444e-01,6.007497074363381984e+00
5.600000000000000533e-01,2.597882849816042672e+00
5.700000000000000622e-01,5.206481400099435275e-01
5.799999999999999600e-01,6.435995861023288356e+00
5.899999999999999689e-01,2.575343748085477724e+00
5.999999999999999778e-01,6.557128664443776067e+00
6.099999999999999867e-01,6.704990475105542025e+00
6.199999999999999956e-01,7.052844309391120170e+00
6.300000000000000044e-01,5.457197921613321512e+00
6.400000000000000133e-01,6.614683933744343491e+00
6.500000000000000222e-01,1.470544288931742383e+00
6.600000000000000311e-01,5.512059300297808662e+00
