w,G
0.000000000000000000e+00,3.121155343233969859e+01
1.000000000000000021e-02,6.854165197864428016e+00
2.000000000000000042e-02,6.948365308355553438e+00
2.999999999999999889e-02,6.861462901461664821e+00
4.000000000000000083e-02,6.739942374718109974e+00
5.000000000000000278e-02,6.253688932138953049e+00
5.999999999999999778e-02,6.007449419138144897e+00
7.000000000000000666e-02,6.401319517565067230e+00
8.000000000000000167e-02,4.709563646884668664e+00
8.999999999999999667e-02,5.245491949395852949e+00
1.000000000000000056e-01,3.007530577640079805e+00
1.100000000000000006e-01,5.246616339484622138e+00
1.199999999999999956e-01,4.154782079139669904e+00
1.300000000000000044e-01,4.605607364624829891e+00
1.400000000000000133e-01,7.572522517615405402e-01
1.499999999999999944e-01,5.178357034347055965e+00
1.600000000000000033e-01,2.773615830642631952e+00
1.700000000000000122e-01,5.600127447708411310e+00
1.799999999999999933e-01,3.465617478151739039e+00
1.900000000000000022e-01,6.271070428441605671e+00
2.000000000000000111e-01,2.020327142059719350e+01
2.099999999999999922e-01,4.563914620020398161e+00
2.200000000000000011e-01,6.237405933144388293e+00
2.300000000000000100e-01,9.687417701192485708e+01
2.399999999999999911e-01,6.464970091963808230e+00
2.500000000000000000e-01,7.582442896217877149e+00
2.600000000000000089e-01,6.901922870682493993e+00
2.700000000000000178e-01,2.560264441863026974e+01
2.800000000000000266e-01,5.044428044330075522e+00
2.899999999999999800e-01,6.300106093555721820e+00
2.999999999999999889e-01,7.101420780615537609e+00
3.099999999999999978e-01,4.697583311990940480e+00
3.200000000000000067e-01,6.223461516495103041e+00
3.300000000000000155e-01,6.923474579947043850e+00
3.400000000000000244e-01,2.880805659115624362e+00
3.500000000000000333e-01,3.363529549151995468e+01
3.599999999999999867e-01,6.780561557475560441e+00
3.699999999999999956e-01,2.107391514927274301e+01
3.800000000000000044e-01,5.635624508040842251e+00
3.900000000000000133e-01,6.666808097026053481e+00
4.000000000000000222e-01,9.641567028386669236e+00
4.100000000000000311e-01,1.675714014984677647e+00
4.199999999999999845e-01,2.757440392740800661e+00
4.299999999999999933e-01,5.911135377144871583e+00
4.400000000000000022e-01,3.416402891277630971e+00
4.500000000000000111e-01,6.540988647713938064e+00
4.600000000000000200e-01,6.592965576718069265e+00
4.700000000000000289e-01,1.259139035473952895e+01
4.799999999999999822e-01,2.045680695655510029e+00
4.899999999999999911e-01,6.115286948933641220e+00
5.000000000000000000e-01,6.651142969849960451e+00
5.100000000000000089e-01,4.917571836032274035e+01
5.200000000000000178e-01,6.391764529715032950e+00
5.300000000000000266e-01,6.742300388106345466e+00
5.400000000000000355e-01,2.979888806516982847e+00
5.500000000000000444e-01,6.700124451506387580e+00
5.600000000000000533e-01,6.866057247287232990e+00
5.700000000000000622e-01,7.075290171816840612e+00
5.799999999999999600e-01,5.784441124541602086e+00
5.899999999999999689e-01,6.401207585142802969e+00
5.999999999999999778e-01,6.856984968044073092e+00
6.099999999999999867e-01,6.775153508097877086e+00
6.199999999999999956e-01,6.628649757073966420e+00
6.300000000000000044e-01,6.605051890310257079e+00
6.400000000000000133e-01,6.672943058223459012e+00
6.500000000000000222e-01,6.717118891987554186e+00
6.600000000000000311e-01,6.369385694662736519e+00
6.700000000000000400e-01,5.843328057640018613e+00
6.800000000000000488e-01,5.062603165478511080e+00
6.900000000000000577e-01,6.123824778803182767e+00
7.000000000000000666e-01,4.806603193737082336e+00
7.099999999999999645e-01,2.746282243421877922e+01
7.199999999999999734e-01,4.675443046331873020e+00
7.299999999999999822e-01,4.666501695823450646e+00
7.399999999999999911e-01,8.953887540822753976e+01
7.500000000000000000e-01,4.883211621475158637e+00
7.600000000000000089e-01,6.241809170504060589e+00
7.700000000000000178e-01,8.893244651928748912e-01
7.800000000000000266e-01,4.444904783461423037e+00
7.900000000000000355e-01,6.188843569891965046e+00
8.000000000000000444e-01,5.588417340835336589e+00
8.100000000000000533e-01,2.767303200931485296e+00
8.200000000000000622e-01,6.137442426297724296e+00
8.300000000000000711e-01,1.155035788721908041e+00
8.399999999999999689e-01,3.387690909372343295e+00
8.499999999999999778e-01,6.113084340886562273e+00
8.599999999999999867e-01,4.162163263769994792e+00
8.699999999999999956e-01,5.034049473602859592e+00
8.800000000000000044e-01,3.562526449220351221e-01
8.900000000000000133e-01,6.165252947877221779e+00
9.000000000000000222e-01,6.461486465535450030e+00
9.100000000000000311e-01,5.849120520626093445e+00
9.200000000000000400e-01,2.664289107970855497e+00
9.300000000000000488e-01,6.461717159058895099e+00
9.400000000000000577e-01,6.060524411211595464e+00
9.500000000000000666e-01,1.726611262249798662e-01
9.599999999999999645e-01,6.373699742785265521e+00
9.699999999999999734e-01,2.767941917139686936e+01
9.799999999999999822e-01,6.349101413874597810e+00
9.899999999999999911e-01,6.443136465728484197e+00
1.000000000000000000e+00,6.180141967714173568e+00
1.010000000000000009e+00,1.399053731101459164e+01
1.020000000000000018e+00,6.255079591478438061e+00
1.030000000000000027e+00,6.579350963543513231e+00
1.040000000000000036e+00,6.526721786189245478e+00
1.050000000000000044e+00,6.292128090409850216e+00
1.060000000000000053e+00,6.527762545397666649e+00
1.070000000000000062e+00,6.535172085616900439e+00
1.080000000000000071e+00,6.449421932388290202e+00
1.090000000000000080e+00,6.345176954523889634e+00
1.100000000000000089e+00,6.243166472429111380e+00
1.110000000000000098e+00,6.114230983806753450e+00
1.120000000000000107e+00,6.365802364249486089e+00
1.130000000000000115e+00,6.330887348135203041e+00
1.140000000000000124e+00,6.227905524088768630e+00
1.150000000000000133e+00,6.152622888724406991e+00
1.159999999999999920e+00,6.033589026051332738e+00
1.169999999999999929e+00,3.554528459480065905e+00
1.179999999999999938e+00,4.973148890254138976e+00
1.189999999999999947e+00,2.802283852202185788e+00
1.199999999999999956e+00,2.359093869100977514e+01
1.209999999999999964e+00,4.382979681121842219e+00
1.219999999999999973e+00,4.534943202130800266e+00
1.229999999999999982e+00,2.311601990825607089e+01
1.239999999999999991e+00,3.192771425347706860e+00
1.250000000000000000e+00,5.332805352703943846e+00
1.260000000000000009e+00,3.531629876176796579e+00
1.270000000000000018e+00,5.614724983870436503e+00
1.280000000000000027e+00,4.975459080950060731e+00
1.290000000000000036e+00,2.558604228178818829e+00
1.300000000000000044e+00,1.143228676374639008e+01
1.310000000000000053e+00,5.246676914859125240e+00
1.320000000000000062e+00,5.423063014875330268e+00
1.330000000000000071e+00,2.820877677382571846e+01
1.340000000000000080e+00,5.368394183462473102e+00
1.350000000000000089e+00,5.540306329983789801e+00
1.360000000000000098e+00,7.052204260017271054e+01
1.370000000000000107e+00,4.986893463137583637e+00
1.380000000000000115e+00,5.443843841577894693e+00
1.390000000000000124e+00,5.405884285964978275e+00
1.400000000000000133e+00,3.082660114551362796e+01
1.409999999999999920e+00,5.134574029958026031e+00
1.419999999999999929e+00,5.457258940046036066e+00
1.429999999999999938e+00,2.865616480282073297e+01
1.439999999999999947e+00,5.381909537879580263e+00
1.449999999999999956e+00,4.787355368751265772e+00
1.459999999999999964e+00,5.463862626700041858e+00
1.469999999999999973e+00,5.564947607739055613e+00
1.479999999999999982e+00,5.611308530529516503e+00
1.489999999999999991e+00,5.625034329620223872e+00
1.500000000000000000e+00,5.608694720208509565e+00
1.510000000000000009e+00,5.546363585914858341e+00
1.520000000000000018e+00,5.477620073779451815e+00
1.530000000000000027e+00,5.528076845227007929e+00
1.540000000000000036e+00,5.606194507489208334e+00
1.550000000000000044e+00,5.583478285270166097e+00
1.560000000000000053e+00,5.474127146560284096e+00
1.570000000000000062e+00,5.342278395192244567e+00
1.580000000000000071e+00,5.408322197012896737e+00
1.590000000000000080e+00,5.541075466649803438e+00
1.600000000000000089e+00,5.539014568149957185e+00
1.610000000000000098e+00,5.458171645576697983e+00
1.620000000000000107e+00,5.184847389782702543e+00
1.630000000000000115e+00,5.337355771323538001e+00
1.640000000000000124e+00,5.245657884784861835e+00
1.650000000000000133e+00,5.166878031860793641e+00
1.660000000000000142e+00,5.346676529906607911e+00
1.669999999999999929e+00,4.792190758497502756e+00
1.679999999999999938e+00,4.867742423588142131e+00
1.689999999999999947e+00,4.937228355064346985e+00
1.699999999999999956e+00,3.799129302750445802e+00
1.709999999999999964e+00,4.449318098227092122e+00
1.719999999999999973e+00,4.322848261290841876e+00
1.729999999999999982e+00,4.691225179173751769e+01
1.739999999999999991e+00,4.188094656085963763e+00
1.750000000000000000e+00,6.324140367146739550e+00
1.760000000000000009e+00,2.266082539857964484e+00
1.770000000000000018e+00,4.366953115117677697e+00
1.780000000000000027e+00,6.029463606944409193e+00
1.790000000000000036e+00,2.828905851050564024e+00
1.800000000000000044e+00,4.022184080413454765e+00
1.810000000000000053e+00,9.263146664967653265e+00
1.820000000000000062e+00,4.131683568792188233e+00
1.830000000000000071e+00,4.200248458983446564e-01
1.840000000000000080e+00,3.786526858835456366e+00
1.850000000000000089e+00,1.524489442639424297e+01
1.860000000000000098e+00,4.530087657683151470e+00
1.870000000000000107e+00,3.902432083794417306e+00
1.880000000000000115e+00,4.651347839179307719e+00
1.890000000000000124e+00,7.583916904381249324e-01
1.900000000000000133e+00,4.515140723150921964e+00
1.910000000000000142e+00,1.333879951104785189e+00
1.919999999999999929e+00,4.123059812248190958e+00
1.929999999999999938e+00,4.301702364154265545e+00
1.939999999999999947e+00,4.061030997938191334e+00
1.949999999999999956e+00,4.399813082025761268e+00
1.959999999999999964e+00,4.457534758805189234e+00
1.969999999999999973e+00,4.512175337968075794e+00
1.979999999999999982e+00,4.578495202615577853e+00
1.989999999999999991e+00,4.596342481434797733e+00
2.000000000000000000e+00,4.571759657466509807e+00
2.010000000000000231e+00,4.566914740957548347e+00
2.020000000000000018e+00,4.585286739171491988e+00
2.030000000000000249e+00,4.592332673514144759e+00
2.040000000000000036e+00,4.578483923926579990e+00
2.049999999999999822e+00,4.606874632824630389e+00
2.060000000000000053e+00,4.681770340342451320e+00
2.069999999999999840e+00,4.701926449207647352e+00
2.080000000000000071e+00,4.640446247602541874e+00
2.089999999999999858e+00,4.565878939171218676e+00
2.100000000000000089e+00,4.544738876951655016e+00
2.109999999999999876e+00,4.558219021386628711e+00
2.120000000000000107e+00,4.598636614489262087e+00
2.129999999999999893e+00,4.583297426468340596e+00
