w,G
0.000000000000000000e+00,1.836109339589911116e+01
1.000000000000000021e-02,6.821005329526638405e+00
2.000000000000000042e-02,7.152638650797912057e+00
2.999999999999999889e-02,7.300427114742881862e+00
4.000000000000000083e-02,6.612634127169289222e+00
5.000000000000000278e-02,6.897292375216986571e+00
5.999999999999999778e-02,5.602847375933367680e+00
7.000000000000000666e-02,6.881775941731286927e+00
8.000000000000000167e-02,5.445073682414301786e+00
8.999999999999999667e-02,5.972750872104430897e+00
1.000000000000000056e-01,3.649110093175917946e+00
1.100000000000000006e-01,8.086457449771909722e+00
1.199999999999999956e-01,5.974389636139461501e+00
1.300000000000000044e-01,5.899486017668333915e+00
1.400000000000000133e-01,4.358790138653168000e+00
1.499999999999999944e-01,4.950523383284783918e+00
1.600000000000000033e-01,5.935518081364311804e+00
1.700000000000000122e-01,2.115884447378197564e+01
1.799999999999999933e-01,3.318519764409353456e+01
1.900000000000000022e-01,5.851277232265358563e+00
2.000000000000000111e-01,5.831535818810595018e+00
2.099999999999999922e-01,1.129340195447774242e+01
2.200000000000000011e-01,5.273909817060894234e+00
2.300000000000000100e-01,4.187569558093485078e+00
2.399999999999999911e-01,2.501478937716115958e+00
2.500000000000000000e-01,6.047277593661064543e+00
2.600000000000000089e-01,1.261449398566110824e+00
2.700000000000000178e-01,2.512816197445319144e+00
2.800000000000000266e-01,5.831268752405785349e+00
2.899999999999999800e-01,6.923048818496668311e+00
2.999999999999999889e-01,2.821763082219467922e+00
3.099999999999999978e-01,4.533287945436280886e+00
3.200000000000000067e-01,9.853752581038057201e+01
3.300000000000000155e-01,2.467246544325896629e+00
3.400000000000000244e-01,1.084975059211942217e+01
3.500000000000000333e-01,1.693174938051581364e+02
3.599999999999999867e-01,3.475074032919860834e+00
3.699999999999999956e-01,4.904425813206101381e+00
3.800000000000000044e-01,1.485907732633036638e+01
3.900000000000000133e-01,5.222997493407990355e+00
4.000000000000000222e-01,8.797824042816506207e+00
4.100000000000000311e-01,2.086273682187812284e+01
4.199999999999999845e-01,5.578517842064469434e+00
4.299999999999999933e-01,4.967560092058710408e-01
4.400000000000000022e-01,6.656176634350978727e-01
4.500000000000000111e-01,5.997729845207693700e+00
4.600000000000000200e-01,3.621060290630593315e+00
4.700000000000000289e-01,1.014163014473385083e+01
4.799999999999999822e-01,1.203908872385797757e+01
4.899999999999999911e-01,6.198005792083733922e+00
5.000000000000000000e-01,3.338849343820418980e+00
5.100000000000000089e-01,6.449062833636054926e+00
5.200000000000000178e-01,6.003363402909904778e+00
5.300000000000000266e-01,1.081272354126938318e+01
5.400000000000000355e-01,5.978215369286061787e+00
5.500000000000000444e-01,6.882819135843114111e+00
5.600000000000000533e-01,1.061284848142625847e+01
5.700000000000000622e-01,6.740910545147776212e+00
5.799999999999999600e-01,7.079529945940524982e+00
5.899999999999999689e-01,4.337516127212449391e+00
5.999999999999999778e-01,6.802561087193832456e+00
6.099999999999999867e-01,2.206617220402960822e+00
6.199999999999999956e-01,5.881902521378363780e+00
6.300000000000000044e-01,6.369256830730321894e+00
6.400000000000000133e-01,6.541759974945243528e+00
6.500000000000000222e-01,6.346463164701773962e+00
6.600000000000000311e-01,5.642356705537041606e+00
6.700000000000000400e-01,3.521228396905337377e+01
6.800000000000000488e-01,5.777177534066837872e+00
6.900000000000000577e-01,3.902754622257738504e+00
7.000000000000000666e-01,1.634953078639359703e+01
7.099999999999999645e-01,3.653147075883369510e+00
7.199999999999999734e-01,5.848122306025427264e+00
7.299999999999999822e-01,1.025130058090585772e+00
7.399999999999999911e-01,6.472750795346246377e+01
7.500000000000000000e-01,1.092572924116851851e+02
7.600000000000000089e-01,5.397279363094699356e+00
7.700000000000000178e-01,1.439260158512173815e+00
7.800000000000000266e-01,4.776960515515264127e+00
7.900000000000000355e-01,6.410850622399258292e+00
8.000000000000000444e-01,4.603808377096209270e+00
8.100000000000000533e-01,3.889698804950027622e+00
8.200000000000000622e-01,6.350344623461759319e+00
8.300000000000000711e-01,2.052777286178438132e+00
8.399999999999999689e-01,2.536705644226132428e+00
8.499999999999999778e-01,6.133430068918178435e+00
8.599999999999999867e-01,2.287078885260645578e+01
8.699999999999999956e-01,4.918224671487635646e+00
8.800000000000000044e-01,5.876468075739484043e+00
8.900000000000000133e-01,2.629832562120618178e+01
9.000000000000000222e-01,5.484193618335754472e+00
9.100000000000000311e-01,3.635640148966922114e-01
9.200000000000000400e-01,3.847335059346075781e+00
9.300000000000000488e-01,6.176005747926110345e+00
9.400000000000000577e-01,1.812776757370640812e+00
9.500000000000000666e-01,5.926270161827931204e+00
9.599999999999999645e-01,6.151199158113767496e+00
9.699999999999999734e-01,2.187886241753141547e+01
9.799999999999999822e-01,6.192838684415517214e+00
9.899999999999999911e-01,6.539266798432686656e+00
1.000000000000000000e+00,5.693419532821676121e+00
1.010000000000000009e+00,5.480779100820798888e+00
1.020000000000000018e+00,5.356978540527608246e+00
1.030000000000000027e+00,6.103677776120971288e+00
1.040000000000000036e+00,5.681076079110443544e+00
1.050000000000000044e+00,6.156723717636933380e+00
1.060000000000000053e+00,6.044211616454582270e+00
1.070000000000000062e+00,2.473386460639371620e+00
1.080000000000000071e+00,6.144233845858755316e+00
1.090000000000000080e+00,6.161954217249847154e+00
1.100000000000000089e+00,6.087978025513246294e+00
1.110000000000000098e+00,5.903935906878995610e+00
1.120000000000000107e+00,2.819958499486668657e+00
1.130000000000000115e+00,2.381089850323338641e+00
1.140000000000000124e+00,5.727531523223506227e+00
1.150000000000000133e+00,5.652452842579473113e+00
1.159999999999999920e+00,4.623683537556000367e+00
1.169999999999999929e+00,5.349307705370769384e-01
1.179999999999999938e+00,5.491480238287497428e+00
1.189999999999999947e+00,6.494251981509855387e-01
1.199999999999999956e+00,2.884048925571657662e+01
1.209999999999999964e+00,5.241682642619816868e+00
1.219999999999999973e+00,5.398796999724803314e+00
1.229999999999999982e+00,2.912593913679785818e+00
1.239999999999999991e+00,4.618441808491851042e+00
1.250000000000000000e+00,5.535094000438184558e+00
1.260000000000000009e+00,9.511660351337569708e-02
1.270000000000000018e+00,2.226646699991350786e+00
1.280000000000000027e+00,5.185630334826717203e+00
1.290000000000000036e+00,2.344709410880029488e+00
1.300000000000000044e+00,4.750076706608614252e+00
1.310000000000000053e+00,5.306543290807405278e+00
1.320000000000000062e+00,6.359235669385989276e+00
1.330000000000000071e+00,2.737296482535455766e+00
1.340000000000000080e+00,5.424475670902141999e+00
1.350000000000000089e+00,3.241028737371983937e+00
1.360000000000000098e+00,6.813370725359384483e-01
1.370000000000000107e+00,5.123502059686265042e+00
1.380000000000000115e+00,5.425583608213079501e+00
1.390000000000000124e+00,3.136842363062443084e+01
1.400000000000000133e+00,5.243270614322995016e+00
1.409999999999999920e+00,4.692427898688121601e+00
1.419999999999999929e+00,1.767932607793361255e+00
1.429999999999999938e+00,5.325501985172235386e+00
1.439999999999999947e+00,5.375488551783625724e+00
1.449999999999999956e+00,7.253285095641820446e-01
1.459999999999999964e+00,5.456154914948331047e+00
1.469999999999999973e+00,3.978005387650879410e+00
1.479999999999999982e+00,5.245969111825742992e+00
1.489999999999999991e+00,5.370218322951602730e+00
1.500000000000000000e+00,9.273493416364232189e+01
1.510000000000000009e+00,5.291847996977242730e+00
1.520000000000000018e+00,5.536786103160522110e+00
1.530000000000000027e+00,5.381440270122165082e+00
1.540000000000000036e+00,2.486461100172808081e+00
1.550000000000000044e+00,5.367796344234093908e+00
1.560000000000000053e+00,2.411522114960268137e+00
1.570000000000000062e+00,5.424568927016247599e+00
1.580000000000000071e+00,3.355919005634302010e+00
1.590000000000000080e+00,5.461144243306765844e+00
1.600000000000000089e+00,5.374070706968185007e+00
1.610000000000000098e+00,5.228067060523358123e+00
1.620000000000000107e+00,7.911903856525809298e-01
1.630000000000000115e+00,5.408995633594185115e+00
1.640000000000000124e+00,5.259986263329378353e+00
1.650000000000000133e+00,5.311735947201422725e+00
1.660000000000000142e+00,5.070144000301276321e+00
1.669999999999999929e+00,5.289191566021027135e+00
1.679999999999999938e+00,5.004040206966652526e+00
1.689999999999999947e+00,4.741412384077621667e+00
1.699999999999999956e+00,5.202285960856085190e+00
1.709999999999999964e+00,3.311063837662068021e+00
1.719999999999999973e+00,3.887062847029651547e+00
1.729999999999999982e+00,2.155596845992397981e+00
1.739999999999999991e+00,5.069739585930338421e+01
1.750000000000000000e+00,3.654869646581146103e+00
1.760000000000000009e+00,4.435911387904179826e+00
1.770000000000000018e+00,1.182113038058918653e+00
1.780000000000000027e+00,6.426549426002469145e-01
1.790000000000000036e+00,4.211306268740413472e+00
1.800000000000000044e+00,4.498228361737817593e+00
1.810000000000000053e+00,1.448359400969345501e+01
1.820000000000000062e+00,2.438929821927013908e+00
1.830000000000000071e+00,4.298620528068681779e+00
1.840000000000000080e+00,3.612972386716506445e+00
1.850000000000000089e+00,8.688758657011901310e-01
1.860000000000000098e+00,4.092186912215133532e+00
1.870000000000000107e+00,1.451528639314177127e+01
1.880000000000000115e+00,2.444944744460574970e+00
1.890000000000000124e+00,4.450556339596756672e+00
1.900000000000000133e+00,4.675623942464910421e+00
1.910000000000000142e+00,3.604326957635212825e+00
1.919999999999999929e+00,4.542142225948257561e+00
1.929999999999999938e+00,8.380278636998713671e-01
1.939999999999999947e+00,4.104292898481824992e+00
1.949999999999999956e+00,4.407777932008503541e+00
1.959999999999999964e+00,3.250372082248511596e+00
