w,G
0.000000000000000000e+00,4.534829240045497301e+01
1.000000000000000021e-02,7.066250461724669307e+00
2.000000000000000042e-02,7.319876917345139233e+00
2.999999999999999889e-02,7.007853260851115706e+00
4.000000000000000083e-02,6.744260070933529860e+00
5.000000000000000278e-02,6.909524781224090972e+00
5.999999999999999778e-02,7.016804170166922816e+00
7.000000000000000666e-02,6.641421000230314675e+00
8.000000000000000167e-02,5.899641591590111922e+00
8.999999999999999667e-02,1.643099373675829922e+00
1.000000000000000056e-01,4.959540986493053083e+00
1.100000000000000006e-01,2.334162487832223576e+00
1.199999999999999956e-01,2.072846184928440749e+00
1.300000000000000044e-01,5.321102660505602877e+00
1.400000000000000133e-01,5.390138221688758335e+00
1.499999999999999944e-01,8.573976314768851026e+00
1.600000000000000033e-01,3.632599999234139787e+00
1.700000000000000122e-01,4.686581492315849751e+00
1.799999999999999933e-01,3.539072262350125619e+00
1.900000000000000022e-01,5.024620885222911504e+00
2.000000000000000111e-01,5.573320541363700364e+00
2.099999999999999922e-01,3.990039890614373697e+00
2.200000000000000011e-01,3.924390706416857277e+00
2.300000000000000100e-01,5.361888034180892326e+00
2.399999999999999911e-01,5.603056089141196239e+00
2.500000000000000000e-01,3.271219943120905249e+00
2.600000000000000089e-01,5.224615658777352678e+00
2.700000000000000178e-01,2.969228706144732666e+00
2.800000000000000266e-01,5.314000667623768770e+00
2.899999999999999800e-01,3.842034619249653282e+00
2.999999999999999889e-01,1.125228454811347589e+00
3.099999999999999978e-01,1.446042970407561157e+01
3.200000000000000067e-01,3.447901872130150025e+01
3.300000000000000155e-01,5.749706420981294031e+00
3.400000000000000244e-01,2.664777029835206079e+01
3.500000000000000333e-01,8.234205128640542881e+00
3.599999999999999867e-01,6.426948938432946790e+00
3.699999999999999956e-01,3.295801711861257921e+00
3.800000000000000044e-01,1.147694613344131032e+00
3.900000000000000133e-01,3.517518572165290625e+00
4.000000000000000222e-01,4.835216954086032359e+00
4.100000000000000311e-01,1.159024085092584855e+01
4.199999999999999845e-01,9.923450128727964170e-01
4.299999999999999933e-01,4.513469503206301248e+00
4.400000000000000022e-01,1.357366234060068066e+01
4.500000000000000111e-01,5.670619103565877062e-01
4.600000000000000200e-01,5.676378821229611127e+00
4.700000000000000289e-01,3.250837124420911550e+00
4.799999999999999822e-01,1.918799707162664347e+01
4.899999999999999911e-01,1.827938334891954142e+01
5.000000000000000000e-01,6.541279034019421346e+00
5.100000000000000089e-01,3.689702320960855531e+01
5.200000000000000178e-01,1.619961373243446356e+00
5.300000000000000266e-01,1.884667501404217660e+01
5.400000000000000355e-01,7.256100777950948100e+00
5.500000000000000444e-01,1.156301848604403126e+01
5.600000000000000533e-01,5.748093748635155542e+00
5.700000000000000622e-01,6.513386379204045618e+00
5.799999999999999600e-01,3.871211562000280271e+00
5.899999999999999689e-01,6.554076648894743506e+00
5.999999999999999778e-01,6.865345698196543722e+00
