w,G
0.000000000000000000e+00,4.693966573403056941e+01
1.000000000000000021e-02,6.788570896877118344e+00
2.000000000000000042e-02,6.774843478758381998e+00
2.999999999999999889e-02,7.033966411480134795e+00
4.000000000000000083e-02,6.850540695701870852e+00
5.000000000000000278e-02,6.759403814196024207e+00
5.999999999999999778e-02,6.625990873940009962e+00
7.000000000000000666e-02,6.073133354488806646e+00
8.000000000000000167e-02,1.253395987963025426e+00
8.999999999999999667e-02,5.913819999377826875e+00
1.000000000000000056e-01,1.701859212502112806e+00
1.100000000000000006e-01,5.424875263132555858e+00
1.199999999999999956e-01,1.141664518279527529e+00
1.300000000000000044e-01,5.702413650345997453e+00
1.400000000000000133e-01,3.671089779303783551e+00
1.499999999999999944e-01,1.596703684412350999e+00
1.600000000000000033e-01,6.091628839931086503e+00
1.700000000000000122e-01,3.242079455379062836e+00
1.799999999999999933e-01,1.075183633971539443e+01
1.900000000000000022e-01,6.417041529617217854e+00
2.000000000000000111e-01,5.641495020772905100e+00
2.099999999999999922e-01,2.899117522508179690e+01
2.200000000000000011e-01,5.863805402168093650e+00
2.300000000000000100e-01,6.544783808542305792e+00
2.399999999999999911e-01,1.127662199543744137e-03
2.500000000000000000e-01,3.824416424215820065e+00
2.600000000000000089e-01,6.448803665515930206e+00
2.700000000000000178e-01,5.416032349911474419e+00
2.800000000000000266e-01,2.856063270123859965e+00
2.899999999999999800e-01,6.001230759339243548e+00
2.999999999999999889e-01,1.838479968536026021e+00
3.099999999999999978e-01,3.808251948206849313e+00
3.200000000000000067e-01,9.769050792854672149e-02
3.300000000000000155e-01,8.744514184216697572e+01
3.400000000000000244e-01,4.926439180462307554e+00
3.500000000000000333e-01,3.808099536675680241e+01
3.599999999999999867e-01,3.878270643135337092e+00
3.699999999999999956e-01,4.993113954173655600e+01
3.800000000000000044e-01,1.294491605937145629e+00
3.900000000000000133e-01,4.685441351542162636e+01
4.000000000000000222e-01,5.901504866102343705e+00
4.100000000000000311e-01,6.191484145619986279e+00
4.199999999999999845e-01,5.356674622439752653e+01
4.299999999999999933e-01,1.085083631640980872e+00
4.400000000000000022e-01,1.252767829822080348e+00
4.500000000000000111e-01,6.203610809654557023e+00
4.600000000000000200e-01,5.814201504801082443e+00
4.700000000000000289e-01,6.319802067994628736e+00
4.799999999999999822e-01,2.103788620585265612e+00
4.899999999999999911e-01,8.160652160362879215e+00
5.000000000000000000e-01,6.282314898341967435e+00
5.100000000000000089e-01,6.066335573661344682e+00
5.200000000000000178e-01,6.607093803536013610e+00
5.300000000000000266e-01,8.934373770639103540e-01
5.400000000000000355e-01,3.252322495296009475e+00
5.500000000000000444e-01,6.151708974425339704e+00
5.600000000000000533e-01,6.327374422944710197e+00
5.700000000000000622e-01,1.057455571011411344e+01
5.799999999999999600e-01,5.535527445405077351e+00
5.899999999999999689e-01,6.884115847791710152e+00
5.999999999999999778e-01,6.640048692805554431e+00
6.099999999999999867e-01,4.176422741593654564e+00
6.199999999999999956e-01,6.649798696590409008e+00
6.300000000000000044e-01,6.411219295921889660e+00
6.400000000000000133e-01,2.568430819522904685e+01
6.500000000000000222e-01,6.227578367828839667e+00
6.600000000000000311e-01,6.281158815008490492e+00
6.700000000000000400e-01,4.563977820154730125e+01
6.800000000000000488e-01,5.164943808874304487e+00
6.900000000000000577e-01,2.564877358992668999e+00
7.000000000000000666e-01,3.179491470652660468e+01
7.099999999999999645e-01,5.538421199523341443e+00
7.199999999999999734e-01,1.479570651400853754e+00
7.299999999999999822e-01,1.896021835871182226e-01
7.399999999999999911e-01,8.023422819243114512e-01
7.500000000000000000e-01,3.348165363203836176e+00
7.600000000000000089e-01,5.993335705522055079e+00
7.700000000000000178e-01,5.685876379821635851e+00
7.800000000000000266e-01,1.145890987699334040e+01
7.900000000000000355e-01,5.971114537407274270e+00
8.000000000000000444e-01,5.582598813093801127e+00
8.100000000000000533e-01,9.058176349776077885e+00
8.200000000000000622e-01,4.537304142686987340e+00
8.300000000000000711e-01,6.242572761878735221e+00
8.399999999999999689e-01,4.983189900043075937e+00
8.499999999999999778e-01,2.241861782493995037e+01
8.599999999999999867e-01,5.824422283900438480e+00
8.699999999999999956e-01,6.142535513452000551e+00
8.800000000000000044e-01,9.506185041608464559e+00
8.900000000000000133e-01,5.676664863011902540e+00
9.000000000000000222e-01,6.133767071305388896e+00
9.100000000000000311e-01,1.582343188847100279e+01
9.200000000000000400e-01,2.118378378364341508e+00
9.300000000000000488e-01,6.253791377748285640e+00
9.400000000000000577e-01,4.499994726438329984e+00
9.500000000000000666e-01,5.220922290122135934e+00
9.599999999999999645e-01,6.185120394546045119e+00
9.699999999999999734e-01,7.395851872717648234e+01
9.799999999999999822e-01,6.167028362167800815e+00
9.899999999999999911e-01,5.975880853667549175e+00
1.000000000000000000e+00,5.887569254056623791e+00
1.010000000000000009e+00,6.671668900081010989e+00
1.020000000000000018e+00,6.279554736226645950e+00
1.030000000000000027e+00,6.323174936699096804e+00
1.040000000000000036e+00,1.731757609552592836e+00
1.050000000000000044e+00,6.177114724728293815e+00
1.060000000000000053e+00,6.143137188898471379e+00
1.070000000000000062e+00,6.794650699144902717e+00
1.080000000000000071e+00,6.273031050413397480e+00
1.090000000000000080e+00,6.207078524039703282e+00
1.100000000000000089e+00,3.840509887195794558e+00
1.110000000000000098e+00,5.915613787076486219e+00
