w,G
0.000000000000000000e+00,1.115005677771765402e-01
1.000000000000000021e-02,6.416610894364741746e+00
2.000000000000000042e-02,7.066038696872050551e+00
2.999999999999999889e-02,7.091046785652499906e+00
4.000000000000000083e-02,6.769161893234291405e+00
5.000000000000000278e-02,6.324189006992644302e+00
5.999999999999999778e-02,6.463609563598707197e+00
7.000000000000000666e-02,6.282939600843594263e+00
8.000000000000000167e-02,5.800731827351423675e+00
8.999999999999999667e-02,2.792202014726301140e+00
1.000000000000000056e-01,3.235160127377880279e+00
1.100000000000000006e-01,5.345431991497266111e+00
1.199999999999999956e-01,1.000490906920380008e+00
1.300000000000000044e-01,2.770034768445614581e+00
1.400000000000000133e-01,6.540979395187018319e+00
1.499999999999999944e-01,5.280737617723798571e+00
1.600000000000000033e-01,4.646330056988376978e-01
1.700000000000000122e-01,6.145656285893028148e+00
1.799999999999999933e-01,7.030508814093007430e+00
1.900000000000000022e-01,5.629289920378170997e+00
2.000000000000000111e-01,3.354704383598392781e+01
2.099999999999999922e-01,5.858023443995119095e+00
2.200000000000000011e-01,3.714856849682160789e+00
2.300000000000000100e-01,2.296813806973327932e+00
2.399999999999999911e-01,6.475124563344850870e+00
2.500000000000000000e-01,1.585888664719381325e+01
2.600000000000000089e-01,5.921501646852972200e+00
2.700000000000000178e-01,1.596599347672182923e+00
2.800000000000000266e-01,5.707999026486064942e+00
2.899999999999999800e-01,9.234337257461392667e+00
2.999999999999999889e-01,2.618579812178681010e+01
3.099999999999999978e-01,5.076249640858487844e+00
3.200000000000000067e-01,4.432710282625118126e+00
3.300000000000000155e-01,1.818591718530706203e+01
3.400000000000000244e-01,4.143534148196783562e+00
3.500000000000000333e-01,4.522196673364556885e-01
3.599999999999999867e-01,1.211569818720025360e+01
3.699999999999999956e-01,6.300045066977491004e+00
3.800000000000000044e-01,7.261609569112479790e+00
3.900000000000000133e-01,6.392032508102430732e+00
4.000000000000000222e-01,5.524849971986329322e+00
4.100000000000000311e-01,2.267262480128753754e+00
4.199999999999999845e-01,6.570806484409383863e+00
4.299999999999999933e-01,1.002858335972071657e+01
4.400000000000000022e-01,6.114275968851793586e+00
4.500000000000000111e-01,6.229591790632290405e+00
4.600000000000000200e-01,2.245799436855205045e+01
4.700000000000000289e-01,5.715700111800376959e+00
4.799999999999999822e-01,6.715585987647941124e+00
4.899999999999999911e-01,1.696429272744949257e+00
5.000000000000000000e-01,6.388085721540516460e+00
5.100000000000000089e-01,6.458037594151393002e+00
5.200000000000000178e-01,7.650077065171007717e+00
5.300000000000000266e-01,6.806531945730863065e+00
5.400000000000000355e-01,1.352480722845208483e+01
5.500000000000000444e-01,6.580367242985825094e+00
5.600000000000000533e-01,2.882915196075049202e+00
5.700000000000000622e-01,6.178384821256221571e+00
5.799999999999999600e-01,6.939381837531894526e+00
5.899999999999999689e-01,1.171027212017420993e+01
5.999999999999999778e-01,6.807912541820158481e+00
6.099999999999999867e-01,5.707875292991229088e+00
6.199999999999999956e-01,6.467864974273553891e+00
6.300000000000000044e-01,6.911075025721739706e+00
6.400000000000000133e-01,6.504710037371773446e+00
6.500000000000000222e-01,2.554073625020469152e+01
6.600000000000000311e-01,5.101799483605280905e+00
6.700000000000000400e-01,6.562709759797971998e+00
6.800000000000000488e-01,6.250172780122450256e+00
6.900000000000000577e-01,2.160830783134691657e+01
7.000000000000000666e-01,5.618324043115359601e+00
7.099999999999999645e-01,1.554134717614593653e+00
7.199999999999999734e-01,2.538243440953509023e+01
7.299999999999999822e-01,5.820749027489227956e+00
7.399999999999999911e-01,4.432524982005226377e+00
7.500000000000000000e-01,4.488586239004360046e+00
7.600000000000000089e-01,1.653874689644947438e+01
7.700000000000000178e-01,5.899544914655726835e+00
7.800000000000000266e-01,4.274100628373576427e+01
7.900000000000000355e-01,6.628290161150725002e-01
8.000000000000000444e-01,6.110913268041520574e+00
8.100000000000000533e-01,4.346976211756145680e+00
8.200000000000000622e-01,1.718584770433114954e+02
8.300000000000000711e-01,6.348627294694512813e+00
8.399999999999999689e-01,6.050047407661597987e+00
8.499999999999999778e-01,1.572579676109118729e+01
8.599999999999999867e-01,5.980493281192426736e+00
8.699999999999999956e-01,3.691399461373620738e+01
