w,G
0.000000000000000000e+00,1.268116359763369871e+01
1.000000000000000021e-02,7.080165790783212287e+00
2.000000000000000042e-02,7.039971423994097144e+00
2.999999999999999889e-02,6.823951858276949167e+00
4.000000000000000083e-02,6.527182722787014058e+00
5.000000000000000278e-02,6.480235446273791666e+00
5.999999999999999778e-02,5.792262500011227111e+00
7.000000000000000666e-02,6.275044432221484669e+00
8.000000000000000167e-02,5.416509761097320741e+00
8.999999999999999667e-02,3.431291417262875232e+00
1.000000000000000056e-01,6.748950821617150098e+00
1.100000000000000006e-01,5.126977247586345321e+00
1.199999999999999956e-01,3.811663757810381359e+00
1.300000000000000044e-01,6.521205039584970109e+00
1.400000000000000133e-01,3.227483671221295758e+00
1.499999999999999944e-01,5.409277462268257786e+00
1.600000000000000033e-01,1.200477692266624041e+00
1.700000000000000122e-01,6.387950185132964975e+00
1.799999999999999933e-01,3.331624639597563942e+00
1.900000000000000022e-01,7.393643524099453579e-01
2.000000000000000111e-01,6.042019999995805968e+00
2.099999999999999922e-01,4.567354332875344980e+00
2.200000000000000011e-01,7.068142941486000197e+00
2.300000000000000100e-01,1.469739323901757544e+00
2.399999999999999911e-01,5.944366935157680665e+00
2.500000000000000000e-01,5.763556186948177285e+00
2.600000000000000089e-01,1.966987279823814383e+00
2.700000000000000178e-01,2.740524363424175824e+00
2.800000000000000266e-01,6.306097013211114266e+00
2.899999999999999800e-01,1.924561228095776499e+01
2.999999999999999889e-01,3.458332032611784346e+00
3.099999999999999978e-01,5.153061161397159751e+00
3.200000000000000067e-01,2.257363098503959620e+01
3.300000000000000155e-01,1.887272649010868264e+01
3.400000000000000244e-01,1.580581408346464656e+01
3.500000000000000333e-01,3.446697628163709837e+00
3.599999999999999867e-01,1.866973484890431934e+01
3.699999999999999956e-01,4.859021040236462419e+00
3.800000000000000044e-01,2.179046359208408390e+00
3.900000000000000133e-01,3.399446285878058305e+00
4.000000000000000222e-01,3.327466300521335629e+00
4.100000000000000311e-01,8.844196009273088066e+01
4.199999999999999845e-01,5.787761892193687530e+00
4.299999999999999933e-01,3.943490961913060033e+00
4.400000000000000022e-01,5.067477211797459802e+00
4.500000000000000111e-01,4.289642067430487593e+00
4.600000000000000200e-01,2.530001496109075987e+00
4.700000000000000289e-01,5.816796243028633739e+00
4.799999999999999822e-01,2.623373794105618995e-01
4.899999999999999911e-01,1.449677562156362143e+01
5.000000000000000000e-01,6.111827796407514946e+00
5.100000000000000089e-01,6.629085606735579006e+00
5.200000000000000178e-01,2.449675639546213546e+01
5.300000000000000266e-01,5.889069869202927521e+00
5.400000000000000355e-01,6.593053974028192599e+00
5.500000000000000444e-01,2.739461038741726640e+01
5.600000000000000533e-01,6.477228118658545419e+00
5.700000000000000622e-01,2.039779398439122104e+01
5.799999999999999600e-01,6.537617222574394482e+00
5.899999999999999689e-01,6.275100773231800488e+00
5.999999999999999778e-01,1.321644933912175190e+01
6.099999999999999867e-01,6.252397871572226151e+00
6.199999999999999956e-01,6.787167452776651011e+00
6.300000000000000044e-01,6.912577015797218394e+00
6.400000000000000133e-01,1.033660502657274449e+01
6.500000000000000222e-01,5.067034023351411065e+00
6.600000000000000311e-01,6.338554939286550116e+00
6.700000000000000400e-01,5.672032775916076908e+00
6.800000000000000488e-01,4.872192939358887642e+00
6.900000000000000577e-01,4.770424704532503668e+00
7.000000000000000666e-01,1.247523669261131971e+02
7.099999999999999645e-01,6.031070503830073370e+00
7.199999999999999734e-01,2.421416914441165247e+00
7.299999999999999822e-01,8.679460288631137832e-01
7.399999999999999911e-01,5.507822419855251894e+00
7.500000000000000000e-01,9.482929514934742343e+00
7.600000000000000089e-01,4.552295602375505013e+00
7.700000000000000178e-01,5.709627352145029811e+00
7.800000000000000266e-01,1.861493705141996635e+00
7.900000000000000355e-01,3.610570137865997786e+00
8.000000000000000444e-01,1.340124072869123939e+00
8.100000000000000533e-01,5.090241127714163483e+00
8.200000000000000622e-01,3.053404231094606569e+00
8.300000000000000711e-01,3.818886706637005801e+00
8.399999999999999689e-01,5.221327071129430841e+00
8.499999999999999778e-01,5.797449058341394235e+00
8.599999999999999867e-01,5.836070627941631450e+00
8.699999999999999956e-01,2.336709131662853522e+01
8.800000000000000044e-01,4.009863894665497419e+00
8.900000000000000133e-01,5.995088079253831914e+00
9.000000000000000222e-01,5.494993675862241744e+00
9.100000000000000311e-01,3.800464454382024293e-01
9.200000000000000400e-01,5.017603786710300717e+00
9.300000000000000488e-01,5.946893761727491956e+00
9.400000000000000577e-01,5.662591636836728171e+00
9.500000000000000666e-01,4.178634331564184379e+01
9.599999999999999645e-01,5.492681203782264099e+00
9.699999999999999734e-01,6.325722108508793795e+00
9.799999999999999822e-01,1.692303347721153095e+00
9.899999999999999911e-01,2.244337304960382973e+00
1.000000000000000000e+00,5.873128701438362853e+00
1.010000000000000009e+00,5.998632769768130757e+00
1.020000000000000018e+00,1.871253179915878917e+01
1.030000000000000027e+00,5.902656400237885848e+00
1.040000000000000036e+00,5.794501295126897489e+00
1.050000000000000044e+00,5.390323214055515066e+00
1.060000000000000053e+00,6.285330712026921063e+00
1.070000000000000062e+00,4.014209890887958210e+00
1.080000000000000071e+00,6.238882454972006109e+00
1.090000000000000080e+00,3.954217198535788125e+00
1.100000000000000089e+00,5.363802190217389132e+00
1.110000000000000098e+00,5.418572726027687914e+00
1.120000000000000107e+00,5.972976533780021136e+00
1.130000000000000115e+00,5.591288110627555596e+00
1.140000000000000124e+00,5.573745110553934623e+00
1.150000000000000133e+00,5.815153898826698864e+00
1.159999999999999920e+00,5.585835730432867408e+00
1.169999999999999929e+00,4.199313959143253783e+00
1.179999999999999938e+00,4.581114524314465974e+00
1.189999999999999947e+00,3.933474212013705618e+00
1.199999999999999956e+00,5.059390759298789675e+00
1.209999999999999964e+00,1.887571020370934249e+01
1.219999999999999973e+00,3.056792936881220335e+00
1.229999999999999982e+00,2.219482410358308044e+01
1.239999999999999991e+00,2.609796618886931441e+01
1.250000000000000000e+00,5.143454926985041809e+00
1.260000000000000009e+00,4.801442534664306372e+00
1.270000000000000018e+00,5.005260610655623665e+00
1.280000000000000027e+00,4.693245850802033203e+01
1.290000000000000036e+00,4.898196109281839128e+00
1.300000000000000044e+00,5.319022976275054937e+00
1.310000000000000053e+00,4.062216042549502859e+00
1.320000000000000062e+00,2.622839125763014589e-01
