w,G
0.000000000000000000e+00,6.728823859898315618e+01
1.000000000000000021e-02,7.096684014898257509e+00
2.000000000000000042e-02,7.105549375819439462e+00
2.999999999999999889e-02,6.867276257380146021e+00
4.000000000000000083e-02,6.969506430429178501e+00
5.000000000000000278e-02,6.385826824199347662e+00
5.999999999999999778e-02,6.458095192278117125e+00
7.000000000000000666e-02,6.374678736856087546e+00
8.000000000000000167e-02,5.194126306290628214e+00
8.999999999999999667e-02,3.801357058700796099e-01
1.000000000000000056e-01,4.702051802148458748e+00
1.100000000000000006e-01,5.689920222440706610e+00
1.199999999999999956e-01,1.086215056925092348e+00
1.300000000000000044e-01,6.106039277459136549e+00
1.400000000000000133e-01,3.168275740987334110e+00
1.499999999999999944e-01,5.021502527600196331e+00
1.600000000000000033e-01,6.199979698137170203e+00
1.700000000000000122e-01,3.569083343009050946e+00
1.799999999999999933e-01,2.078542706073962076e+00
1.900000000000000022e-01,6.241969030268887053e+00
2.000000000000000111e-01,4.977912103736114702e+00
2.099999999999999922e-01,3.141535270672001889e+00
2.200000000000000011e-01,6.404534323953657626e+00
2.300000000000000100e-01,6.635884562248019591e+00
2.399999999999999911e-01,2.502003113319420269e+00
2.500000000000000000e-01,5.554746901772554146e+00
2.600000000000000089e-01,2.964169445208885811e+00
2.700000000000000178e-01,1.132713364462654138e+00
2.800000000000000266e-01,4.942480381596483063e+00
2.899999999999999800e-01,7.634448041903268312e+00
2.999999999999999889e-01,6.034980480886623866e+00
3.099999999999999978e-01,5.133960309561655500e+00
3.200000000000000067e-01,1.037637510650057209e+02
3.300000000000000155e-01,5.151824304495391971e+00
3.400000000000000244e-01,3.589797783479700577e+00
3.500000000000000333e-01,3.023563484437885585e+00
3.599999999999999867e-01,5.284458088310808321e+00
3.699999999999999956e-01,8.272677367816767102e+00
3.800000000000000044e-01,9.071537836618771777e+00
3.900000000000000133e-01,5.177691852937199357e+00
4.000000000000000222e-01,1.675709227262564838e+01
4.100000000000000311e-01,6.202981814402781957e+00
4.199999999999999845e-01,5.772896266325570735e+00
4.299999999999999933e-01,1.345360997696313010e+00
4.400000000000000022e-01,8.420636609204757406e+01
4.500000000000000111e-01,6.117500868416191118e+00
4.600000000000000200e-01,4.522455311020124924e+01
4.700000000000000289e-01,2.547284135661110227e+00
4.799999999999999822e-01,8.157262196198772131e+01
4.899999999999999911e-01,5.332616061668733032e+00
5.000000000000000000e-01,2.119690322005848770e+01
5.100000000000000089e-01,5.225910770203570088e+00
5.200000000000000178e-01,6.686915822168085555e+00
5.300000000000000266e-01,3.422990715425734409e-01
5.400000000000000355e-01,4.000033219647116667e+00
5.500000000000000444e-01,6.545263205687988695e+00
5.600000000000000533e-01,4.163611738917976623e+01
5.700000000000000622e-01,5.985837321189746874e+00
5.799999999999999600e-01,6.412293316087620987e+00
5.899999999999999689e-01,2.069260387473952179e+01
5.999999999999999778e-01,6.995647202228079564e+00
6.099999999999999867e-01,5.318631391855559443e+00
6.199999999999999956e-01,6.503644000494094968e+00
6.300000000000000044e-01,6.835321907211723058e+00
6.400000000000000133e-01,1.030078057502612587e+01
6.500000000000000222e-01,6.634399305914460143e+00
6.600000000000000311e-01,5.318668099546711714e-01
6.700000000000000400e-01,6.084887086602144279e+00
6.800000000000000488e-01,5.434685083364147573e+00
6.900000000000000577e-01,4.002971488980131554e-01
7.000000000000000666e-01,5.794868123737951571e+00
7.099999999999999645e-01,1.037076877303969580e+00
7.199999999999999734e-01,3.204734656615406685e+00
7.299999999999999822e-01,5.721647821053798211e+00
7.399999999999999911e-01,7.242989412998743148e+01
7.500000000000000000e-01,3.569215314596188904e+01
7.600000000000000089e-01,5.667351605247259450e+00
7.700000000000000178e-01,5.570116579393489253e+00
7.800000000000000266e-01,3.230748836017922088e+01
