w,G
0.000000000000000000e+00,2.429350842168253166e+01
1.000000000000000021e-02,7.119842942499062133e+00
2.000000000000000042e-02,7.178552850588133971e+00
2.999999999999999889e-02,7.161823850247520440e+00
4.000000000000000083e-02,7.063355300174734452e+00
5.000000000000000278e-02,6.762187826040553240e+00
5.999999999999999778e-02,6.508469234283459137e+00
7.000000000000000666e-02,5.991818862034727466e+00
8.000000000000000167e-02,5.952256703863894494e+00
8.999999999999999667e-02,4.501373063332946067e+00
1.000000000000000056e-01,5.042656055853272257e+00
1.100000000000000006e-01,5.430097251021201998e-01
1.199999999999999956e-01,3.697772634777206857e+00
1.300000000000000044e-01,5.929486129497167468e+00
1.400000000000000133e-01,8.589790853447054619e-01
1.499999999999999944e-01,6.456914233563376904e+00
1.600000000000000033e-01,3.458247540232666672e+00
1.700000000000000122e-01,4.437296883363655020e+00
1.799999999999999933e-01,5.993060750683469884e+00
1.900000000000000022e-01,9.809681673305157279e-01
2.000000000000000111e-01,5.975969288645412547e+00
2.099999999999999922e-01,1.051484503089896805e+01
2.200000000000000011e-01,5.622675990135469704e+00
2.300000000000000100e-01,6.169499244402792293e+00
2.399999999999999911e-01,6.344473633562516923e+00
2.500000000000000000e-01,5.849947150381858307e+00
2.600000000000000089e-01,4.994997672563270541e+00
2.700000000000000178e-01,6.279264274291163517e+00
2.800000000000000266e-01,5.321989052195371883e+00
2.899999999999999800e-01,5.923540349812066452e+00
2.999999999999999889e-01,1.392399742996754775e+01
3.099999999999999978e-01,3.188818262849065555e+00
3.200000000000000067e-01,5.034416205533895017e+00
3.300000000000000155e-01,1.722332824781865890e+00
3.400000000000000244e-01,3.991126194347010880e+00
3.500000000000000333e-01,2.756748984459284557e+01
3.599999999999999867e-01,4.234652916917493570e+00
3.699999999999999956e-01,2.472124892466296586e+01
3.800000000000000044e-01,2.685312293299516595e-01
3.900000000000000133e-01,1.476953382728870334e+00
4.000000000000000222e-01,4.407302894922263903e+00
4.100000000000000311e-01,1.659872581018188598e+01
4.199999999999999845e-01,6.809375253608583201e+00
4.299999999999999933e-01,1.736727383569436345e+00
4.400000000000000022e-01,6.546898834680562551e+00
4.500000000000000111e-01,2.652996118000706005e+01
4.600000000000000200e-01,6.448284700441040407e+00
4.700000000000000289e-01,4.903095455324429253e+00
4.799999999999999822e-01,5.395470439975521337e+00
4.899999999999999911e-01,3.206012029626104098e-01
5.000000000000000000e-01,6.405387704678543459e-01
5.100000000000000089e-01,6.379003552877863470e+00
5.200000000000000178e-01,6.402573105861129932e+01
5.300000000000000266e-01,6.205642588780674984e+00
5.400000000000000355e-01,4.579440333535103491e+00
5.500000000000000444e-01,5.066485279341550907e+00
5.600000000000000533e-01,9.897001778315861475e-02
5.700000000000000622e-01,6.874786840621834649e+00
5.799999999999999600e-01,2.675383545201112101e-01
5.899999999999999689e-01,5.917713024052859261e+00
5.999999999999999778e-01,5.836669845157807401e+00
6.099999999999999867e-01,1.385081386867146769e+01
6.199999999999999956e-01,6.226726718743763378e+00
6.300000000000000044e-01,5.928310445625181835e+00
6.400000000000000133e-01,5.460455436751709968e+00
6.500000000000000222e-01,6.401318662489230427e+00
6.600000000000000311e-01,6.015535620681013107e+00
6.700000000000000400e-01,6.314654888803676869e+00
6.800000000000000488e-01,5.638031530764933130e+00
6.900000000000000577e-01,8.742367773947382403e+00
7.000000000000000666e-01,4.708182809324227058e+00
7.099999999999999645e-01,5.483792582482466038e+00
7.199999999999999734e-01,4.677660885604363550e+00
7.299999999999999822e-01,6.727608602546046868e-01
7.399999999999999911e-01,5.372423059581880267e+00
7.500000000000000000e-01,2.439507631184471670e+00
7.600000000000000089e-01,6.020691228047382992e+00
7.700000000000000178e-01,1.327033453151844622e-01
7.800000000000000266e-01,7.161363782594357019e+01
7.900000000000000355e-01,5.415171177845737205e+00
8.000000000000000444e-01,5.900437585391225426e+00
8.100000000000000533e-01,2.190170442131134099e+00
8.200000000000000622e-01,5.811892756552497374e+00
8.300000000000000711e-01,6.425874585648002402e+00
8.399999999999999689e-01,5.988693012716138853e+00
8.499999999999999778e-01,6.026269694963196422e+00
8.599999999999999867e-01,5.922490137808563482e+00
8.699999999999999956e-01,4.212084151853373370e+00
8.800000000000000044e-01,3.910195895813441958e+00
8.900000000000000133e-01,4.250349125242975390e+01
9.000000000000000222e-01,4.948727519207391623e+00
9.100000000000000311e-01,6.085519482044660755e+00
9.200000000000000400e-01,6.290381947931933837e+00
9.300000000000000488e-01,6.244976918095464846e+00
