w,G
0.000000000000000000e+00,5.510225079610206578e+00
1.000000000000000021e-02,6.821613026993658124e+00
2.000000000000000042e-02,6.797425541445600849e+00
2.999999999999999889e-02,6.762622993389415527e+00
4.000000000000000083e-02,5.970525567831161950e+00
5.000000000000000278e-02,6.595645734121331039e+00
5.999999999999999778e-02,6.184312019547087758e+00
7.000000000000000666e-02,5.456552564986936638e+00
8.000000000000000167e-02,5.203543867475232787e+00
8.999999999999999667e-02,6.064913438160544068e-01
1.000000000000000056e-01,5.845123266334633527e+00
1.100000000000000006e-01,1.217867772956199746e+00
1.199999999999999956e-01,3.820501657663045503e+00
1.300000000000000044e-01,5.574773055069959682e+00
1.400000000000000133e-01,1.785614344541249121e+00
1.499999999999999944e-01,5.431983606056591363e+00
1.600000000000000033e-01,1.965455385393695353e+00
1.700000000000000122e-01,5.379237746118939789e+00
1.799999999999999933e-01,3.311081122101063201e+00
1.900000000000000022e-01,6.368651369189620937e+00
2.000000000000000111e-01,4.648055856595424196e+00
2.099999999999999922e-01,1.467312305174016984e+01
2.200000000000000011e-01,6.037093783001009406e+00
2.300000000000000100e-01,3.169888801884848117e-01
2.399999999999999911e-01,3.135208290468519454e+00
2.500000000000000000e-01,6.445415998566788929e+00
2.600000000000000089e-01,1.996614969022006747e+01
2.700000000000000178e-01,5.758679068642039489e+00
2.800000000000000266e-01,4.895927051710333444e+01
2.899999999999999800e-01,6.626977208173163270e+00
2.999999999999999889e-01,2.103883172346230790e+00
3.099999999999999978e-01,3.754891785689854267e+00
3.200000000000000067e-01,4.965410094073551939e+00
3.300000000000000155e-01,1.370610016927333419e+00
3.400000000000000244e-01,2.956924036778105780e-01
3.500000000000000333e-01,1.116080904526026885e+01
3.599999999999999867e-01,1.497181781557718194e+00
3.699999999999999956e-01,1.078764424420266099e+00
3.800000000000000044e-01,9.275877100820860699e-01
3.900000000000000133e-01,4.651613956697047314e+01
4.000000000000000222e-01,5.899807502100378187e+00
4.100000000000000311e-01,7.360686030982973804e+00
4.199999999999999845e-01,5.724682078516354800e+00
4.299999999999999933e-01,2.991066944691829210e+00
4.400000000000000022e-01,8.948350051396096738e-01
4.500000000000000111e-01,5.608217341487038432e+00
4.600000000000000200e-01,1.376606921017122342e+00
4.700000000000000289e-01,6.558527461463607544e+00
4.799999999999999822e-01,6.369695264927035971e+00
4.899999999999999911e-01,4.294125120060677148e+00
5.000000000000000000e-01,6.692050975435922311e+00
5.100000000000000089e-01,5.421182440423990556e+00
5.200000000000000178e-01,5.247216808895236895e+00
5.300000000000000266e-01,6.469814384246643790e+00
5.400000000000000355e-01,3.548656835936316867e+00
5.500000000000000444e-01,7.853736951823464096e+00
5.600000000000000533e-01,6.087639190222061458e+00
5.700000000000000622e-01,5.843188743881165159e+00
5.799999999999999600e-01,6.661904046172814731e+00
5.899999999999999689e-01,5.208884553582467269e+00
5.999999999999999778e-01,4.267567376655786227e+00
6.099999999999999867e-01,5.916027677255621953e+00
6.199999999999999956e-01,4.719992869899384935e+00
6.300000000000000044e-01,5.251212937486003796e+01
6.400000000000000133e-01,4.030121463970834483e+00
6.500000000000000222e-01,5.695563470561648245e+00
6.600000000000000311e-01,6.043822079581521400e+00
6.700000000000000400e-01,1.114347190737974458e+01
6.800000000000000488e-01,6.286164352625047691e+00
6.900000000000000577e-01,4.235744191695014926e+00
7.000000000000000666e-01,4.439741342824174097e+01
7.099999999999999645e-01,4.167657148764651431e+00
7.199999999999999734e-01,3.064241933118929673e+00
