w,G
0.000000000000000000e+00,1.198351193013328775e+01
1.000000000000000021e-02,6.808430208529234307e+00
2.000000000000000042e-02,6.424320398911731900e+00
2.999999999999999889e-02,6.941753762688341212e+00
4.000000000000000083e-02,7.049889680952117210e+00
5.000000000000000278e-02,7.305912461007078029e+00
5.999999999999999778e-02,6.841803344027589162e+00
7.000000000000000666e-02,6.523304992507478417e+00
8.000000000000000167e-02,7.860383237658306044e+00
8.999999999999999667e-02,5.901453140396752062e+00
1.000000000000000056e-01,5.725523938929574896e+00
1.100000000000000006e-01,6.328415900879346800e+00
1.199999999999999956e-01,4.801445138655940248e+00
1.300000000000000044e-01,5.182874003708646704e+00
1.400000000000000133e-01,8.366597337703796100e-01
1.499999999999999944e-01,5.516851290159689114e+00
1.600000000000000033e-01,1.360610468905488091e+01
1.700000000000000122e-01,6.504548797339119837e+00
1.799999999999999933e-01,1.728866689868553053e+01
1.900000000000000022e-01,6.713061513707619277e+00
2.000000000000000111e-01,6.324486010724625018e+00
2.099999999999999922e-01,6.598697972867547890e+00
2.200000000000000011e-01,2.121355958471054848e+00
2.300000000000000100e-01,2.135444088671020868e+00
2.399999999999999911e-01,6.202425622630243218e+00
2.500000000000000000e-01,6.817134540705549028e+00
2.600000000000000089e-01,1.740529113057537813e+01
2.700000000000000178e-01,5.074186509511616094e+00
2.800000000000000266e-01,6.982744591224705033e+00
2.899999999999999800e-01,6.824688929858384157e+00
2.999999999999999889e-01,6.505517555954886788e+00
3.099999999999999978e-01,6.292127435909167232e+00
3.200000000000000067e-01,2.888178208989242712e+00
3.300000000000000155e-01,4.709895876400667092e+00
3.400000000000000244e-01,3.512208939603115532e+00
3.500000000000000333e-01,5.967027753303538518e+00
3.599999999999999867e-01,4.924728091014625164e+00
3.699999999999999956e-01,4.743491917582126405e+00
3.800000000000000044e-01,1.341315008685127630e+01
3.900000000000000133e-01,1.825520098350814635e-01
4.000000000000000222e-01,6.583773008258654080e+00
4.100000000000000311e-01,3.504440974149457322e+00
4.199999999999999845e-01,5.383249935478224835e+00
4.299999999999999933e-01,5.397470620152374110e+00
4.400000000000000022e-01,3.379712966046491829e+01
4.500000000000000111e-01,6.946962119811294301e+00
4.600000000000000200e-01,5.796016394934454752e+00
4.700000000000000289e-01,6.174393369552817035e+00
4.799999999999999822e-01,7.010993182621044539e+00
4.899999999999999911e-01,7.199780597980161900e+00
5.000000000000000000e-01,6.226514535051741461e+00
5.100000000000000089e-01,8.319301259905659052e+00
5.200000000000000178e-01,3.852221037006882121e-01
5.300000000000000266e-01,6.778925486395274369e+00
5.400000000000000355e-01,7.276451770181915357e+00
5.500000000000000444e-01,7.360914167403201702e+00
5.600000000000000533e-01,6.831363356950326704e+00
5.700000000000000622e-01,5.667083702015884228e+01
5.799999999999999600e-01,5.779759454197232138e+00
5.899999999999999689e-01,6.708277468385609232e+00
5.999999999999999778e-01,6.732777584791710623e+00
6.099999999999999867e-01,1.310288076936969404e+01
6.199999999999999956e-01,6.793272557855123850e+00
6.300000000000000044e-01,5.633551601172618994e+00
6.400000000000000133e-01,5.821181285744618350e+00
6.500000000000000222e-01,6.328363013488467637e+00
6.600000000000000311e-01,6.541420317739810919e+00
6.700000000000000400e-01,6.439142098873809061e+00
6.800000000000000488e-01,6.418983257571068357e+00
6.900000000000000577e-01,6.097733438347893831e+00
7.000000000000000666e-01,6.182448469986322692e+00
7.099999999999999645e-01,1.570070180052932685e+01
7.199999999999999734e-01,4.755619979348025161e+00
7.299999999999999822e-01,6.274285270919833124e+00
7.399999999999999911e-01,1.213818957550631072e+00
7.500000000000000000e-01,5.394153295564505157e+01
7.600000000000000089e-01,5.264167656088508451e+00
7.700000000000000178e-01,6.097740232619902834e+00
7.800000000000000266e-01,9.356686722447549176e-01
7.900000000000000355e-01,1.542775064408830499e+00
8.000000000000000444e-01,5.866715669050925896e+00
8.100000000000000533e-01,6.138802887057237534e+00
8.200000000000000622e-01,2.690124834249520980e+00
8.300000000000000711e-01,5.493723685829925429e+00
8.399999999999999689e-01,5.694844537114564176e+00
8.499999999999999778e-01,6.106754394110203599e+00
8.599999999999999867e-01,3.989061974922103460e+00
8.699999999999999956e-01,5.486188431179673586e+00
8.800000000000000044e-01,6.376666310081782640e+00
8.900000000000000133e-01,6.202248760805479932e-01
9.000000000000000222e-01,6.264081954199766322e+00
9.100000000000000311e-01,2.566015313820970789e+01
9.200000000000000400e-01,5.615033167690621774e+00
9.300000000000000488e-01,6.191348350047272575e+00
9.400000000000000577e-01,6.319322891997828151e+00
9.500000000000000666e-01,6.375760052345991191e+00
9.599999999999999645e-01,6.381192113570677726e+00
9.699999999999999734e-01,6.456803397442101300e+00
9.799999999999999822e-01,6.396908115906790648e+00
9.899999999999999911e-01,6.231860155608034191e+00
1.000000000000000000e+00,6.279141197031377963e+00
1.010000000000000009e+00,6.335093642521394841e+00
1.020000000000000018e+00,6.397189495348482247e+00
1.030000000000000027e+00,6.479073133598745926e+00
1.040000000000000036e+00,6.380623371576992220e+00
1.050000000000000044e+00,6.246854317303736970e+00
1.060000000000000053e+00,6.251597043954084221e+00
1.070000000000000062e+00,6.478563829861977652e+00
1.080000000000000071e+00,6.391808998871162828e+00
1.090000000000000080e+00,6.243797440956628364e+00
1.100000000000000089e+00,6.293093055835047522e+00
1.110000000000000098e+00,6.305716583684387366e+00
1.120000000000000107e+00,6.041922471970936570e+00
1.130000000000000115e+00,5.777424555372686399e+00
1.140000000000000124e+00,5.170437393922498792e+00
1.150000000000000133e+00,5.973265442061964414e+00
1.159999999999999920e+00,5.238459211392577863e+00
1.169999999999999929e+00,3.597734484661729848e+00
1.179999999999999938e+00,4.370799077293449741e+00
1.189999999999999947e+00,1.242806109024176431e+00
1.199999999999999956e+00,3.488613989619440137e+00
1.209999999999999964e+00,4.422449914038055319e+00
1.219999999999999973e+00,8.951387381701350066e-01
1.229999999999999982e+00,5.755881650527205906e-01
1.239999999999999991e+00,2.522283123881342792e+00
1.250000000000000000e+00,1.651757863205634180e+01
1.260000000000000009e+00,4.960922230643642905e+00
1.270000000000000018e+00,3.726325433048781122e+01
1.280000000000000027e+00,3.953311359164430439e+00
1.290000000000000036e+00,4.980009279988005133e+00
1.300000000000000044e+00,4.887278333851912571e+00
1.310000000000000053e+00,5.992854675571592793e-01
