 (1.680771036350977854e-01-8.125999121617526466e-01j), (4.691372389835178347e-01+1.514910087917799297e-01j), (-3.921686344805074692e-02+1.922558457115295383e-01j), (-4.099272272522899718e-02+3.469113902464261018e-02j), (-3.653977304826717259e-02+1.745516234147806781e-02j), (-2.729182269175853964e-02-7.172646151130001278e-03j), (-1.568963295397689250e-02-1.478988261354374431e-02j), (-4.461965705714373252e-03-1.762539095515657656e-02j), (4.253346363175052394e-03-1.367257061078439549e-02j), (9.178749108476614779e-03-7.136838828848105117e-03j), (1.008934990359695513e-02+1.084104329166030113e-04j), (7.693181887010052539e-03+5.635625983812311141e-03j), (3.419317836751597107e-03+8.184903717635680365e-03j), (-9.626047385328665232e-04+7.452711853324875055e-03j), (-4.142604828535931955e-03+4.423268896984534557e-03j), (-5.489080232804157376e-03+4.025042161135267398e-04j), (-4.826752010294464192e-03-3.244913142254443345e-03j), (-2.641829261802577933e-03-5.215565403245181302e-03j), (2.976122425982927891e-05-5.017897787889126666e-03j), (2.238287144572225114e-03-3.148295945479929331e-03j), (3.435195945400076195e-03-4.019116309431508289e-04j), (3.397329202400572144e-03+2.278649908964328064e-03j), (2.191411494597819611e-03+3.849291600937319348e-03j), (3.621148943511752808e-04+3.806963806254935658e-03j), (-1.290385802470919155e-03+2.426137902098971563e-03j), (-2.302000196712030572e-03+3.178222544981691689e-04j), (-2.504747322132153727e-03-1.777178640730905966e-03j), (-1.855679594819064065e-03-3.084101408548505039e-03j), (-6.312544343997138294e-04-3.155047593421960242e-03j), (6.655926753864596559e-04-2.015340839343388642e-03j), (1.612757921279604940e-03-1.828587331200625852e-04j), (1.955413029922878441e-03+1.528320164464439575e-03j), (1.600591049919943996e-03+2.594244204160581560e-03j), (7.498817553910710771e-04+2.732148480553860375e-03j), (-2.180229498258141993e-04+1.765032207668545267e-03j), (-1.064017834218088489e-03+1.274189744017068557e-04j), (-1.550102724511333557e-03-1.415790434643448507e-03j), (-1.445481806837010811e-03-2.367659486468898841e-03j), (-8.669653548398296430e-04-2.416908648669826350e-03j), (-9.774338503493925083e-05-1.549257920566120359e-03j), (6.709297419926654564e-04-1.255090063228179683e-04j), (1.200544149884748280e-03+1.337640132747768907e-03j), (1.282746684774084631e-03+2.262262948293406600e-03j), (9.771155879113755868e-04+2.267686557833734594e-03j), (4.129175875064803182e-04+1.406595122701096963e-03j), (-3.270212141101202976e-04+4.549195970597238857e-05j), (-9.435634474583221498e-04-1.311699093485477977e-03j), (-1.165046941818680213e-03-2.164733682989590513e-03j), (-1.058302002903506326e-03-2.192363053024982533e-03j), (-6.708741726276364840e-04-1.369626848673885598e-03j)
 (4.691372389835016254e-01+1.514910087917635539e-01j), (1.288602401870561631e-01-6.203440664501976842e-01j), (4.281445162582858677e-01+1.861821478164127353e-01j), (-7.575663649632169427e-02+2.097110080530142640e-01j), (-6.828454541698221469e-02+2.751849287350936063e-02j), (-5.222940600224051239e-02+2.665279727932005904e-03j), (-3.175378839747453052e-02-2.479803710627759283e-02j), (-1.143628659082681319e-02-2.846245322436420644e-02j), (4.716783402782831827e-03-2.476222978397668584e-02j), (1.434269626678661910e-02-1.356416017787140209e-02j), (1.687193099548346328e-02-1.501212845036886852e-03j), (1.350866774032584774e-02+8.293314150563804027e-03j), (6.730577148476857285e-03+1.308833783712584457e-02j), (-7.232869917957449914e-04+1.260817261464899398e-02j), (-6.451684971319140635e-03+7.855216069420389510e-03j), (-8.969356838825021105e-03+1.178355754708267089e-03j), (-8.130909494589767111e-03-4.813061187139131003e-03j), (-4.796990786069502133e-03-8.262810930131890552e-03j), (-4.035421172089584743e-04-8.363861348706312301e-03j), (3.464957169655233284e-03-5.419809418829800961e-03j), (5.635616346960312453e-03-8.696460365150819345e-04j), (5.626607440010877176e-03+3.447379969978158105e-03j), (3.759444096734734612e-03+6.085613715224277506e-03j), (9.010256921508029947e-04+6.275429503031164369e-03j), (-1.939885302382837219e-03+4.124786060754826594e-03j), (-3.795133124575046906e-03+6.489592613742034815e-04j), (-4.157679791563362662e-03-2.766279154055411617e-03j), (-3.136001756507065131e-03-4.932226234161927320e-03j), (-1.190086919425017162e-03-5.099442247878224928e-03j), (9.815034868503318567e-04-3.337906326543859086e-03j), (2.621005705316421189e-03-4.870206748760202032e-04j), (3.213348971204503524e-03+2.411385471029737181e-03j), (2.705294785301249824e-03+4.260468645040834008e-03j), (1.382568100103473288e-03+4.359276411798507223e-03j), (-3.141360788175344377e-04+2.859567454965206059e-03j), (-1.768125674333564414e-03+3.492417730245315653e-04j), (-2.509499641054301327e-03-2.240240512061478836e-03j), (-2.417068079370355421e-03-3.832699083318433925e-03j), (-1.543225191867733789e-03-3.916917407023242162e-03j), (-1.960356128539692900e-04-2.542417654998440409e-03j), (1.102800764869028274e-03-2.116177878221741054e-04j), (1.953676426746582626e-03+2.136753941975410350e-03j), (2.177659737807882689e-03+3.605326690586723067e-03j), (1.695664272290664130e-03+3.668858070961041832e-03j), (6.500943737912453927e-04+2.313178517567550385e-03j), (-5.306458599488878686e-04+9.489602920781031801e-05j), (-1.492068155934854912e-03-2.119241723260677918e-03j), (-2.001865450368722158e-03-3.504062146541606169e-03j), (-1.835921114436239038e-03-3.534360531623549281e-03j), (-1.058302002902445542e-03-2.192363053072621509e-03j)
 (-3.921686344806175201e-02+1.922558457115310371e-01j), (4.281445162582753761e-01+1.861821478164246424e-01j), (9.232046713878189204e-02-6.028889041087174272e-01j), (4.008526935665338575e-01+1.790095016652772375e-01j), (-9.144626945029236953e-02+1.949211254394484505e-01j), (-7.274651112269786557e-02+9.893101918358380292e-03j), (-4.797605963908679882e-02-1.100729088283909987e-02j), (-2.257503928897376666e-02-3.193487593513386069e-02j), (-1.346936687195749924e-03-2.835404279142836326e-02j), (1.240996528975148519e-02-1.912660380018156581e-02j), (1.776201410348827656e-02-5.379256460228667470e-03j), (1.590932625697535560e-02+5.951499008288339485e-03j), (9.366062911838408250e-03+1.271658304755697057e-02j), (1.241496915673494413e-03+1.349084205322286130e-02j), (-5.550039002104474248e-03+9.363259472378827539e-03j), (-9.093514233136677088e-03+2.639650666187435407e-03j), (-8.939595614594729109e-03-3.839542033164489426e-03j), (-5.892622349987073314e-03-7.961357132614208312e-03j), (-1.361794840630249810e-03-8.664722561087618777e-03j), (2.993787085157261375e-03-6.085211439746477172e-03j), (5.656368664244828572e-03-1.570517817886160281e-03j), (5.997731241305156481e-03+2.937317769737001188e-03j), (4.336221637570495877e-03+5.873517872083722918e-03j), (1.457443899994650526e-03+6.403435969724763886e-03j), (-1.603721629977456495e-03+4.498250862300643728e-03j), (-3.795564897200292328e-03+1.040684652177053951e-03j), (-4.426387558954329379e-03-2.506088332045782428e-03j), (-3.492087116178696927e-03-4.781619993369330343e-03j), (-1.523243835262647755e-03-5.115084967265131483e-03j), (7.653261105118763265e-04-3.571122083434313203e-03j), (2.582094536796749468e-03-7.436621223892030163e-04j), (3.370887460686440747e-03+2.245127805677855134e-03j), (2.995326021353721287e-03+4.176417678689346887e-03j), (1.641276951117240628e-03+4.387887619439981117e-03j), (-1.675346244042686316e-04+2.943485977172917260e-03j), (-1.759617885664292117e-03+4.919079684848440574e-04j), (-2.635091029192624442e-03-2.067666875631169257e-03j), (-2.607243026069335032e-03-3.789498432624247275e-03j), (-1.746138337367238473e-03-3.958208089639798574e-03j), (-3.426810419852130028e-04-2.579277274293865010e-03j), (1.086711071890772385e-03-2.801547067188386842e-04j), (2.079916352782121454e-03+2.056068770037298120e-03j), (2.366594014281423776e-03+3.543349064654789226e-03j), (1.850638523693423632e-03+3.650818650309149531e-03j), (7.521008248041495797e-04+2.357158977486523838e-03j), (-5.149525679931415056e-04+1.484448345760983783e-04j), (-1.588947862849644658e-03-2.097467023827780889e-03j), (-2.162942328576275292e-03-3.488868571933432042e-03j), (-2.001865450382459433e-03-3.504062146538267693e-03j), (-1.165046941800258100e-03-2.164733682985401590e-03j)
 (-4.099272272522506283e-02+3.469113902465542632e-02j), (-7.575663649633858354e-02+2.097110080530044385e-01j), (4.008526935665365221e-01+1.790095016652720472e-01j), (7.663083418480307052e-02-6.176787867222460759e-01j), (3.963907278608145290e-01+1.613841107101277594e-01j), (-8.719292308714289563e-02+1.812485548286634773e-01j), (-6.356776201418386230e-02+2.756263089512482611e-03j), (-3.788670973548735610e-02-1.089888044994063131e-02j), (-1.488185740198652920e-02-2.629924995133589224e-02j), (2.072381149534630214e-03-2.016913907375774903e-02j), (1.144736055124716267e-02-1.167389194685198098e-02j), (1.361940927497272413e-02-9.559875632402991749e-04j), (1.042024602415078140e-02+6.354003224381619616e-03j), (4.539310901511911522e-03+9.471669905300737421e-03j), (-1.400332346115202046e-03+8.275276649983832195e-03j), (-5.520277777835549959e-03+4.345361684483336172e-03j), (-6.855227088539919515e-03-5.086452793050862814e-04j), (-5.504399669177081900e-03-4.241453664088588871e-03j), (-2.495293147639530799e-03-5.682707223641815519e-03j), (8.296166539698211469e-04-4.815430960145192403e-03j), (3.355901979514108388e-03-2.278247633506071991e-03j), (4.365982861784109374e-03+8.556200842154719141e-04j), (3.695731044582302536e-03+3.255140024238945169e-03j), (1.831474315434524673e-03+4.096339231339423369e-03j), (-3.982356948081132095e-04+3.319334561156867241e-03j), (-2.234976064357667696e-03+1.343203268902784216e-03j), (-3.129972221816355177e-03-9.746561871327172680e-04j), (-2.813629637723416392e-03-2.688947065186987010e-03j), (-1.536674086226068412e-03-3.253299828907752628e-03j), (7.734721465679262904e-05-2.520840763125934293e-03j), (1.515207865875587995e-03-8.389736028737539760e-04j), (2.364071586982752476e-03+1.021370085284297596e-03j), (2.306869626489458421e-03+2.372546780085612109e-03j), (1.445223296862752083e-03+2.760627244052691557e-03j), (1.957951442533949465e-04+2.020228132952646503e-03j), (-1.034499979253935675e-03+5.265773285032856327e-04j), (-1.857361270697184151e-03-1.057349952054259176e-03j), (-1.964161287187565254e-03-2.193175881976108365e-03j), (-1.406698876203301600e-03-2.451858299874301074e-03j), (-4.633916525868558194e-04-1.695945141354881494e-03j), (6.344345459310378075e-04-3.115907164463302577e-04j), (1.499628659416732618e-03+1.126440415971899540e-03j), (1.752895138645627938e-03+2.101560729741107098e-03j), (1.423030566817150549e-03+2.231649971184195176e-03j), (6.855915819031935341e-04+1.486084967339378234e-03j), (-3.062011780887798117e-04+1.647959244163367423e-04j), (-1.185826740661562748e-03-1.221182014081865358e-03j), (-1.588947862853573589e-03-2.097467023824788057e-03j), (-1.492068155924552606e-03-2.119241723279941154e-03j), (-9.435634474814892734e-04-1.311699093478759827e-03j)
 (-3.653977304825686834e-02+1.745516234148861839e-02j), (-6.828454541698635027e-02+2.751849287348864109e-02j), (-9.144626945030620568e-02+1.949211254394770665e-01j), (3.963907278608115314e-01+1.613841107101279815e-01j), (8.088418054797194556e-02-6.313513573330563622e-01j), (4.055694769693153345e-01+1.542472718812853971e-01j), (-7.710357318354274514e-02+1.813569652615807382e-01j), (-5.587458012720443457e-02+8.391889073341698632e-03j), (-3.446739189874670900e-02-2.713976732300282801e-03j), (-1.584446214050230783e-02-1.884653809799915689e-02j), (-2.070223678988489940e-03-1.574587017677850365e-02j), (5.958280318428531633e-03-1.127138773076985338e-02j), (8.792657264673868489e-03-4.200900705504497304e-03j), (7.778416762382991609e-03+1.138437821140241696e-03j), (4.569072125757450004e-03+4.453772117418704039e-03j), (8.379547984413565631e-04+5.126980704525788135e-03j), (-2.085081832430751847e-03+3.943450053551622592e-03j), (-3.457897886137165956e-03+1.770004629665236119e-03j), (-3.312988174584360207e-03-3.921620631742552053e-04j), (-2.133178253304626737e-03-1.875743417405680144e-03j), (-4.607691484766223604e-04-2.389293058044870358e-03j), (1.053901782799463588e-03-1.960425378991341797e-03j), (1.861235539658549548e-03-9.215585565348211050e-04j), (1.840051449752566886e-03+1.710386156919327513e-04j), (1.200219881070123526e-03+9.412916379538411454e-04j), (2.673569805411532161e-04+1.303993721811947922e-03j), (-6.222181431029970202e-04+1.160344535757552257e-03j), (-1.174559191890146717e-03+5.536639773386622856e-04j), (-1.213038587771236680e-03-9.470286103283249209e-05j), (-7.867923308303994504e-04-5.211513483577175348e-04j), (-1.406757351734802433e-04-7.558085554510416727e-04j), (4.511900316508960646e-04-7.115546284695954682e-04j), (8.139688624739350271e-04-3.944203493724779234e-04j), (8.613878196407776921e-04+4.887293630342421291e-06j), (5.782579420054082377e-04+3.437185953817853412e-04j), (9.805175925481909112e-05+4.709702124042555054e-04j), (-3.635702372566561790e-04+4.010683221695689931e-04j), (-6.568171208253718125e-04+2.802901806879033210e-04j), (-6.814146024304529401e-04+6.908706629449627105e-05j), (-4.295832882862195864e-04-1.841717420289232872e-04j), (-5.047406508055672560e-05-2.893500186535357061e-04j), (3.074133318316463952e-04-2.660987567177832552e-04j), (5.560652119593629400e-04-1.852586775208167873e-04j), (5.878481968417159685e-04-6.317295323488212569e-05j), (3.647285639125104730e-04+3.928691811499123538e-05j), (1.471740923364032032e-05+1.164581186865230682e-04j), (-3.062011780872065259e-04+1.647959244285063967e-04j), (-5.149525680061113825e-04+1.484448345808887359e-04j), (-5.306458599527929480e-04+9.489602920310355244e-05j), (-3.270212141190215974e-04+4.549195971466567066e-05j)
 (-2.729182269176180092e-02-7.172646151152380078e-03j), (-5.222940600222839014e-02+2.665279727932363257e-03j), (-7.274651112269353570e-02+9.893101918369485992e-03j), (-8.719292308714265971e-02+1.812485548286805470e-01j), (4.055694769693023449e-01+1.542472718812865906e-01j), (9.097353045156603146e-02-6.312429469001503701e-01j), (4.132626588563017567e-01+1.598828978650769506e-01j), (-7.368425534678067768e-02+1.895418689792612021e-01j), (-5.683718486574632078e-02+1.584460092664267267e-02j), (-3.860999672727039034e-02+1.709292164699123540e-03j), (-2.133354237330527953e-02-1.844403388190510654e-02j), (-6.896975689267164679e-03-1.899078331904507921e-02j), (3.316451056629713713e-03-1.648695313399599696e-02j), (8.822418488896954444e-03-9.218798493385135101e-03j), (1.001670390694912698e-02-2.009858124346795664e-03j), (8.004268071202929116e-03+4.051860486481160054e-03j), (4.235284000840746493e-03+7.405630613488052745e-03j), (1.063296621431990534e-04+7.792741654479014117e-03j), (-3.095782991828487010e-03+5.576968435917445226e-03j), (-4.603373976999692967e-03+2.033975838931065608e-03j), (-4.435178450011421046e-03-1.557921162904284335e-03j), (-2.965516470621472854e-03-4.166471698777157381e-03j), (-8.017778120383146738e-04-5.044526787541216833e-03j), (1.229981105298672776e-03-4.076606149943984292e-03j), (2.505644125122074607e-03-1.844302223660302222e-03j), (2.812977802311867909e-03+7.584329048219937705e-04j), (2.222770010491540143e-03+2.832313886303839713e-03j), (9.783729068453045005e-04+3.754588739902551663e-03j), (-4.246774365246403144e-04+3.285812457867132597e-03j), (-1.431061537616794364e-03+1.670329346666197179e-03j), (-1.850810165040920642e-03-3.937323739610206689e-04j), (-1.690778459668651219e-03-2.171598990099881700e-03j), (-9.942917751587835272e-04-3.079214114927206897e-03j), (-5.299649239555014740e-05-2.811328998043431410e-03j), (7.636444346097923368e-04-1.544370626939696109e-03j), (1.249187683989594257e-03+2.182095890582086753e-04j), (1.298595909127151643e-03+1.808610345145900567e-03j), (9.191764475148857813e-04+2.663331270460441921e-03j), (3.202984671079981164e-04+2.547976738518164998e-03j), (-2.684970149152750437e-04+1.475682189006462903e-03j), (-7.566045023870308700e-04-1.386797823090797719e-04j), (-9.940375125613493991e-04-1.601049112169301847e-03j), (-8.576336099849797426e-04-2.430832439669754989e-03j), (-5.022367909545373066e-04-2.377621730561154875e-03j), (-8.302597578114411696e-05-1.432799801917840300e-03j), (3.647285639040750006e-04+3.928691811620787963e-05j), (6.855915818822348219e-04+1.486084967329903391e-03j), (7.521008248146301284e-04+2.357158977493359949e-03j), (6.500943738052262881e-04+2.313178517556183176e-03j), (4.129175875014082036e-04+1.406595122716963828e-03j)
 (-1.568963295395764748e-02-1.478988261355407285e-02j), (-3.175378839746233195e-02-2.479803710626579671e-02j), (-4.797605963908815885e-02-1.100729088286670279e-02j), (-6.356776201420429040e-02+2.756263089485204085e-03j), (-7.710357318355239020e-02+1.813569652616198458e-01j), (4.132626588563195758e-01+1.598828978650939370e-01j), (9.439284828831380481e-02-6.230580431824971344e-01j), (4.123000541177638811e-01+1.673356097184197644e-01j), (-7.782686017532394751e-02+1.939651378762406730e-01j), (-6.232626509853395058e-02+1.624710514272217216e-02j), (-4.343674873755151711e-02-1.535620977559198214e-03j), (-2.397537163510734745e-02-2.365959928513837462e-02j), (-6.867214465076367132e-03-2.400868110693492319e-02j), (5.554738201248967180e-03-1.963524907948082515e-02j), (1.225761443433830492e-02-9.620710124301556226e-03j), (1.341403310932085848e-02+2.687917846239708253e-04j), (1.019567956578059341e-02+7.901152087409881244e-03j), (4.597398895160361570e-03+1.121259441971705038e-02j), (-1.184056140268707844e-03+1.021887955658160908e-02j), (-5.397783188551131053e-03+5.894790690437450714e-03j), (-7.108121299145108221e-03+2.567971981913160211e-04j), (-6.290858044827562535e-03-4.642022571468229497e-03j), (-3.596770904998340158e-03-7.321519292190588855e-03j), (-1.361851366598445037e-04-7.059867626879982871e-03j), (2.842739026538155730e-03-4.259464883054067501e-03j), (4.461057155073261567e-03-3.159820591842701400e-04j), (4.413568852229735225e-03+3.352677108958172000e-03j), (2.972651765890950253e-03+5.564462366847156005e-03j), (7.603499569925672302e-04+5.519620947573404546e-03j), (-1.488695270722071445e-03+3.413231432280912966e-03j), (-2.981164262114312149e-03+2.545389120147016149e-04j), (-3.296291971885430445e-03-2.761391860418312312e-03j), (-2.557743814511467730e-03-4.588507638776459160e-03j), (-1.092035160225705848e-03-4.628472035488362044e-03j), (6.179332496315726635e-04-2.936838004354871273e-03j), (1.964188584489611616e-03-2.067304941921594926e-04j), (2.531934368767005655e-03+2.480472537306027854e-03j), (2.275711497016565631e-03+4.076296902999375880e-03j), (1.332094035037138368e-03+4.069926393158515912e-03j), (-6.722747010313328588e-06+2.593468698251938289e-03j), (-1.212060462369725453e-03+1.639830955219900898e-04j), (-1.921651444190263696e-03-2.303413465292429834e-03j), (-2.052339515457406605e-03-3.793412165216783309e-03j), (-1.528507782632099231e-03-3.800459288362436315e-03j), (-5.022367909554493375e-04-2.377621730561578581e-03j), (5.878481968206191290e-04-6.317295321646050079e-05j), (1.423030566819965571e-03+2.231649971150934456e-03j), (1.850638523708262456e-03+3.650818650307292943e-03j), (1.695664272282453901e-03+3.668858070983906788e-03j), (9.771155879336919370e-04+2.267686557849829792e-03j)
 (-4.461965705731433390e-03-1.762539095513581539e-02j), (-1.143628659081133772e-02-2.846245322432755520e-02j), (-2.257503928897777734e-02-3.193487593514007794e-02j), (-3.788670973546685861e-02-1.089888044994847052e-02j), (-5.587458012720049327e-02+8.391889073311401687e-03j), (-7.368425534681662115e-02+1.895418689792616740e-01j), (4.123000541177753719e-01+1.673356097184177382e-01j), (9.025024345980356411e-02-6.186347742855208276e-01j), (4.068109738849601809e-01+1.677381139345454630e-01j), (-8.265361218562219947e-02+1.907202247339593593e-01j), (-6.496809436033659790e-02+1.103153973947012395e-02j), (-4.340698751332335709e-02-6.553518765435487059e-03j), (-2.173708449049997077e-02-2.680789523059184248e-02j), (-3.432018519650380239e-03-2.441059273787941214e-02j), (8.952067403607962340e-03-1.735659917051576503e-02j), (1.444902592893863857e-02-5.771418523400107491e-03j), (1.377614800366355578e-02+4.075755590894372844e-03j), (8.905293763316945999e-03+1.032728998950781935e-02j), (2.295398698446557677e-03+1.153041667423149175e-02j), (-3.688803462382466130e-03+8.441700915832454910e-03j), (-7.253462783370995259e-03+2.810689281883939697e-03j), (-7.739375733537856919e-03-2.898250395211049001e-03j), (-5.625265369458906997e-03-6.657363410800951758e-03j), (-1.984012983733978667e-03-7.504378025321295324e-03j), (1.819227893265424386e-03-5.531547462423173044e-03j), (4.443330076477102104e-03-1.665220678899952990e-03j), (5.210938910457495014e-03+2.416166421362745016e-03j), (4.195545902407328727e-03+5.117709316640604161e-03j), (1.908633931668731387e-03+5.691881341248442895e-03j), (-7.897527675087600077e-04+4.103830512935119877e-03j), (-2.934177077557303948e-03+1.045571945819250090e-03j), (-3.848129616958890272e-03-2.162369736668719872e-03j), (-3.394035356938209132e-03-4.310649780984077487e-03j), (-1.886814072507459134e-03-4.714016645097804728e-03j), (1.085089896766856538e-04-3.290831902733524356e-03j), (1.900679934358285358e-03-6.745750560797881233e-04j), (2.941304172423394193e-03+2.060956063634775039e-03j), (2.944851956301549733e-03+3.887067660023596233e-03j), (1.948690282908325990e-03+4.121788862732464823e-03j), (3.885305875507198779e-04+2.758227299658339623e-03j), (-1.171769688808279534e-03+4.287350152618793465e-04j), (-2.270362465286960164e-03-2.028379957533422637e-03j), (-2.592525616835047488e-03-3.673040313953707895e-03j), (-2.052339515452377642e-03-3.793412165213745375e-03j), (-8.576336100131468814e-04-2.430832439697342296e-03j), (5.560652119730398251e-04-1.852586775025337235e-04j), (1.752895138656420521e-03+2.101560729756958134e-03j), (2.366594014280068523e-03+3.543349064645279038e-03j), (2.177659737803821268e-03+3.605326690587661118e-03j), (1.282746684765257274e-03+2.262262948274205814e-03j)
 (4.253346363173983805e-03-1.367257061077286479e-02j), (4.716783402785864124e-03-2.476222978399957031e-02j), (-1.346936687217701115e-03-2.835404279142402992e-02j), (-1.488185740198071094e-02-2.629924995133248178e-02j), (-3.446739189874441223e-02-2.713976732289281185e-03j), (-5.683718486571766315e-02+1.584460092665547146e-02j), (-7.782686017533498035e-02+1.939651378762481948e-01j), (4.068109738849531865e-01+1.677381139344950589e-01j), (8.542349144949278050e-02-6.218796874277742193e-01j), (4.041691446231930329e-01+1.625225485312698781e-01j), (-8.262385096136717899e-02+1.857023269460995052e-01j), (-6.272980721576143504e-02+7.883243794031085522e-03j), (-3.997179156791494381e-02-6.955430396393375882e-03j), (-1.833975528813527531e-02-2.452924532164774130e-02j), (-1.240607025034833055e-03-2.056130113693591804e-02j), (9.314182297936091440e-03-1.354963536425409648e-02j), (1.315864012647237173e-02-3.345280621307208328e-03j), (1.147414780697314507e-02+4.393577845379956215e-03j), (6.400546441212503178e-03+8.550111348774425135e-03j), (4.397191036137029947e-04+8.446315265692845575e-03j), (-4.320057896812898660e-03+5.286653322442954814e-03j), (-6.587870107980866446e-03+7.953484425156196087e-04j), (-6.126617812257601457e-03-3.081109128341103648e-03j), (-3.669852339520281170e-03-5.129043246317176521e-03j), (-3.834219338224157704e-04-4.910133821180795791e-03j), (2.569109648668507773e-03-2.799398981861644757e-03j), (4.225307126633858976e-03+9.981152875111515450e-05j), (4.146921076233805320e-03+2.543585395782120302e-03j), (2.645443177913781724e-03+3.701918882004709074e-03j), (4.631521248373356592e-04+3.324221854776844391e-03j), (-1.656718122367530771e-03+1.686921864249532263e-03j), (-3.031920462579903216e-03-5.036859747294139631e-04j), (-3.177199874971011351e-03-2.287878742987227865e-03j), (-2.193491207044291104e-03-2.973009648243807139e-03j), (-6.040673877543979416e-04-2.451753696832945171e-03j), (1.085624577584632560e-03-1.023145344890354167e-03j), (2.313597521886293865e-03+7.320200666407461997e-04j), (2.614282958308864011e-03+2.106448023346633568e-03j), (2.001288508822377833e-03+2.575368566543135077e-03j), (7.836433411301639302e-04+1.957055179736186517e-03j), (-6.697714153581009900e-04+5.658642466143628440e-04j), (-1.842643861453300115e-03-9.408918334064771995e-04j), (-2.270362465301268597e-03-2.028379957550963293e-03j), (-1.921651444208616636e-03-2.303413465268211360e-03j), (-9.940375125372506206e-04-1.601049112137874295e-03j), (3.074133318206976337e-04-2.660987567388770590e-04j), (1.499628659428475178e-03+1.126440415977911008e-03j), (2.079916352767739729e-03+2.056068770030532698e-03j), (1.953676426753697161e-03+2.136753941955346972e-03j), (1.200544149906412374e-03+1.337640132750288809e-03j)
 (9.178749108487047406e-03-7.136838828833371243e-03j), (1.434269626675465162e-02-1.356416017789044588e-02j), (1.240996528977916617e-02-1.912660380019377132e-02j), (2.072381149533177383e-03-2.016913907375217363e-02j), (-1.584446214050081250e-02-1.884653809800911073e-02j), (-3.860999672728179788e-02+1.709292164708161449e-03j), (-6.232626509853325669e-02+1.624710514273712547e-02j), (-8.265361218562519707e-02+1.907202247339737367e-01j), (4.041691446232054674e-01+1.625225485312594698e-01j), (8.545325267371854661e-02-6.268975852156368767e-01j), (4.064074317677424109e-01+1.593742525857963499e-01j), (-7.918865501598149059e-02+1.853004153151349698e-01j), (-5.933247801333044885e-02+1.016189370300865646e-02j), (-3.778038007331173398e-02-3.106138795449492774e-03j), (-1.797764039380550863e-02-2.072228151541856064e-02j), (-2.530992827502485075e-03-1.813516323484514955e-02j), (7.012182101240767990e-03-1.323181310974973907e-02j), (1.065389280435866289e-02-5.122459262016760065e-03j), (9.618468212120751329e-03+1.309476436840780519e-03j), (5.769292006810949891e-03+5.395063755334108049e-03j), (1.105311779029912941e-03+6.430974426332343452e-03j), (-2.707299975544340438e-03+5.103794589333900296e-03j), (-4.632457078069857417e-03+2.323668606993025375e-03j), (-4.526026762349220911e-03-4.868649241933273829e-04j), (-2.919970584116022509e-03-2.396894765767907526e-03j), (-6.014448836584477620e-04-3.145101613502962815e-03j), (1.505091814467159582e-03-2.671980007456962146e-03j), (2.675204402130817397e-03-1.315978905894008011e-03j), (2.701439269408857993e-03+1.759259093063469687e-04j), (1.778477823047688909e-03+1.285010233317223456e-03j), (3.654087398021269571e-04+1.774963934235951248e-03j), (-9.857883803688818197e-04+1.561412857940793581e-03j), (-1.831376312723123016e-03+8.339541580005963625e-04j), (-1.894453190181314643e-03-2.561579471035757083e-05j), (-1.216375619140681440e-03-7.053230903929931083e-04j), (-1.911498002138115504e-04-1.045158574132317667e-03j), (7.586033634755780328e-04-9.776533851785129854e-04j), (1.370034074427615338e-03-5.796790268642377673e-04j), (1.449236016491709704e-03-5.828565960200418920e-05j), (9.429865059045503895e-04+3.830055134856551560e-04j), (1.127691684600581494e-04+5.874283310561693224e-04j), (-6.697714153480942376e-04+5.658642466179099198e-04j), (-1.171769688803333837e-03+4.287350152730350821e-04j), (-1.212060462361771963e-03+1.639830954918083678e-04j), (-7.566045024187693707e-04-1.386797822933368582e-04j), (-5.047406506248287210e-05-2.893500186596633457e-04j), (6.344345459345453100e-04-3.115907164342425961e-04j), (1.086711071885176601e-03-2.801547067336246540e-04j), (1.102800764867199875e-03-2.116177878013115619e-04j), (6.709297419949632061e-04-1.255090063392329789e-04j)
