 (5.022703548168792054e-01-4.393700303665509788e-01j), (5.442502710830576795e-02+3.893082561296264954e-01j), (-2.105163875812484375e-01-3.905623795034703083e-02j), (3.085134611981073249e-02-1.179982796049855870e-01j), (7.685772520079842129e-02+1.391350460965798397e-02j), (-4.110583232373919704e-03+5.795054626464738595e-02j), (-4.422118569560676976e-02+1.918309461439594854e-03j), (-5.020553382357521160e-03-3.627486266657631298e-02j), (2.854340681271156852e-02-7.952367009556452968e-03j), (8.750781047778318639e-03+2.419116777443051924e-02j), (-1.906672173128731024e-02+1.054185789143338541e-02j), (-1.015498090033048993e-02-1.628694001474956243e-02j), (1.263016550669204645e-02-1.145916151172649868e-02j), (1.037400097640663738e-02+1.061837357094515266e-02j), (-7.975480087222845335e-03+1.146807676702109313e-02j), (-9.946467322683272966e-03-6.390511034476870772e-03j), (4.542908752752488830e-03-1.085793775970670186e-02j), (9.098232471518589298e-03+3.088770736829097967e-03j), (-1.953639962409613878e-03+9.925238895286556118e-03j), (-8.049008820459200436e-03-5.514293888559842864e-04j), (6.725864676486621729e-05-8.758203016621484566e-03j), (6.845897709189415620e-03-1.362359752446742119e-03j), (1.307284647452503640e-03+7.396609059318251869e-03j), (-5.597154396487821759e-03+2.835819426256359476e-03j), (-2.286023067570207984e-03-6.009140706302498747e-03j), (4.426221592564086489e-03-3.851000299689368196e-03j), (2.854883656134293499e-03+4.590684256513025488e-03j), (-3.283572068679900535e-03+4.491380710661761755e-03j), (-3.153007379097791558e-03-3.182564836118490989e-03j), (2.239158247477718647e-03-4.841004062182727163e-03j), (3.243622063525108609e-03+1.887274208757723764e-03j), (-1.358741587896263470e-03+4.864759989532959662e-03j), (-3.113687697717290592e-03-6.648631154213620505e-04j), (5.910281035477094221e-04-4.645719775438225327e-03j), (2.852304609475082332e-03-4.662990713044945241e-04j), (5.723588412349716811e-05+4.282655847732221889e-03j), (-2.546073000631473432e-03+1.406413568243297489e-03j), (-5.121870663687608499e-04-3.765817754576345280e-03j), (2.152459653590278049e-03-2.122975390284536062e-03j), (8.392802994780558263e-04+3.052351252695393279e-03j), (-1.719506283030386440e-03+2.715597684512289015e-03j), (-1.083583497315926229e-03-2.269121854224059355e-03j), (1.338937297710998545e-03-3.145814549229204900e-03j), (1.196188196479817381e-03+1.475980549076395462e-03j), (-9.938220823834484786e-04+3.363229064958441969e-03j), (-1.197932291644417894e-03-6.664680781757134371e-04j), (6.752319937413293373e-04-3.383662329613380815e-03j), (1.134292621357825721e-03-1.470921013310479706e-04j), (-3.892654491808613098e-04+3.251151320477226221e-03j), (-1.070271398191448373e-03+9.144117361019368480e-04j), (2.105600861199360962e-04-2.997602927064704770e-03j), (9.552230656474072681e-04-1.546695779149712038e-03j), (-8.669493063003181135e-05+2.547492493960266079e-03j), (-8.325179245317707597e-04+2.123151434318292473e-03j), (1.675530807054381819e-05-2.007447081797127542e-03j), (7.179373756392953658e-04-2.577370873356446025e-03j), (1.373109993469832837e-05+1.395756023026910840e-03j), (-6.248511146050390527e-04+2.873792400048271432e-03j), (-3.853335061272997577e-05-7.084248383285488655e-04j), (6.128541212935189816e-04-3.033351896582430797e-03j)
 (5.442502710828690804e-02+3.893082561296061783e-01j), (2.917539672356531666e-01-4.784262683168769570e-01j), (8.527637322809263065e-02+2.713099765246272388e-01j), (-1.336586623804289498e-01-2.514273334067118962e-02j), (2.674076288741893126e-02-6.004773334036123122e-02j), (3.263653950519653651e-02+1.583181407112859568e-02j), (-9.131136614727492634e-03+2.167568359804235983e-02j), (-1.567777888290048521e-02-6.034057548083393563e-03j), (3.730227665431346332e-03-1.208369489218559176e-02j), (9.476685081400421443e-03+2.589490881921061635e-03j), (-1.404199852525761429e-03+7.904227759629164907e-03j), (-6.436556224613624970e-03-9.173036202487347066e-04j), (2.190200760866054409e-04-5.668566443829970054e-03j), (4.654685419464490471e-03+8.915255298181214497e-06j), (4.275336537232854797e-04+4.227862536469883907e-03j), (-3.432571334474151647e-03+6.101390073153086175e-04j), (-8.482348511555582631e-04-3.301740297644462519e-03j), (2.589268790337332076e-03-9.326988644266397859e-04j), (1.049223651049717779e-03+2.537341347973149242e-03j), (-1.886381315629948735e-03+1.167035878675849823e-03j), (-1.203111111270261865e-03-1.913789141314868819e-03j), (1.374543294197881106e-03-1.361593957293073288e-03j), (1.248743312721816616e-03+1.473459673794461511e-03j), (-9.787384201285207787e-04+1.387468353037099112e-03j), (-1.170932803919808723e-03-1.015180873444725693e-03j), (5.688605885658489696e-04-1.418456449790955363e-03j), (1.142649523875968786e-03+6.403804109790959881e-04j), (-2.981237229522183457e-04+1.408119420387080392e-03j), (-1.044413821212865833e-03-3.496233515140217442e-04j), (9.061468444495685741e-05-1.295290627360301452e-03j), (8.804166595566065637e-04+2.375592733797532224e-05j), (1.299343658276081760e-04+1.222411093347798095e-03j), (-7.677134843474007824e-04+2.190402141020208787e-04j), (-2.613830882501110096e-04-1.131162186750887767e-03j), (6.482639876805614118e-04-3.630639276898719732e-04j), (3.062316088293429140e-04+9.401144969421455604e-04j), (-4.549511822284313888e-04+5.168380931392458147e-04j), (-3.936133470484402385e-04-7.165618220252529874e-04j), (3.270932331036169555e-04-7.134665018886732560e-04j), (4.329533705580318774e-04+5.926222942313980405e-04j), (-2.443031978131604055e-04+7.832293984775711218e-04j), (-3.805689853655893273e-04-4.302168647289322605e-04j), (1.126046992216257032e-04-7.931413051327539446e-04j), (3.451152152687854413e-04+2.174145157050258589e-04j), (-1.744095115430372486e-06+8.095124709308373738e-04j), (-3.185900886694698758e-04-2.043326468488921254e-05j), (-6.363967027830499186e-05-8.135601794866093419e-04j), (2.859665445535688154e-04-1.325110091479635881e-04j), (6.402122317743751123e-05+7.673196347857868995e-04j), (-1.787053630768240626e-04+2.535483933925291970e-04j), (-1.150483325174031794e-04-6.322840430310601532e-04j), (1.238651554524384862e-04-4.501104331039149130e-04j), (1.227051411483489750e-04+5.764556551409676490e-04j), (-6.993962257292231518e-05+5.400454122103941386e-04j), (-1.145805488970886741e-04-4.542194390866017228e-04j), (3.048640801385377468e-05-6.116910587388578891e-04j), (9.308626102492367695e-05+2.964215266799827210e-04j), (-2.480225066708397017e-05+6.873311846982187515e-04j), (-1.199699332354461857e-05-1.595594965318649760e-04j), (-3.853335060478440014e-05-7.084248383300168752e-04j)
 (-2.105163875812168239e-01-3.905623795031609724e-02j), (8.527637322806469466e-02+2.713099765246048678e-01j), (3.686116924364830072e-01-4.645127637072065108e-01j), (8.116578999568987984e-02+3.292605227892532183e-01j), (-1.778798480760216405e-01-2.322442387919596007e-02j), (2.172020950506779041e-02-9.632259600696797819e-02j), (6.117994631789824139e-02+7.879447061605523994e-03j), (-3.803555669390709659e-04+4.586685137242280108e-02j), (-3.474450061420842478e-02+4.507800343409992458e-03j), (-6.424753234871334248e-03-2.837063490699740648e-02j), (2.210685058806927117e-02-8.869670629754012464e-03j), (8.969801123895976280e-03+1.852260133053878002e-02j), (-1.441203631185136724e-02+1.055077314678760578e-02j), (-9.727447246588492857e-03-1.205907747831425590e-02j), (9.197594172211288541e-03-1.084902250440097221e-02j), (9.525766125249753025e-03+7.316633273300586493e-03j), (-5.386211296893654750e-03+1.053537790258705226e-02j), (-8.897243671617496852e-03-3.853169686487963302e-03j), (2.656527437120291459e-03-9.690901881042194091e-03j), (7.895121360231849295e-03+1.174981595510684457e-03j), (-5.790966681987717857e-04+8.563644938007892310e-03j), (-6.800265507729916920e-03+9.220302849213910662e-04j), (-9.114797733812346828e-04-7.370734663558891307e-03j), (5.674964905281937311e-03-2.377540625926153825e-03j), (1.876145236010979926e-03+5.978152609556527247e-03j), (-4.454504872609531263e-03+3.476199837227267244e-03j), (-2.584146790511091321e-03-4.601021285916329084e-03j), (3.381807771325524847e-03-4.200623651202189945e-03j), (2.945498340607803633e-03+3.295393629147402338e-03j), (-2.403155409151051282e-03+4.515136638004196672e-03j), (-3.023073013234023505e-03-1.960153742760008515e-03j), (1.471444763094358890e-03-4.621963848106015738e-03j), (2.982238975292489901e-03+7.561120220246544260e-04j), (-7.104776002097600886e-04+4.501696061848011431e-03j), (-2.807456088898031138e-03+2.752513815040835438e-04j), (1.360769213323131249e-04-4.128881682295797162e-03j), (2.458691262401979313e-03-1.182860893316845397e-03j), (3.843291172558045525e-04+3.569189345821972142e-03j), (-2.113119630091532444e-03+1.999035862491200556e-03j), (-7.564902641682192709e-04-2.982588356107583084e-03j), (1.771890668200366056e-03-2.553192255008425102e-03j), (9.518849987394351845e-04+2.259209947563508430e-03j), (-1.374391067818046298e-03+2.933012200210958521e-03j), (-1.085327592359223168e-03-1.459609383275621260e-03j), (1.020347208963233660e-03-3.166247813947174056e-03j), (1.132548526262070528e-03+6.624203696285732362e-04j), (-7.078555378594972476e-04+3.230718055772627446e-03j), (-1.133911068455351447e-03+1.008515566440030273e-04j), (4.965266306544997149e-04-3.130113936250929988e-03j), (1.019244288851105674e-03-7.793761443331157987e-04j), (-2.654002937474688947e-04+2.801040887344105612e-03j), (-9.475662570036196128e-04+1.490867391262025270e-03j), (1.406204634976601121e-04-2.457557514847411202e-03j), (8.406425167848244123e-04-2.000915218277794522e-03j), (-5.620852262782955085e-05+1.935801435283428240e-03j), (-7.394316635100725435e-04+2.419572960940002959e-03j), (-8.046942587313049393e-06-1.320115897057783918e-03j), (7.059403823016963293e-04-2.736930369911629805e-03j), (-2.480225065783838194e-05+6.873311847058445959e-04j), (-6.248511146138234756e-04+2.873792400047031105e-03j)
 (3.085134611978671004e-02-1.179982796049915961e-01j), (-1.336586623804031371e-01-2.514273334066197130e-02j), (8.116578999568109520e-02+3.292605227892461128e-01j), (3.243905067408783260e-01-4.625944542457488540e-01j), (7.614523661334060556e-02+2.929856601226638602e-01j), (-1.493364412633186866e-01-3.117679088874657917e-02j), (3.047099055285202099e-02-7.213142823256016301e-02j), (4.211322458660048118e-02+1.842130495307358479e-02j), (-1.053533646725978747e-02+2.957991135763782947e-02j), (-2.211433510751780254e-02-6.951361168298298560e-03j), (3.949247741529277565e-03-1.775226133605081399e-02j), (1.413137050084706248e-02+2.598406137257145039e-03j), (-9.766661987831949318e-04+1.213209029606555217e-02j), (-9.869127559107238046e-03-3.071646129089852448e-04j), (-6.292147750600199721e-04-8.970306741488645597e-03j), (7.243954209794866740e-03-9.237836091285957230e-04j), (1.476757304782918070e-03+6.765203884459228961e-03j), (-5.318952650110194899e-03+1.777174885971582411e-03j), (-2.051345962428837572e-03-5.215529438952538378e-03j), (3.963812084540546156e-03-2.294292821713766334e-03j), (2.297966963775902212e-03+4.010801021757116544e-03j), (-2.865119735765837752e-03+2.554504231735655814e-03j), (-2.374043915194942560e-03-2.928970014802018042e-03j), (1.943403882783654134e-03-2.780050407041009027e-03j), (2.391392836579891296e-03+2.113840084754843411e-03j), (-1.276862143061674405e-03+2.795587773425048383e-03j), (-2.215346625162365433e-03-1.364804224960744104e-03j), (6.594752730534555758e-04-2.713747077143933463e-03j), (2.023066183384871104e-03+6.641363383097411820e-04j), (-1.681893570749327851e-04+2.630530513747888696e-03j), (-1.812127305605100653e-03-1.305831374406169181e-04j), (-1.707684037815637018e-04-2.426452814079084041e-03j), (1.528680647237953046e-03-3.393080003724229833e-04j), (4.361659746485052093e-04+2.162525590305648324e-03j), (-1.222664666569078405e-03+7.358783072154905999e-04j), (-6.549964353150855480e-04-1.847724008744364632e-03j), (9.753572208089337928e-04-1.076530429603972643e-03j), (7.391849793620319450e-04+1.532736791186916801e-03j), (-6.992543800088701390e-04+1.300067491608712742e-03j), (-7.741823324590813103e-04-1.146778686749005526e-03j), (4.396979323780499452e-04-1.506607807029185968e-03j), (7.780685857811944165e-04+8.100368099466027146e-04j), (-2.460472928885554201e-04+1.592741869404416463e-03j), (-6.991590740804336061e-04-4.506501294236465809e-04j), (4.896502898578912726e-05-1.606701484599206992e-03j), (6.310817597976795500e-04+8.490350653599077445e-05j), (6.227712807204311037e-05+1.576832105740695296e-03j), (-4.972954517529926816e-04+2.331151286720060402e-04j), (-1.786880027905949925e-04-1.445844222475462047e-03j), (4.098317000028518396e-04-5.826214422858641464e-04j), (1.867263643392796805e-04+1.343775289943628746e-03j), (-2.486449856743670641e-04+7.935938056018859710e-04j), (-2.296288813932985200e-04-1.086503482134729658e-03j), (1.543515634585837732e-04-1.061801491811298955e-03j), (2.157914021744195888e-04+8.728771817888630272e-04j), (-9.474187324006778672e-05+1.227376596937721116e-03j), (-1.265775422256041564e-04-6.137789356487474354e-04j), (-8.046942583913967162e-06-1.320115897036540278e-03j), (9.308626102679293636e-05+2.964215266580954981e-04j), (1.373109993011063529e-05+1.395756023036183804e-03j)
 (7.685772520080266790e-02+1.391350460965013608e-02j), (2.674076288741701612e-02-6.004773334035087839e-02j), (-1.778798480760213074e-01-2.322442387920232998e-02j), (7.614523661334175741e-02+2.929856601226628054e-01j), (3.529339135535778382e-01-4.705468212553078899e-01j), (8.489601766111734560e-02+3.171768278970745203e-01j), (-1.684031629946066699e-01-2.063493299727452157e-02j), (2.031600965252829127e-02-8.841836824733959044e-02j), (5.474339009329076688e-02+6.962143441347167644e-03j), (-1.613354908670053267e-04+4.019828492860041264e-02j), (-3.008981519472596691e-02+4.516715598708257590e-03j), (-5.997219581158398996e-03-2.414277237052146058e-02j), (1.867427925359637503e-02-8.259531622449977489e-03j), (8.121566272742299433e-03+1.522086103290704040e-02j), (-1.182276752152248457e-02+9.618074282353721027e-03j), (-8.678223595527730094e-03-9.521736130331262538e-03j), (7.311212856581672873e-03-9.681986625730937615e-03j), (8.322655013963517825e-03+5.402844131974918369e-03j), (-4.011668002684010484e-03+9.173783945314782640e-03j), (-7.648500358885238284e-03-2.379710012708088646e-03j), (1.677789016973202634e-03-8.303433527996607194e-03j), (6.724188556304761671e-03+1.598007220483524046e-04j), (-1.023607959369302045e-05+7.145188488237396059e-03j), (-5.657615983902775612e-03+1.562410695895576594e-03j), (-1.209603496284584242e-03-5.962615243183278305e-03j), (4.630551084021317793e-03-2.727163977432786515e-03j), (1.966759920499622921e-03+4.682861982199901241e-03j), (-3.574088213086616065e-03+3.499955764552845419e-03j), (-2.454212424653366177e-03-3.378610192550214261e-03j), (2.614094286956975075e-03-3.981583437127674679e-03j), (2.684115252352571937e-03+2.164231442421033803e-03j), (-1.754891421447655597e-03+4.152072710305935305e-03j), (-2.716841404422355201e-03-1.020039245809004156e-03j), (1.016493580867043741e-03-4.105125755002510431e-03j), (2.588625628242412734e-03+3.955020005734651532e-05j), (-3.833843670980486423e-04+3.788229559914975224e-03j), (-2.374502718351253604e-03+8.678736757445135305e-04j), (-1.082262764640037119e-04-3.345652283804751576e-03j), (2.078122277010977480e-03-1.613077758056173476e-03j), (4.969338165110113309e-04+2.776048040688381194e-03j), (-1.768004414851677203e-03+2.216450378202305428e-03j), (-7.582343592720608774e-04-2.173075885179948877e-03j), (1.453300579540153098e-03-2.573625519698718479e-03j), (8.882453284304701749e-04+1.445649768087283685e-03j), (-1.088424523214410761e-03+2.800501191062560249e-03j), (-1.021306369229520476e-03-6.922897485021858085e-04j), (8.416418459175996000e-04-2.912699420544455960e-03j), (1.017500193731197058e-03+3.013632660272462602e-05j), (-5.839903824012434262e-04+2.780607622657232242e-03j), (-1.011205927309440870e-03+6.773072117805721765e-04j), (4.265870080884348430e-04-2.590068524011820104e-03j), (9.046637399316550046e-04-1.233595583458453084e-03j), (-2.349138856971922425e-04+2.189349828630231427e-03j), (-8.544799960125301587e-04+1.787288917949668692e-03j), (1.158182128460548627e-04-1.770226330178919540e-03j), (8.286455234639616627e-04-2.160474714783692640e-03j), (-9.474187324292704469e-05+1.227376596950714629e-03j), (-7.394316634940473849e-04+2.419572960927077101e-03j), (3.048640799778397402e-05-6.116910587179971888e-04j), (7.179373756450675497e-04-2.577370873377866391e-03j)
 (-4.110583232370961133e-03+5.795054626463197467e-02j), (3.263653950519286584e-02+1.583181407113049000e-02j), (2.172020950506723183e-02-9.632259600695927682e-02j), (-1.493364412633185756e-01-3.117679088874132642e-02j), (8.489601766111842807e-02+3.171768278970540922e-01j), (3.338671918222952950e-01-4.600049633638004232e-01j), (7.474103676079031644e-02+3.008898878822583445e-01j), (-1.557729974879297763e-01-3.209409450897905691e-02j), (3.069001062894777254e-02-7.779999467638365473e-02j), (4.676791000606068255e-02+1.843022020836609931e-02j), (-1.010780281354388757e-02+3.380777389410827283e-02j), (-2.554690644198138669e-02-6.341222160987840771e-03j), (3.101012890367641373e-03-2.105400163367552799e-02j), (1.672063929118702136e-02+1.665707272799572206e-03j), (7.255745226949919871e-05+1.466943164407096510e-02j), (-1.175550887474073082e-02+8.598712657544333327e-04j), (-1.832325886339646742e-03-1.088409588282690521e-02j), (8.618497504011141119e-03-2.285377566372485264e-03j), (2.725500617496734793e-03+8.238663558207280982e-03j), (-6.297691070247403607e-03+3.164643239037335902e-03j), (-3.222278766347050783e-03-6.230710312415839273e-03j), (4.532672673126640975e-03-3.712749271499855147e-03j), (3.440616487618798711e-03+4.651181432756413062e-03j), (-3.163243458685122047e-03+3.962623652082893078e-03j), (-3.418457736441226323e-03-3.278593366285349926e-03j), (2.034018567260755580e-03-4.075341034405910966e-03j), (3.271809496110205089e-03+2.137596012081809365e-03j), (-1.146927777223621242e-03+4.017998866785871433e-03j), (-2.983060109496277548e-03-1.145764010877654317e-03j), (3.980921847649247780e-04-3.844909263878224914e-03j), (2.671330171112313960e-03+3.010724106184271115e-04j), (1.380422517206214019e-04+3.570645010682440505e-03j), (-2.267078487821974717e-03+3.862549556985985389e-04j), (-5.643817508287496268e-04-3.143014636090190900e-03j), (1.855773880338064180e-03-1.052774502276319739e-03j), (8.691193452065790453e-04+2.755147884533354873e-03j), (-1.466967864372555747e-03+1.519107705714076379e-03j), (-1.035565420693545765e-03-2.277940873495633897e-03j), (1.087961920032595167e-03-1.869671734728510070e-03j), (1.084300194647722917e-03+1.750151306896126488e-03j), (-7.009984751490986547e-04+2.109579962546024538e-03j), (-1.092772421112937807e-03-1.167211951462990890e-03j), (3.760582620796117798e-04-2.320167986473564443e-03j), (1.064035130378937532e-03+6.775258007682578030e-04j), (-1.820260697672185951e-04+2.360061504196242586e-03j), (-8.778644371098654571e-04-1.971017360259984317e-04j), (-6.608330356166377249e-05-2.238985527638783120e-03j), (7.549469152670542499e-04-3.652069265530357659e-04j), (1.849822692172471673e-04+2.153287760854922725e-03j), (-5.672350743314007616e-04+7.731605409265154437e-04j), (-2.932685516940961804e-04-1.900063661616451741e-03j), (4.403181080437686286e-04-1.194312500976909370e-03j), (2.798126253315106910e-04+1.640196816605199058e-03j), (-2.734472363224863325e-04+1.480924990291678520e-03j), (-2.416258747245098168e-04-1.246062978650130156e-03j), (1.158182128544053065e-04-1.770226330151726231e-03j), (2.157914021845598065e-04+8.728771817979941779e-04j), (-5.620852265183072407e-05+1.935801435249360656e-03j), (-1.145805488919228031e-04-4.542194390897700868e-04j), (1.675530808392238511e-05-2.007447081763808275e-03j)
 (-4.422118569560682527e-02+1.918309461481727818e-03j), (-9.131136614735281543e-03+2.167568359801878841e-02j), (6.117994631791409677e-02+7.879447061597849578e-03j), (3.047099055284123448e-02-7.213142823256923908e-02j), (-1.684031629946178277e-01-2.063493299723931362e-02j), (7.474103676081289560e-02+3.008898878822412470e-01j), (3.464973573289538145e-01-4.714641248755035430e-01j), (8.511503773723215482e-02+3.115082614532095895e-01j), (-1.637484775751810173e-01-2.062601774195971238e-02j), (2.074354330627935922e-02-8.419050571087405288e-02j), (5.131081875880455501e-02+7.572282448663991000e-03j), (-1.009570342013210720e-03+3.689654463095866366e-02j), (-2.750054640440342812e-02+3.584016734262552434e-03j), (-4.947995930103601080e-03-2.160543102251968189e-02j), (1.678789793797468358e-02-7.092495743788595694e-03j), (6.918455161457005322e-03+1.330707189157201084e-02j), (-1.044822422731902199e-02+8.256480325102679221e-03j), (-7.429480282799849969e-03-8.048276456574283630e-03j), (6.332474436446573589e-03-8.294518272669646267e-03j), (7.151722210042251934e-03+4.387663258510990372e-03j), (-3.442807414110463354e-03+7.755327495532443431e-03j), (-6.505850835017644093e-03-1.739329601713811551e-03j), (1.379665294025485354e-03-6.895314107641523776e-03j), (5.679774735096416310e-03-1.898226294404351845e-04j), (8.037860483538043777e-05+5.849897860868131724e-03j), (-4.777199324329837495e-03+1.586166623229685055e-03j), (-1.079669130468975582e-03-4.740204149822303467e-03j), (3.862837599693494123e-03-2.508123763351740882e-03j), (1.705376832207421882e-03+3.551699795464839573e-03j), (-2.925824225359273389e-03+3.136891836860402748e-03j), (-2.147980815845569776e-03-2.438495695610290882e-03j), (2.159143104727487186e-03-3.464745343994295700e-03j), (2.290501905304644092e-03+1.447669620399576283e-03j), (-1.427798188335327456e-03+3.438606208434521680e-03j), (-2.283888033870303674e-03-4.274169516186933663e-04j), (7.721903830604913855e-04-3.321896356487011315e-03j), (2.208056642859545018e-03-3.906666646916933045e-04j), (-2.707796678614242218e-04+2.995088254785370236e-03j), (-2.029387503070032364e-03+1.085288191451584845e-03j), (-1.099703716147773947e-04-2.536139812869029220e-03j), (1.759532188367850464e-03-1.633511022764847550e-03j), (4.332941462230364754e-04+1.962487861243651221e-03j), (-1.482037870288122451e-03+2.083939369014696768e-03j), (-6.942131361062662881e-04-1.405756250371303744e-03j), (1.274595216453807030e-03-2.320077126319483769e-03j), (7.731969959400891625e-04+8.133657250667369323e-04j), (-9.645593677858915098e-04+2.350390757953566608e-03j), (-8.986012280712064090e-04-1.158340933692515013e-04j), (7.717022233345699998e-04-2.372654008308703634e-03j), (9.029196448465215234e-04-4.240831125161233835e-04j), (-5.535039743928696701e-04+2.168916563943342445e-03j), (-9.181196662795281958e-04+9.737287384494894759e-04j), (4.017847574011254065e-04-1.902737339306952158e-03j), (8.926667466375655434e-04-1.393155080012395452e-03j), (-2.734472363185881921e-04+1.480924990342841804e-03j), (-8.544799960138263224e-04+1.787288917913963529e-03j), (1.543515634556119750e-04-1.061801491851152926e-03j), (8.406425167808110211e-04-2.000915218214768115e-03j), (-6.993962255720525970e-05+5.400454122097837328e-04j), (-8.325179245474838849e-04+2.123151434275795217e-03j)
 (-5.020553382360355699e-03-3.627486266659985664e-02j), (-1.567777888288464372e-02-6.034057548073067621e-03j), (-3.803555669646321163e-04+4.586685137243366045e-02j), (4.211322458660851642e-02+1.842130495307476093e-02j), (2.031600965254936123e-02-8.841836824735141431e-02j), (-1.557729974879651369e-01-3.209409450898184635e-02j), (8.511503773725183353e-02+3.115082614532246330e-01j), (3.385218772417057376e-01-4.599960481085009767e-01j), (7.516857041455850263e-02+3.051177504187285172e-01j), (-1.592055688224191246e-01-3.148395550167510520e-02j), (2.984177577778440033e-02-8.110173497400911813e-02j), (4.935717879639257843e-02+1.749752134391491937e-02j), (-9.058579162473981081e-03+3.634511524210424366e-02j), (-2.743328775762847102e-02-5.174186282308931330e-03j), (1.897901779082352032e-03-2.296779077502739824e-02j), (1.809518258540359151e-02+3.041133155533880597e-04j), (1.321300764996051827e-03+1.614289131784731393e-02j), (-1.273424729488686208e-02+2.247339618777817721e-03j), (-3.003258690252423330e-03-1.189927675625168310e-02j), (9.187358092577624022e-03-3.703834016183039316e-03j), (3.868150141373524753e-03+8.879043969216786347e-03j), (-6.595814793198369157e-03+4.572762659397320781e-03j), (-4.266692587568790378e-03-6.580333663933011709e-03j), (4.623287357569306859e-03-5.008039898829991059e-03j), (4.321033147202772706e-03+4.674937360066072981e-03j), (-3.033309092893262185e-03+5.185034745444837626e-03j), (-4.186171220760566761e-03-3.059553152202596459e-03j), (1.772635478985225017e-03-5.206503221133230129e-03j), (3.920073483811141804e-03+1.774532084379998103e-03j), (-8.406961683922830166e-04+4.958113363730081748e-03j), (-3.438011291752528752e-03-6.289259177504947541e-04j), (4.478837737928106910e-06-4.561471085883592007e-03j), (2.998423404223861909e-03-4.123940912754283598e-04j), (5.709956222512252953e-04+4.163267304892292846e-03j), (-2.511381685609229576e-03+1.169484354201313393e-03j), (-9.449507362169549778e-04-3.573231500825083725e-03j), (1.968378579579533900e-03-1.845915807421399761e-03j), (1.214234560461500360e-03+2.972562400250119714e-03j), (-1.468711959482466934e-03+2.328620176652296085e-03j), (-1.354155509375495024e-03-2.298374138208816517e-03j), (1.024322249774915631e-03-2.683231914184454163e-03j), (1.370266739194284968e-03+1.617640297736560500e-03j), (-6.369772519836244470e-04+2.876899597321033817e-03j), (-1.271477784189282978e-03-9.136635580547426043e-04j), (2.610099295943442985e-04-2.952452029510028910e-03j), (1.187900285774239322e-03+2.274153676645071195e-04j), (-5.932092856770381558e-05+2.936517159338142106e-03j), (-9.478040597130381242e-04+3.429436761852484319e-04j), (-1.806638524446543218e-04-2.693204966721830448e-03j), (7.854333232751265978e-04-9.768979853029306163e-04j), (2.780685302470507162e-04+2.449709287553993205e-03j), (-5.920373250146507282e-04+1.460491725602456768e-03j), (-3.052655449837461590e-04-2.059623158143932854e-03j), (4.017847573998520111e-04-1.902737339281919231e-03j), (2.798126253554331783e-04+1.640196816565795031e-03j), (-2.349138857161014874e-04+2.189349828640436806e-03j), (-2.296288814180485788e-04-1.086503482101220438e-03j), (1.406204635388384359e-04-2.457557514879580782e-03j), (1.227051411444838756e-04+5.764556551310437297e-04j), (-8.669493065446148838e-05+2.547492493991633349e-03j)
