 (4.381876839865067041e-01-8.656481268574250931e-02j), (-1.935830744504839496e-01+1.336067231555154722e-01j), (5.351005300046333263e-02-1.241206847021461696e-01j), (2.569450355759862054e-02+7.190135372891497123e-02j), (-5.304175026454006903e-02-1.097730341194498582e-02j), (4.124761863535293671e-02-2.634386939820598794e-02j), (-1.102096791043592761e-02+2.821690803168228415e-02j), (-1.647208659061182023e-02-7.016824104462101794e-03j), (2.763676599664275854e-02-1.307792818564002847e-02j), (-1.985505737141174398e-02+1.491393462059684150e-02j)
 (-1.935830744504838663e-01+1.336067231555154999e-01j), (4.916977369869699466e-01-2.106854973878887760e-01j), (-1.678885708928850584e-01+2.055080768844303463e-01j), (4.683027359229305353e-04-1.350979881140911276e-01j), (6.694212219295186950e-02+4.555748433070866410e-02j), (-6.406271817497623255e-02+1.723960461973753078e-02j), (2.477553204474124832e-02-3.336069350266832739e-02j), (1.661579808620684828e-02+1.513897984604232506e-02j), (-3.632714396202366136e-02+7.897110516134725824e-03j), (2.763676599664285222e-02-1.307792818564004929e-02j)
 (5.351005300046314528e-02-1.241206847021462112e-01j), (-1.678885708928848919e-01+2.055080768844304018e-01j), (4.386559867224292253e-01-2.216628007998334704e-01j), (-1.266409522575314417e-01+1.791642074862239697e-01j), (-1.055266517451372218e-02-1.068810800824081114e-01j), (5.047003560234045172e-02+3.854066022624602628e-02j), (-3.642595217833356769e-02+4.161676434097816291e-03j), (4.920474673329231982e-03-1.844675888207148590e-02j), (1.661579808620719870e-02+1.513897984604221404e-02j), (-1.647208659061212555e-02-7.016824104462028935e-03j)
 (2.569450355759893972e-02+7.190135372891497123e-02j), (4.683027359224274655e-04-1.350979881140911276e-01j), (-1.266409522575310809e-01+1.791642074862239420e-01j), (4.276350188119926177e-01-1.934458927681505513e-01j), (-1.431130388481424709e-01+1.721473833817609156e-01j), (1.708410082212891840e-02-1.199590082680476177e-01j), (3.061497823092831916e-02+5.345459484684285389e-02j), (-3.642595217833277665e-02+4.161676434097468479e-03j), (2.477553204474029075e-02-3.336069350266791106e-02j), (-1.102096791043532045e-02+2.821690803168203782e-02j)
 (-5.304175026454047842e-02-1.097730341194490776e-02j), (6.694212219295249400e-02+4.555748433070859471e-02j), (-1.055266517451418883e-02-1.068810800824080559e-01j), (-1.431130388481423599e-01+1.721473833817609433e-01j), (4.552717848086350050e-01-2.065238209537898217e-01j), (-1.629680962195548810e-01+1.870613180023577293e-01j), (1.708410082213012229e-02-1.199590082680483116e-01j), (5.047003560233866148e-02+3.854066022624694221e-02j), (-6.406271817497456722e-02+1.723960461973668423e-02j), (4.124761863535197220e-02-2.634386939820549875e-02j)
 (4.124761863535331141e-02-2.634386939820625162e-02j), (-6.406271817497681542e-02+1.723960461973791589e-02j), (5.047003560234092356e-02+3.854066022624579035e-02j), (1.708410082212872064e-02-1.199590082680476733e-01j), (-1.629680962195549920e-01+1.870613180023578681e-01j), (4.552717848086366148e-01-2.065238209537906822e-01j), (-1.431130388481451909e-01+1.721473833817624699e-01j), (-1.055266517451088765e-02-1.068810800824097629e-01j), (6.694212219294956578e-02+4.555748433071006576e-02j), (-5.304175026453882003e-02-1.097730341194578380e-02j)
 (-1.102096791043611149e-02+2.821690803168274558e-02j), (2.477553204474148424e-02-3.336069350266898659e-02j), (-3.642595217833369259e-02+4.161676434098295942e-03j), (3.061497823092826365e-02+5.345459484684274981e-02j), (1.708410082213031658e-02-1.199590082680485059e-01j), (-1.431130388481453020e-01+1.721473833817626087e-01j), (4.276350188119961704e-01-1.934458927681526608e-01j), (-1.266409522575348279e-01+1.791642074862261069e-01j), (4.683027359255303979e-04-1.350979881140927930e-01j), (2.569450355759720153e-02+7.190135372891595655e-02j)
 (-1.647208659061183758e-02-7.016824104462710682e-03j), (1.661579808620695237e-02+1.513897984604320283e-02j), (4.920474673329000397e-03-1.844675888207214856e-02j), (-3.642595217833241583e-02+4.161676434097615930e-03j), (5.047003560233823127e-02+3.854066022624732385e-02j), (-1.055266517451052856e-02-1.068810800824102764e-01j), (-1.266409522575349944e-01+1.791642074862264677e-01j), (4.386559867224325560e-01-2.216628007998359129e-01j), (-1.678885708928875287e-01+2.055080768844322614e-01j), (5.351005300046460939e-02-1.241206847021472798e-01j)
 (2.763676599664289038e-02-1.307792818563945428e-02j), (-3.632714396202397361e-02+7.897110516133903566e-03j), (1.661579808620763238e-02+1.513897984604286630e-02j), (2.477553204473977033e-02-3.336069350266806371e-02j), (-6.406271817497405374e-02+1.723960461973630606e-02j), (6.694212219294910782e-02+4.555748433071070413e-02j), (4.683027359258275235e-04-1.350979881140934036e-01j), (-1.678885708928877230e-01+2.055080768844325667e-01j), (4.916977369869719450e-01-2.106854973878903858e-01j), (-1.935830744504849488e-01+1.336067231555163881e-01j)
 (-1.985505737141186888e-02+1.491393462059649282e-02j), (2.763676599664310549e-02-1.307792818563954795e-02j), (-1.647208659061245514e-02-7.016824104462426187e-03j), (-1.102096791043493708e-02+2.821690803168213843e-02j), (4.124761863535161138e-02-2.634386939820526630e-02j), (-5.304175026453850084e-02-1.097730341194622095e-02j), (2.569450355759700377e-02+7.190135372891640064e-02j), (5.351005300046474816e-02-1.241206847021475573e-01j), (-1.935830744504849488e-01+1.336067231555164714e-01j), (4.381876839865073703e-01-8.656481268574307830e-02j)
