 (4.769733526770537080e-01-1.399105547122208304e-01j), (-1.768457974493450602e-01+2.014986498970905704e-01j), (-9.036469578615502832e-03-1.605083389358472057e-01j), (7.907472667180626136e-02+5.949251025538047216e-02j), (-5.609354257445519493e-02+2.849052228351980562e-02j), (1.003639592477144349e-03-5.456813975240334263e-02j), (2.962260863148064027e-02+2.401448305378091688e-02j), (-2.082217607675905524e-02+1.869410086820192524e-02j), (-3.752726558458476577e-03-3.234643947670460401e-02j), (1.528780143084342708e-02+1.132733800272743736e-02j), (-7.588969458908712343e-03+1.719656244753848054e-02j), (-4.506667774331092093e-03-2.381773889897057656e-02j), (6.858045707710290657e-03+4.756481044437634899e-03j), (-8.308756506939054577e-04+1.769241938148756466e-02j), (-2.900157236901195271e-03-1.969202600480000898e-02j)
 (-1.768457974493448659e-01+2.014986498970905426e-01j), (4.679368830984378946e-01-3.004188936480681749e-01j), (-9.777107077753874331e-02+2.609911601524712021e-01j), (-6.513001215307047398e-02-1.320178166523273966e-01j), (8.007836626428288529e-02+4.924370502977018504e-03j), (-2.647093394297387464e-02+5.250500533730100006e-02j), (-1.981853648428269499e-02-3.587403888420177128e-02j), (2.586988207302294909e-02-8.331956422923489369e-03j), (-5.534374645916419200e-03+3.002143887092950658e-02j), (-1.134169601736642954e-02-1.514987702916666470e-02j), (1.078113365651163676e-02-1.249040089624243836e-02j), (-7.309237511978440224e-04+2.195304349197550048e-02j), (-5.337543425025461155e-03-6.125319517482699649e-03j), (3.957888470809397229e-03-1.493554496036242005e-02j), (-8.308756506940559450e-04+1.769241938148750568e-02j)
 (-9.036469578615716203e-03-1.605083389358471779e-01j), (-9.777107077753860453e-02+2.609911601524712577e-01j), (4.118433405239830813e-01-2.719283713645486156e-01j), (-9.676743118506252184e-02+2.064230204000678248e-01j), (-3.550740352158848756e-02-1.080033335985461224e-01j), (5.925619018752221329e-02+2.361847137117825332e-02j), (-3.022366050143062907e-02+2.015856586059706218e-02j), (-4.530735053440945390e-03-2.454670088147446402e-02j), (1.828091261411582749e-02+8.864606024614262586e-03j), (-1.004104242024899014e-02+6.203699971960336020e-03j), (-4.483650309654835242e-03-1.039339598473055896e-02j), (9.950258005816621509e-03+5.202018485246210494e-03j), (-3.631080988098174967e-03+2.261017487175092083e-03j), (-5.337543425026012797e-03-6.125319517482756028e-03j), (6.858045707710805003e-03+4.756481044437699084e-03j)
 (7.907472667180633075e-02+5.949251025538055543e-02j), (-6.513001215307062663e-02-1.320178166523276464e-01j), (-9.676743118506232755e-02+2.064230204000679081e-01j), (4.414659491554651094e-01-2.479138883107671887e-01j), (-1.175896072618235200e-01+2.251171212682689105e-01j), (-3.926013008004478749e-02-1.403497730752498451e-01j), (7.454399161836355869e-02+3.494580937390524833e-02j), (-3.781262996033752516e-02+3.735512830813501883e-02j), (-9.037402827773578784e-03-4.836443978044354525e-02j), (2.513895832182744955e-02+1.362108706904997454e-02j), (-1.087191807094406784e-02+2.389611935344952698e-02j), (-7.383807546555000087e-03-3.008542198953138500e-02j), (9.950258005815830475e-03+5.202018485246242586e-03j), (-7.309237511965299694e-04+2.195304349197538252e-02j), (-4.506667774332104304e-03-2.381773889897045512e-02j)
 (-5.609354257445500064e-02+2.849052228351971541e-02j), (8.007836626428276039e-02+4.924370502977264835e-03j), (-3.550740352158857083e-02-1.080033335985465109e-01j), (-1.175896072618234645e-01+2.251171212682693823e-01j), (4.377132225970087887e-01-2.802603277874712306e-01j), (-1.023018058309819178e-01+2.364444592709961657e-01j), (-4.684909953895221441e-02-1.231532106277118954e-01j), (7.003732384403164868e-02+1.112807047493601098e-02j), (-3.095458425262673924e-02+4.211160935257089732e-02j), (-9.868278478467823814e-03-3.067202039895450955e-02j), (2.223880108492655092e-02-6.070938935750771689e-03j), (-1.087191807094438356e-02+2.389611935344942983e-02j), (-4.483650309653585374e-03-1.039339598473082785e-02j), (1.078113365650976152e-02-1.249040089624180172e-02j), (-7.588969458907290737e-03+1.719656244753792543e-02j)
 (1.003639592476349846e-03-5.456813975240324549e-02j), (-2.647093394297296912e-02+5.250500533730070862e-02j), (5.925619018752190797e-02+2.361847137117882925e-02j), (-3.926013008004525240e-02-1.403497730752506223e-01j), (-1.023018058309812517e-01+2.364444592709966653e-01j), (4.301242531381006540e-01-2.630637653399334752e-01j), (-1.068084736053129813e-01+2.126267203720270393e-01j), (-3.999105383124238605e-02-1.183967295832759892e-01j), (6.920644819333850173e-02+2.882048985642482464e-02j), (-3.385474148952877238e-02+2.241958334777065937e-02j), (-9.868278478467168088e-03-3.067202039895521731e-02j), (2.513895832182730383e-02+1.362108706905038394e-02j), (-1.004104242025005873e-02+6.203699971960923223e-03j), (-1.134169601736451614e-02-1.514987702916799524e-02j), (1.528780143084191440e-02+1.132733800272852503e-02j)
 (2.962260863148199683e-02+2.401448305378076076e-02j), (-1.981853648428441236e-02-3.587403888420136883e-02j), (-3.022366050142977559e-02+2.015856586059636829e-02j), (7.454399161836405829e-02+3.494580937390619896e-02j), (-4.684909953895344953e-02-1.231532106277128114e-01j), (-1.068084736053120931e-01+2.126267203720275667e-01j), (4.369822988458100799e-01-2.583072842954975412e-01j), (-1.076393492560056703e-01+2.303191397535158114e-01j), (-4.289121106814486328e-02-1.380887555880759843e-01j), (6.920644819333961195e-02+2.882048985642359298e-02j), (-3.095458425262839069e-02+4.211160935257246551e-02j), (-9.037402827772586522e-03-4.836443978044429465e-02j), (1.828091261411619872e-02+8.864606024613502777e-03j), (-5.534374645917796570e-03+3.002143887093122049e-02j), (-3.752726558457279184e-03-3.234643947670598485e-02j)
 (-2.082217607676067200e-02+1.869410086820226871e-02j), (2.586988207302510015e-02-8.331956422924072236e-03j), (-4.530735053442274188e-03-2.454670088147378054e-02j), (-3.781262996033776108e-02+3.735512830813431800e-02j), (7.003732384403298095e-02+1.112807047493672222e-02j), (-3.999105383124389873e-02-1.183967295832765582e-01j), (-1.076393492560048237e-01+2.303191397535161444e-01j), (4.340821416089077345e-01-2.779993103002975641e-01j), (-1.076393492560048792e-01+2.303191397535144236e-01j), (-3.999105383124401669e-02-1.183967295832738936e-01j), (7.003732384403361932e-02+1.112807047493417217e-02j), (-3.781262996033903784e-02+3.735512830813577517e-02j), (-4.530735053440558546e-03-2.454670088147386381e-02j), (2.586988207302346257e-02-8.331956422924844188e-03j), (-2.082217607675965546e-02+1.869410086820299383e-02j)
 (-3.752726558457014638e-03-3.234643947670516606e-02j), (-5.534374645918447091e-03+3.002143887093026639e-02j), (1.828091261411723956e-02+8.864606024613724822e-03j), (-9.037402827773700215e-03-4.836443978044338565e-02j), (-3.095458425262771762e-02+4.211160935257084181e-02j), (6.920644819333979236e-02+2.882048985642504321e-02j), (-4.289121106814580697e-02-1.380887555880764006e-01j), (-1.076393492560046850e-01+2.303191397535148399e-01j), (4.369822988458094692e-01-2.583072842954954318e-01j), (-1.068084736053121209e-01+2.126267203720250132e-01j), (-4.684909953895345647e-02-1.231532106277105909e-01j), (7.454399161836475218e-02+3.494580937390482506e-02j), (-3.022366050143132643e-02+2.015856586059690952e-02j), (-1.981853648428248682e-02-3.587403888420143822e-02j), (2.962260863148066109e-02+2.401448305378068096e-02j)
 (1.528780143084237583e-02+1.132733800272813646e-02j), (-1.134169601736495503e-02-1.514987702916751992e-02j), (-1.004104242025010037e-02+6.203699971960659545e-03j), (2.513895832182776874e-02+1.362108706905039435e-02j), (-9.868278478467469930e-03-3.067202039895530058e-02j), (-3.385474148952925116e-02+2.241958334777116590e-02j), (6.920644819333983400e-02+2.882048985642373523e-02j), (-3.999105383124385710e-02-1.183967295832745459e-01j), (-1.068084736053121764e-01+2.126267203720255683e-01j), (4.301242531381008205e-01-2.630637653399322540e-01j), (-1.023018058309818762e-01+2.364444592709958881e-01j), (-3.926013008004499566e-02-1.403497730752499006e-01j), (5.925619018752253941e-02+2.361847137117793066e-02j), (-2.647093394297420077e-02+5.250500533730169395e-02j), (1.003639592477338638e-03-5.456813975240393244e-02j)
 (-7.588969458908027127e-03+1.719656244753772420e-02j), (1.078113365651071215e-02-1.249040089624160049e-02j), (-4.483650309654175180e-03-1.039339598473068213e-02j), (-1.087191807094428989e-02+2.389611935344864227e-02j), (2.223880108492656132e-02-6.070938935749294572e-03j), (-9.868278478467383194e-03-3.067202039895644203e-02j), (-3.095458425262781477e-02+4.211160935257278470e-02j), (7.003732384403289768e-02+1.112807047493475504e-02j), (-4.684909953895297768e-02-1.231532106277115207e-01j), (-1.023018058309818346e-01+2.364444592709964432e-01j), (4.377132225970092883e-01-2.802603277874717302e-01j), (-1.175896072618240751e-01+2.251171212682692713e-01j), (-3.550740352158809898e-02-1.080033335985456366e-01j), (8.007836626428271876e-02+4.924370502975956854e-03j), (-5.609354257445512554e-02+2.849052228352066257e-02j)
 (-4.506667774331646337e-03-2.381773889896991736e-02j), (-7.309237511971822254e-04+2.195304349197480312e-02j), (9.950258005816338749e-03+5.202018485246220035e-03j), (-7.383807546555157947e-03-3.008542198953039273e-02j), (-1.087191807094420141e-02+2.389611935344775062e-02j), (2.513895832182759180e-02+1.362108706905192437e-02j), (-9.037402827773471231e-03-4.836443978044497466e-02j), (-3.781262996033794843e-02+3.735512830813544904e-02j), (7.454399161836407217e-02+3.494580937390580344e-02j), (-3.926013008004503035e-02-1.403497730752508166e-01j), (-1.175896072618238392e-01+2.251171212682697986e-01j), (4.414659491554661086e-01-2.479138883107675495e-01j), (-9.676743118506361818e-02+2.064230204000676860e-01j), (-6.513001215306943315e-02-1.320178166523270080e-01j), (7.907472667180566461e-02+5.949251025538013216e-02j)
 (6.858045707710896076e-03+4.756481044437172595e-03j), (-5.337543425026116881e-03-6.125319517482200916e-03j), (-3.631080988098080858e-03+2.261017487175102491e-03j), (9.950258005816399465e-03+5.202018485245451553e-03j), (-4.483650309654279263e-03-1.039339598472944527e-02j), (-1.004104242024991302e-02+6.203699971959517230e-03j), (1.828091261411683363e-02+8.864606024614352792e-03j), (-4.530735053441540400e-03-2.454670088147388810e-02j), (-3.022366050143075744e-02+2.015856586059625727e-02j), (5.925619018752281003e-02+2.361847137117882578e-02j), (-3.550740352158889696e-02-1.080033335985463722e-01j), (-9.676743118506295205e-02+2.064230204000680191e-01j), (4.118433405239844691e-01-2.719283713645490042e-01j), (-9.777107077754033926e-02+2.609911601524719238e-01j), (-9.036469578614515774e-03-1.605083389358477053e-01j)
