 (5.149180479638660879e-01-2.802330261635861963e-01j), (-9.922315691077568389e-02+3.218373139495834812e-01j), (-1.243910670524338985e-01-1.402081114604828704e-01j), (1.072696719167971768e-01-4.435086428708696904e-02j), (8.330177285533070519e-03+7.409947977043586376e-02j), (-5.570924929318933627e-02+4.335618999733691081e-04j), (1.236842749184299123e-02-4.163973149392516393e-02j), (3.129072169085165417e-02+9.965154589005917329e-03j), (-1.826977034945559755e-02+2.498004736295158373e-02j), (-1.629686428683807878e-02-1.269425300097762506e-02j), (1.895319933865421969e-02-1.500745262885442091e-02j), (6.029423735471923715e-03+1.261452507528732468e-02j), (-1.711951793160985946e-02+8.805611872050742028e-03j), (1.271777762091448518e-03-1.159342754127322753e-02j), (1.385285431076528975e-02-4.827889548624967643e-03j), (-6.413870776644032407e-03+1.026127511939485190e-02j), (-9.620289526221410814e-03+2.424484183001441012e-03j), (9.615571614659335423e-03-9.146632198246984827e-03j), (4.963876234220040810e-03-1.032658065603624196e-03j), (-1.123871889072444383e-02+8.610790054241999891e-03j)
 (-9.922315691077564226e-02+3.218373139495837032e-01j), (3.905269809114324531e-01-4.204411376240694276e-01j), (8.046515006020216187e-03+2.774864496624967480e-01j), (-1.160608897669001549e-01-6.610863169004621565e-02j), (5.156042262360807649e-02-4.391730238711604589e-02j), (2.069860477737441376e-02+3.245974827651410682e-02j), (-2.441852760233585024e-02+1.039871648897619516e-02j), (-5.901342857614605593e-03-1.665968413097163384e-02j), (1.499385740401650360e-02-2.729098411972270648e-03j), (6.834289891941474140e-04+9.972594734096831490e-03j), (-1.026744055136115732e-02-7.972792568908607103e-05j), (1.833681407040607583e-03-6.201840756805515956e-03j), (7.301201497565140350e-03+1.021097534016098592e-03j), (-3.266663620845462225e-03+3.977722323424181909e-03j), (-5.142093014550703015e-03-1.332152421877377726e-03j), (4.232564784540255969e-03-2.403405365624045747e-03j), (3.201700838019939932e-03+1.114642921147829344e-03j), (-4.656413292005634821e-03+1.391826117398605898e-03j), (-1.623147276062144196e-03-5.358421440063499460e-04j), (4.963876234218600123e-03-1.032658065602496842e-03j)
 (-1.243910670524342177e-01-1.402081114604829537e-01j), (8.046515006020327210e-03+2.774864496624968035e-01j), (3.988571581969677649e-01-3.463416578536328005e-01j), (-4.766273428717002214e-02+2.779200115624673728e-01j), (-1.036924622750591551e-01-1.077483631839662864e-01j), (8.285114431446324867e-02-3.395214779811562417e-02j), (2.428834427915929628e-03+5.743979563946984002e-02j), (-4.071539188917088631e-02-2.295536512003197582e-03j), (1.305185648103432058e-02-3.166713675982604781e-02j), (2.102328113949635327e-02+9.885426663316439211e-03j), (-1.643608894242325202e-02+1.877820660614499398e-02j), (-8.995662789265706366e-03-1.167315546695902803e-02j), (1.568653571780518480e-02-1.102973030543343523e-02j), (8.873307209220733169e-04+1.128237265341278973e-02j), (-1.288695314707106153e-02+6.402206506424844464e-03j), (4.473478600115812429e-03-1.047878462012438033e-02j), (9.196441018752710833e-03-3.436063431226698498e-03j), (-8.037018052698827880e-03+9.725432975387738460e-03j), (-4.656413292008690537e-03+1.391826117401026922e-03j), (9.615571614662993954e-03-9.146632198249455073e-03j)
 (1.072696719167973434e-01-4.435086428708736456e-02j), (-1.160608897668997941e-01-6.610863169004574380e-02j), (-4.766273428717052174e-02+2.779200115624673173e-01j), (4.112255856888097916e-01-3.879813893475532738e-01j), (-1.637201259631468342e-02+2.878851661514686966e-01j), (-1.219622326245179411e-01-8.276831582101196183e-02j), (6.655428002762693585e-02-4.664640079909369158e-02j), (2.138203376656828969e-02+4.243234301061420827e-02j), (-3.468596815369462405e-02+1.031898856328588784e-02j), (-4.067661450581132494e-03-2.286152488777768929e-02j), (2.229505890159067319e-02-1.708000877954141128e-03j), (-2.583234631656421837e-03+1.395031705751783625e-02j), (-1.540953356591238596e-02-1.411880347563332187e-03j), (6.066246191582858917e-03-8.605246122431521941e-03j), (1.050290233558684450e-02+2.135740455164601877e-03j), (-7.923076912857698537e-03+5.369548440822820984e-03j), (-6.765240290604442042e-03-1.867994565884459942e-03j), (9.196441018751985719e-03-3.436063431224454200e-03j), (3.201700838024076380e-03+1.114642921144571750e-03j), (-9.620289526226033852e-03+2.424484183003716101e-03j)
 (8.330177285532678472e-03+7.409947977043758460e-02j), (5.156042262360789608e-02-4.391730238711762102e-02j), (-1.036924622750577951e-01-1.077483631839661615e-01j), (-1.637201259631589079e-02+2.878851661514695848e-01j), (3.929558153393505338e-01-3.630013419846014333e-01j), (-3.266887688315089910e-02+2.751909131504936545e-01j), (-1.030090332858639574e-01-9.777576844987023730e-02j), (7.258370376309912497e-02-3.403187572380276388e-02j), (4.262515834956865507e-03+5.123795488266207065e-02j), (-3.341419039160330867e-02-1.274438977984914539e-03j), (9.785192860188210440e-03-2.768941443640393629e-02j), (1.588118812494063170e-02+8.553274241440048109e-03j), (-1.220352415787510220e-02+1.637480124052170805e-02j), (-5.793961951249945383e-03-1.055851254581338834e-02j), (1.103012242579704850e-02-9.637904188032404840e-03j), (-7.358165551344889727e-04+1.074653050940445158e-02j), (-7.923076912855606460e-03+5.369548440824287693e-03j), (4.473478600114520060e-03-1.047878462012661639e-02j), (4.232564784537934909e-03-2.403405365622523094e-03j), (-6.413870776640562092e-03+1.026127511939438700e-02j)
 (-5.570924929318874647e-02+4.335618999702396670e-04j), (2.069860477737440682e-02+3.245974827651693095e-02j), (8.285114431446199967e-02-3.395214779811548539e-02j), (-1.219622326245163868e-01-8.276831582101396023e-02j), (-3.266887688315150973e-02+2.751909131504949868e-01j), (4.119090146780036710e-01-3.780087946134604859e-01j), (-2.663945314767858508e-02+2.878054382257851929e-01j), (-1.201285512174746911e-01-8.897015657782204878e-02j), (7.385548152519066933e-02-4.562530326507396178e-02j), (1.811537014572511123e-02+4.641006533403588957e-02j), (-3.982806116825222259e-02+8.986836141409621642e-03j), (1.649033339693652817e-04-2.526493025340005930e-02j), (2.549675973960303585e-02-5.933579568105362689e-04j), (-7.239647923662026301e-03+1.534214317492134383e-02j), (-1.703268084196888493e-02-1.947722491573285371e-03j), (1.103012242579700167e-02-9.637904188032085651e-03j), (1.050290233558513406e-02+2.135740455163720204e-03j), (-1.288695314706925221e-02+6.402206506425238246e-03j), (-5.142093014550474031e-03-1.332152421876485861e-03j), (1.385285431076394881e-02-4.827889548626201899e-03j)
 (1.236842749184224356e-02-4.163973149392172224e-02j), (-2.441852760233548247e-02+1.039871648897346471e-02j), (2.428834427916436167e-03+5.743979563946900041e-02j), (6.655428002762597828e-02-4.664640079909099929e-02j), (-1.030090332858635410e-01-9.777576844987145854e-02j), (-2.663945314767855732e-02+2.878054382257845267e-01j), (3.947894967463920768e-01-3.692031827414103962e-01j), (-2.536767538558518109e-02+2.762120106845115663e-01j), (-1.062756969067094326e-01-9.379804612644697392e-02j), (6.744161074854575222e-02-3.536402814567966846e-02j), (8.495080619502414984e-03+4.883454951703848634e-02j), (-3.021248955358683125e-02-1.597960568392713804e-04j), (5.128779568180238946e-03-2.629758831900169333e-02j), (1.425804084888630460e-02+8.017432097430235438e-03j), (-7.239647923664862574e-03+1.534214317492096392e-02j), (-5.793961951246075215e-03-1.055851254581293558e-02j), (6.066246191580228209e-03-8.605246122432182870e-03j), (8.873307209229389439e-04+1.128237265341413414e-02j), (-3.266663620845509063e-03+3.977722323422167895e-03j), (1.271777762091437676e-03-1.159342754127160903e-02j)
 (3.129072169085241051e-02+9.965154589004075053e-03j), (-5.901342857614946466e-03-1.665968413097072831e-02j), (-4.071539188917155938e-02-2.295536512001521839e-03j), (2.138203376656926114e-02+4.243234301061168251e-02j), (7.258370376309851435e-02-3.403187572380222264e-02j), (-1.201285512174742331e-01-8.897015657782061937e-02j), (-2.536767538558581947e-02+2.762120106845102341e-01j), (4.086423510571564055e-01-3.740310722900338503e-01j), (-3.178154616222851614e-02+2.864732858039046315e-01j), (-1.158959864329343614e-01-9.137356194344344040e-02j), (7.705718236321301706e-02-4.451066034392801157e-02j), (1.345895685371189393e-02+4.780189145143511759e-02j), (-4.145120844430313922e-02+8.450993997402954025e-03j), (5.128779568178056664e-03-2.629758831900223803e-02j), (2.549675973960796940e-02-5.933579568101182006e-04j), (-1.220352415788116505e-02+1.637480124052137845e-02j), (-1.540953356590751833e-02-1.411880347562504724e-03j), (1.568653571780256883e-02-1.102973030543512138e-02j), (7.301201497565976486e-03+1.021097534018249649e-03j), (-1.711951793160994967e-02+8.805611872049191186e-03j)
 (-1.826977034945690206e-02+2.498004736295096270e-02j), (1.499385740401663024e-02-2.729098411970887206e-03j), (1.305185648103675614e-02-3.166713675982792825e-02j), (-3.468596815369795472e-02+1.031898856328736409e-02j), (4.262515834958728600e-03+5.123795488266182779e-02j), (7.385548152519028076e-02-4.562530326507493322e-02j), (-1.062756969067092105e-01-9.379804612644573880e-02j), (-3.178154616222915452e-02+2.864732858039040209e-01j), (3.990220615309321706e-01-3.716065881070297339e-01j), (-2.216597454756280561e-02+2.773266536056552822e-01j), (-1.109321101987228997e-01-9.240622000904646915e-02j), (6.581846347249507845e-02-3.589987028968496391e-02j), (1.345895685371170485e-02+4.780189145143403512e-02j), (-3.021248955358480509e-02-1.597960568381663615e-04j), (1.649033339662098196e-04-2.526493025340000032e-02j), (1.588118812494247398e-02+8.553274241438806047e-03j), (-2.583234631656150353e-03+1.395031705751881637e-02j), (-8.995662789266296172e-03-1.167315546695817628e-02j), (1.833681407039865988e-03-6.201840756808083346e-03j), (6.029423735473207410e-03+1.261452507528961278e-02j)
 (-1.629686428683553567e-02-1.269425300097572901e-02j), (6.834289891936165887e-04+9.972594734094711658e-03j), (2.102328113949230790e-02+9.885426663317445350e-03j), (-4.067661450575585716e-03-2.286152488777788358e-02j), (-3.341419039160573035e-02-1.274438977984515553e-03j), (1.811537014572417101e-02+4.641006533403516099e-02j), (6.744161074854695959e-02-3.536402814567928682e-02j), (-1.158959864329336398e-01-9.137356194344345428e-02j), (-2.216597454756381869e-02+2.773266536056550047e-01j), (4.039859377651456862e-01-3.726392461726325545e-01j), (-3.340469343828261772e-02+2.859374436598979274e-01j), (-1.109321101987215952e-01-9.240622000904798183e-02j), (7.705718236321235093e-02-4.451066034392570786e-02j), (8.495080619501525071e-03+4.883454951703664754e-02j), (-3.982806116825272219e-02+8.986836141409722256e-03j), (9.785192860193624512e-03-2.768941443640188238e-02j), (2.229505890158184692e-02-1.708000877956551526e-03j), (-1.643608894241709723e-02+1.877820660614495929e-02j), (-1.026744055136112610e-02-7.972792568611275499e-05j), (1.895319933865143025e-02-1.500745262885751913e-02j)
