 (5.075168592021663816e-01-2.480971584223985449e-01j), (-1.056121190368156382e-01+3.060673584947706249e-01j), (-1.101993699968516205e-01-1.622898378758314553e-01j), (1.012078639284736264e-01-2.220428930104606513e-02j), (9.085022420656750641e-04+8.764932569193886747e-02j), (-4.462177416705050137e-02-2.548249028309311839e-02j), (1.140350341668190833e-02-4.732136752650729222e-02j), (1.961883798695185019e-02+3.906863550961504894e-02j), (-8.049155337812356759e-03+2.146551231643509597e-02j), (-8.999827796963255980e-03-4.383363828570813192e-02j)
 (-1.056121190368156798e-01+3.060673584947702364e-01j), (3.973174892053152329e-01-4.103869962982295561e-01j), (-4.404255108342441938e-03+2.838630691937243933e-01j), (-1.092908677547850260e-01-7.464051218389287923e-02j), (5.658608976142149444e-02-4.768677958413874984e-02j), (1.231200565874976741e-02+4.032795816543108258e-02j), (-2.500293618010095142e-02+1.358614522652252729e-02j), (3.354348078871480579e-03-2.585585521007300464e-02j), (1.061901018998734694e-02-4.765002776092212150e-03j), (-8.049155337811780830e-03+2.146551231643447841e-02j)
 (-1.101993699968509960e-01-1.622898378758304838e-01j), (-4.404255108343163583e-03+2.838630691937233941e-01j), (3.982259914473824103e-01-3.227376706062907719e-01j), (-4.902602927539524702e-02+2.583805789106320416e-01j), (-9.788736433809976101e-02-1.219618797104009833e-01j), (7.620492774836916394e-02-8.618144074522975789e-03j), (4.262850320941417859e-03+6.179347048186522445e-02j), (-3.400276397706712694e-02-3.024749305918419950e-02j), (3.354348078872927338e-03-2.585585521007449997e-02j), (1.961883798695032016e-02+3.906863550961663795e-02j)
 (1.012078639284719056e-01-2.220428930104757781e-02j), (-1.092908677547831664e-01-7.464051218389100573e-02j), (-4.902602927539609357e-02+2.583805789106310424e-01j), (4.096294948640673006e-01-3.700590381327995004e-01j), (-2.940719128844709873e-02+2.974492144202479649e-01j), (-1.059365196759083916e-01-1.004963673939660851e-01j), (6.720509995140314108e-02-5.245178236023081975e-02j), (4.262850320942455223e-03+6.179347048186435015e-02j), (-2.500293618010340085e-02+1.358614522652482927e-02j), (1.140350341668408020e-02-4.732136752650940859e-02j)
 (9.085022420685165412e-04+8.764932569194028300e-02j), (5.658608976141822622e-02-4.768677958414059559e-02j), (-9.788736433809824833e-02-1.219618797103997621e-01j), (-2.940719128844676566e-02+2.974492144202475208e-01j), (4.015803395262569353e-01-3.485935258163646577e-01j), (-3.840701908541113707e-02+2.536155761345388893e-01j), (-1.059365196759092520e-01-1.004963673939651275e-01j), (7.620492774836877536e-02-8.618144074523166609e-03j), (1.231200565875188030e-02+4.032795816542971562e-02j), (-4.462177416705260385e-02-2.548249028309154326e-02j)
 (-4.462177416705390143e-02-2.548249028309377759e-02j), (1.231200565875345369e-02+4.032795816543201239e-02j), (7.620492774836805372e-02-8.618144074523659270e-03j), (-1.059365196759097377e-01-1.004963673939659047e-01j), (-3.840701908540952725e-02+2.536155761345388338e-01j), (4.015803395262551589e-01-3.485935258163627148e-01j), (-2.940719128844486441e-02+2.974492144202449673e-01j), (-9.788736433810046877e-02-1.219618797103988322e-01j), (5.658608976142036340e-02-4.768677958413927026e-02j), (9.085022420672012955e-04+8.764932569193846501e-02j)
 (1.140350341668458500e-02-4.732136752650759060e-02j), (-2.500293618010348759e-02+1.358614522652278056e-02j), (4.262850320941317245e-03+6.179347048186521751e-02j), (6.720509995140555581e-02-5.245178236023089607e-02j), (-1.059365196759111949e-01-1.004963673939650026e-01j), (-2.940719128844425378e-02+2.974492144202451893e-01j), (4.096294948640653022e-01-3.700590381327961698e-01j), (-4.902602927539469191e-02+2.583805789106290995e-01j), (-1.092908677547841795e-01-7.464051218389117226e-02j), (1.012078639284724746e-01-2.220428930104664453e-02j)
 (1.961883798695085793e-02+3.906863550961600651e-02j), (3.354348078871811911e-03-2.585585521007400384e-02j), (-3.400276397706558651e-02-3.024749305918395664e-02j), (4.262850320940075183e-03+6.179347048186473179e-02j), (7.620492774836971905e-02-8.618144074523371306e-03j), (-9.788736433809938631e-02-1.219618797103991792e-01j), (-4.902602927539624622e-02+2.583805789106298212e-01j), (3.982259914473834650e-01-3.227376706062892175e-01j), (-4.404255108344034414e-03+2.838630691937230610e-01j), (-1.101993699968505380e-01-1.622898378758307059e-01j)
 (-8.049155337812891053e-03+2.146551231643399268e-02j), (1.061901018998877289e-02-4.765002776091111468e-03j), (3.354348078870831792e-03-2.585585521007457283e-02j), (-2.500293618010194716e-02+1.358614522652404170e-02j), (1.231200565875262970e-02+4.032795816543022910e-02j), (5.658608976141725477e-02-4.768677958413889556e-02j), (-1.092908677547805435e-01-7.464051218389206044e-02j), (-4.404255108346327718e-03+2.838630691937236161e-01j), (3.973174892053177309e-01-4.103869962982292230e-01j), (-1.056121190368167484e-01+3.060673584947701809e-01j)
 (-8.999827796962411169e-03-4.383363828570742415e-02j), (-8.049155337813260550e-03+2.146551231643380533e-02j), (1.961883798695178774e-02+3.906863550961658244e-02j), (1.140350341668357019e-02-4.732136752650872163e-02j), (-4.462177416705376265e-02-2.548249028309202552e-02j), (9.085022420699737089e-04+8.764932569193824297e-02j), (1.012078639284693105e-01-2.220428930104585696e-02j), (-1.101993699968483037e-01-1.622898378758313720e-01j), (-1.056121190368176782e-01+3.060673584947704029e-01j), (5.075168592021677139e-01-2.480971584223984894e-01j)
