 (4.879670748541575787e-01-1.577841846890092048e-01j), (-1.773751123715329170e-01+2.187998325544520950e-01j), (-2.109068596385055630e-02-1.605394303706796089e-01j), (9.187280222409253960e-02+4.504255108753942721e-02j), (-5.762592987284447660e-02+3.946070318585707948e-02j), (-8.854550063984188701e-03-4.977973068689995478e-02j), (3.983580919466474940e-02+1.027739463933488410e-02j), (-2.097491558769516359e-02+2.443177211562669662e-02j), (-1.314530018333608108e-02-2.331060629650692426e-02j), (2.407738228205281300e-02-1.258836276191056727e-03j), (-6.765313938445113515e-03+1.776339065034172188e-02j), (-1.385755081476877128e-02-1.132849941552147022e-02j), (1.504376797202504508e-02-5.677762739685154533e-03j), (5.950123761463272081e-04+1.278096257696608416e-02j), (-1.278952506765227218e-02-4.503122471298618215e-03j), (8.602110430282410014e-03-7.049560929509440625e-03j), (4.689855771817344129e-03+8.648428310994221366e-03j), (-1.075340268635819989e-02-3.993232473738237212e-04j), (3.691266673556284870e-03-6.839935425219541114e-03j), (6.744534742344004789e-03+5.233837716374836052e-03j), (-8.153709446715848644e-03+1.948776063895759931e-03j), (-8.287032265306807938e-05-5.800880624745737360e-03j), (7.393689917539019753e-03+2.559302330595452334e-03j), (-5.344071710969022955e-03+3.040389279689291804e-03j), (-2.812191515674701634e-03-4.372691505462317565e-03j), (6.973304355614062984e-03+6.033535169653243303e-04j), (-2.557298644786001017e-03+3.271976318442047695e-03j), (-4.570494871939584369e-03-2.903600433046629910e-03j), (5.767580407523931717e-03-6.505894610939969968e-04j), (1.963859003301928700e-06+2.939387752390137509e-03j), (-5.434596657388440430e-03-1.612840297426571586e-03j), (4.053571091883723457e-03-1.289874497719363002e-03j), (2.132689742148833820e-03+2.310601392016340631e-03j), (-5.464170354302426771e-03-6.367888414259998417e-04j), (2.056635676170539932e-03-1.450032062535306764e-03j), (3.708253946751162607e-03+1.621351720393311886e-03j), (-4.775403830712929114e-03-4.706964284501295899e-05j), (5.725011869087083451e-06-1.272700223180019694e-03j), (4.641555112209199731e-03+1.020970971522121165e-03j), (-3.516872653431128964e-03+2.014089866062352741e-04j), (-1.885159621423510056e-03-9.567568903448035386e-04j), (4.895278083895016237e-03+6.371778348865791974e-04j), (-1.871997224169292097e-03+1.887012262590954384e-04j), (-3.410074744063832167e-03-6.838428097066532240e-04j), (4.453001984854198896e-03+5.455408685567240045e-04j)
 (-1.773751123715330835e-01+2.187998325544521505e-01j), (4.668763888903074699e-01-3.183236150596890912e-01j), (-8.550231014744066882e-02+2.638423836419914181e-01j), (-7.871661583669467555e-02-1.210787271848224184e-01j), (8.301825216010830233e-02-4.737179599360520632e-03j), (-1.779012067817976189e-02+4.973809782519184042e-02j), (-2.982946565167927944e-02-2.534795857127314367e-02j), (2.669050901132855036e-02-1.303321165717210260e-02j), (3.102466694357904411e-03+2.317293583943560997e-02j), (-1.991061412178168899e-02-5.547215646165059265e-03j), (1.021983146728467663e-02-1.258733569171270085e-02j), (8.278454033579345228e-03+1.208562791065686919e-02j), (-1.326253843862209431e-02+1.452463161444148172e-03j), (2.254242904372689635e-03-1.018088521098314304e-02j), (9.197122806428646366e-03+5.731401647455999088e-03j), (-8.099669295834858659e-03+4.145305839696091475e-03j), (-2.151292256075769058e-03-7.448884176883584403e-03j), (8.381122445373562213e-03+1.808492885774959542e-03j), (-4.008867944014116169e-03+4.834514469000584722e-03j), (-4.462442773159654846e-03-4.891159361323192678e-03j), (6.661664419691112893e-03-5.670429083715696102e-04j), (-7.600195291770431294e-04+4.508078394491823321e-03j), (-5.426942033621941740e-03-2.760491345057016280e-03j), (4.581498401864311613e-03-1.813389174866264584e-03j), (1.629232644644929440e-03+3.643742796653946965e-03j), (-5.369490160460599869e-03-1.100715187019610675e-03j), (2.402809483674432645e-03-2.300246916081790868e-03j), (3.210281762738000089e-03+2.621386857348265154e-03j), (-4.568531012936467676e-03+3.578731934355205112e-05j), (3.329837501357508448e-04-2.263429758520790844e-03j), (4.055534950886911273e-03+1.649513254671106923e-03j), (-3.301906915239815211e-03+6.977610945893466393e-04j), (-1.410599262418265947e-03-1.926663339144875061e-03j), (4.189325418319055430e-03+8.605693294805652743e-04j), (-1.755916407551410749e-03+9.845628789676879374e-04j), (-2.718768154541723915e-03-1.497101705380567572e-03j), (3.713978958619311259e-03+3.486514972134309703e-04j), (-1.338487185028389820e-04+9.739013286770497680e-04j), (-3.511147641562753496e-03-1.071291236573802038e-03j), (2.756395490786279698e-03+6.421408117738593158e-05j), (1.378405430463339534e-03+8.385868214928100806e-04j), (-3.757156845592367171e-03-7.680556640859224470e-04j), (1.485203339830964194e-03-4.666497481957214942e-05j), (2.581004760684892704e-03+7.342420948151867025e-04j), (-3.410074744063741094e-03-6.838428097062049064e-04j)
 (-2.109068596385004976e-02-1.605394303706798309e-01j), (-8.550231014744119618e-02+2.638423836419915292e-01j), (4.092504590174633750e-01-2.788629118738314983e-01j), (-9.435686021142522528e-02+2.140626529550911095e-01j), (-3.888080664202998166e-02-1.108013325454875880e-01j), (6.204333657241326017e-02+1.969459251626638069e-02j), (-3.093542086151597481e-02+2.642749152868476004e-02j), (-5.752083369626235718e-03-2.660679484746419909e-02j), (1.992519507288283490e-02+4.730178993169849994e-03j), (-1.075508412040982603e-02+1.184443642391379281e-02j), (-4.866846149757823523e-03-1.122497838584970986e-02j), (1.081484384343189831e-02+1.936268852525675592e-04j), (-4.511071034073250476e-03+7.582505439359460940e-03j), (-4.660428008339849958e-03-5.597097768066729671e-03j), (6.944098676190303514e-03-1.532456899987619768e-03j), (-1.556279879929605564e-03+5.332078400081249892e-03j), (-4.408402622278758537e-03-2.694629585522780035e-03j), (4.593242486268510685e-03-2.215046460509537216e-03j), (2.274129986574248462e-04+3.757268949671876100e-03j), (-4.091738266666797297e-03-9.663661557466102399e-04j), (2.931247144378840153e-03-2.331857030726268865e-03j), (1.317592708722580431e-03+2.473346371316399901e-03j), (-3.572211044851963772e-03+1.353868890307634298e-04j), (1.546362321991988538e-03-2.157137828093039396e-03j), (2.024199757078595091e-03+1.458587143577208187e-03j), (-2.941262227294834906e-03+7.401423636060702228e-04j), (3.980902470634165241e-04-1.751304648112822493e-03j), (2.404773342677519413e-03+6.391408363081063811e-04j), (-2.224314894649973267e-03+1.008546559921506000e-03j), (-5.149599210531747564e-04-1.254087178375347346e-03j), (2.465673492284472124e-03+4.717163349485665579e-05j), (-1.408635403414687168e-03+1.012724413246034834e-03j), (-1.245271239070318715e-03-7.522709679470095242e-04j), (2.297654684333281985e-03-3.053116187506023003e-04j), (-5.860784123930615078e-04+8.134996866348488849e-04j), (-1.750191395684120351e-03-2.881373442119011113e-04j), (1.922786957669531680e-03-4.761307338586970739e-04j), (1.971063051864428283e-04+5.500604838197953187e-04j), (-2.019008339924984081e-03+1.714443833224471147e-05j), (1.384130442331018727e-03-4.341134016872734186e-04j), (8.843982666181851018e-04+2.529153074363242148e-04j), (-2.031669313601407699e-03+1.547440117868134494e-04j), (6.958451392622111951e-04-2.225147955303435497e-04j), (1.485203339831032065e-03-4.666497481840289159e-05j), (-1.871997224169426755e-03+1.887012262579285658e-04j)
 (9.187280222409188735e-02+4.504255108753979497e-02j), (-7.871661583669380124e-02-1.210787271848229318e-01j), (-9.435686021142579427e-02+2.140626529550916091e-01j), (4.490862682121278260e-01-2.685855172344966402e-01j), (-1.153317757991199621e-01+2.384944250707181079e-01j), (-5.202610682536634723e-02-1.341119388419946823e-01j), (8.612071885446624664e-02+1.843575624007524894e-02j), (-3.770073479996139537e-02+4.419088217902686355e-02j), (-1.960963418439429229e-02-3.793529426298618279e-02j), (3.496896304490686169e-02-9.475837465147424893e-04j), (-1.016007174426260089e-02+2.462539900087904604e-02j), (-1.765637121741040275e-02-1.572810085714704958e-02j), (1.941695427371390240e-02-6.855934044258591743e-03j), (1.787847377447840738e-04+1.623093375035543004e-02j), (-1.541383069469844623e-02-5.996421015441919487e-03j), (1.063536534974649124e-02-8.372392325206215458e-03j), (5.188254862414861529e-03+1.056591611645518042e-02j), (-1.256211206899519872e-02-7.458535216257233987e-04j), (4.510372163616114920e-03-8.015927085257031418e-03j), (7.621102916195648252e-03+6.316571280269255712e-03j), (-9.435809977635016207e-03+2.074023123940926024e-03j), (1.190556287036159330e-04-6.704548536187023879e-03j), (8.290897064336662931e-03+3.076699888280186399e-03j), (-6.129509689637599630e-03+3.407363207474439163e-03j), (-3.024132549947960557e-03-5.060738261141190658e-03j), (7.791780164602685535e-03+8.079976824842834658e-04j), (-2.939298368291641886e-03+3.679530115995740657e-03j), (-5.036506410324683575e-03-3.364144945539410125e-03j), (6.458344434560762785e-03-6.507336614109844857e-04j), (-9.162515250107276885e-05+3.319147951937379340e-03j), (-5.979130275354783280e-03-1.890876019800574693e-03j), (4.522309168453565731e-03-1.402860429041546996e-03j), (2.299618543337550534e-03+2.634076133640554304e-03j), (-6.020675069782954227e-03-7.993406107930319839e-04j), (2.303379696200548964e-03-1.578011841929980417e-03j), (4.055476699818711360e-03+1.834470658156602506e-03j), (-5.267064049117581651e-03-8.672835760539614192e-05j), (3.762733624771330467e-05-1.432887624203730680e-03j), (5.092384389080112025e-03+1.187238318706544194e-03j), (-3.891005564092880811e-03+2.058456645911348019e-04j), (-2.025944301734208808e-03-1.117956211393408015e-03j), (5.337400251473365526e-03+7.984561759920348698e-04j), (-2.031669313601723852e-03+1.547440117880678713e-04j), (-3.757156845592067064e-03-7.680556640879048023e-04j), (4.895278083894882663e-03+6.371778348880782154e-04j)
 (-5.762592987284363699e-02+3.946070318585698927e-02j), (8.301825216010715047e-02-4.737179599360308996e-03j), (-3.888080664202910736e-02-1.108013325454879489e-01j), (-1.153317757991202674e-01+2.384944250707183022e-01j), (4.359409680287913424e-01-2.918961235310038593e-01j), (-9.125439351706673974e-02+2.372355887945268305e-01j), (-5.879142076381176085e-02-1.163485481916524400e-01j), (7.226316803969780322e-02+7.107256824553036256e-03j), (-2.265696682793682387e-02+3.851311943934238036e-02j), (-1.901462180824762746e-02-2.515433168602076996e-02j), (2.217943797725474564e-02-5.450706217812317268e-03j), (-1.557961313981046092e-03+1.757583807136814044e-02j), (-1.296651544559183911e-02-7.079672546151192375e-03j), (8.663551587354729328e-03-7.255257291633713905e-03j), (3.870051411301375557e-03+9.390998325136680827e-03j), (-8.669295952354119650e-03-7.625832990677261503e-04j), (2.481655903029953043e-03-6.423616261309492322e-03j), (5.105384539762673063e-03+4.765035491707963339e-03j), (-5.168422151457165159e-03+1.813448808971447612e-03j), (-8.336995473519303018e-04-4.975537805569327753e-03j), (4.808911400520263571e-03+1.943879774808244176e-03j), (-2.462505622020810976e-03+2.677376640905052528e-03j), (-2.438243016082022527e-03-3.432572217743747999e-03j), (3.720402192396580262e-03+1.730994552324015973e-04j), (-3.619292821133866713e-04+2.756773746381200891e-03j), (-3.022168690944723301e-03-2.121350508751242668e-03j), (2.357183507214337045e-03-8.048426149424933599e-04j), (1.114272723591896172e-03+2.389655618276646538e-03j), (-2.903816668175933022e-03-1.053543553523251207e-03j), (9.941740802591361552e-04-1.287522502836717722e-03j), (1.965010523668041763e-03+1.869115889401497081e-03j), (-2.270876328602410271e-03-2.695242994064074799e-04j), (-2.530946622593460357e-04-1.449930071887411270e-03j), (2.305343555205039124e-03+1.361375910461105985e-03j), (-1.379119957571242833e-03+2.216303607288247447e-04j), (-1.213492957232891519e-03-1.376602855323578447e-03j), (2.170317078396642643e-03+8.777137678115462397e-04j), (-3.717859652233205603e-04+5.504494772815501664e-04j), (-1.834369887920927946e-03-1.244186397945089414e-03j), (1.682309645015427893e-03+5.033955090004979061e-04j), (5.619964207621402355e-04+7.513865331470125867e-04j), (-2.025944301734638152e-03-1.117956211392461723e-03j), (8.843982666191815920e-04+2.529153074347252335e-04j), (1.378405430462178788e-03+8.385868214944593689e-04j), (-1.885159621422747428e-03-9.567568903458407948e-04j)
 (-8.854550063984719527e-03-4.977973068690030867e-02j), (-1.779012067817902637e-02+4.973809782519225675e-02j), (6.204333657241273975e-02+1.969459251626626967e-02j), (-5.202610682536618070e-02-1.341119388419949043e-01j), (-9.125439351706671198e-02+2.372355887945272468e-01j), (4.291756540903458039e-01-2.741327328806615338e-01j), (-1.051119443318352664e-01+2.259070893790045553e-01j), (-4.374765279178701588e-02-1.220263109313367844e-01j), (7.285818041584429805e-02+1.988821940151851847e-02j), (-3.544649189558868319e-02+3.400999696804447858e-02j), (-1.041251137796629124e-02-3.220389261553126964e-02j), (2.686929374907354173e-02+3.197722093183135751e-03j), (-1.231136400034044814e-02+1.717651482399332186e-02j), (-9.275248772034975706e-03-1.391960797137025037e-02j), (1.540808632969878703e-02-2.021419575259073443e-03j), (-4.283658035414927151e-03+1.133977438903282717e-02j), (-8.752166275006500670e-03-6.563463923814304851e-03j), (9.875345820568114108e-03-3.864313930712933234e-03j), (-2.386871712054530401e-04+7.805424771396238595e-03j), (-7.980613667132509942e-03-2.559242696490143971e-03j), (6.139604808262214865e-03-4.372184288604565039e-03j), (2.251612755734722256e-03+5.215856093250853705e-03j), (-7.033000493961039795e-03-2.262237921420873904e-04j), (3.329337391442314682e-03-4.083161678837557429e-03j), (3.722366051399804074e-03+3.112487207622852657e-03j), (-5.796525939501873288e-03+1.143933448953990926e-03j), (1.031402400939076917e-03-3.411225006470036680e-03j), (4.489873249362801369e-03+1.505758777073589773e-03j), (-4.349897630709529880e-03+1.752866776850709688e-03j), (-8.471809920068655445e-04-2.503575616058715397e-03j), (4.702428027011386867e-03+3.338292175569810075e-04j), (-2.810393307044615867e-03+1.822046246556019867e-03j), (-2.265151316735223089e-03-1.542224522586125657e-03j), (4.388460449952600630e-03-4.289591003653382435e-04j), (-1.211529098228420658e-03+1.562784897067284393e-03j), (-3.264279578993629222e-03-7.351265296160233546e-04j), (3.681785126662053161e-03-7.394250204367524854e-04j), (2.983198542270497334e-04+1.066414994070192818e-03j), (-3.781860709286978279e-03-1.333933324244515606e-04j), (2.618632096933184647e-03-6.986455293891931980e-04j), (1.682309645015686800e-03+5.033955090013181050e-04j), (-3.891005564092512616e-03+2.058456645898815726e-04j), (1.384130442329581292e-03-4.341134016862013053e-04j), (2.756395490788291543e-03+6.421408117682886850e-05j), (-3.516872653432590902e-03+2.014089866063911282e-04j)
 (3.983580919466471471e-02+1.027739463933555718e-02j), (-2.982946565167919617e-02-2.534795857127412899e-02j), (-3.093542086151612400e-02+2.642749152868557189e-02j), (8.612071885446639929e-02+1.843575624007493668e-02j), (-5.879142076381196902e-02-1.163485481916525788e-01j), (-1.051119443318349889e-01+2.259070893790048051e-01j), (4.442194220623704171e-01-2.798104956203458782e-01j), (-1.045169319556884940e-01+2.386880519559701486e-01j), (-5.653717785943921520e-02-1.265294334026350331e-01j), (8.146029084612597948e-02+1.283865847200849064e-02j), (-3.075663612377029649e-02+4.265842527903945802e-02j), (-2.116591406432530992e-02-3.260321586290580720e-02j), (3.056056042263002176e-02-3.642213332036085306e-03j), (-5.566829257996113757e-03+2.241035254036809199e-02j), (-1.742895821875130660e-02-1.197083190747437638e-02j), (1.532521600704617355e-02-7.822300200005205886e-03j), (3.110031882123648513e-03+1.389907671962884936e-02j), (-1.409623798597505091e-02-3.523074644125482290e-03j), (7.063154304893062493e-03-8.237005436174995796e-03j), (6.734617184408512799e-03+8.408778288361456674e-03j), (-1.053791231191789253e-02+7.127336219520281901e-04j), (1.569109936321797395e-03-7.275784721651247858e-03j), (8.019193163259238574e-03+4.565266632156629242e-03j), (-7.031036634957864989e-03+2.713163960248706277e-03j), (-2.105259265946245878e-03-5.696001976265018495e-03j), (7.775937143283719218e-03+1.822612709904212168e-03j), (-3.663836197353486594e-03+3.454534840969997189e-03j), (-4.432767953362301214e-03-4.048013847895956183e-03j), (6.546508925531796530e-03+5.572671453814553172e-05j), (-6.416436839572207300e-04+3.374218497244371555e-03j), (-5.622584822719412477e-03-2.550645258904151846e-03j), (4.708153038878177231e-03-9.388710056227847663e-04j), (1.831161805167944457e-03+2.843017218078146020e-03j), (-5.782023970169224321e-03-1.340815535980037238e-03j), (2.503300828530398339e-03-1.385715990710057865e-03j), (3.683748985666767967e-03+2.199962731953929943e-03j), (-5.136276803163710401e-03-5.464253033571379262e-04j), (2.717103825989153169e-04-1.423267830143041309e-03j), (4.751321839080682730e-03+1.611955862626381335e-03j), (-3.781860709286189413e-03-1.333933324238615378e-04j), (-1.834369887922099101e-03-1.244186397946239753e-03j), (5.092384389080556982e-03+1.187238318707674149e-03j), (-2.019008339923890338e-03+1.714443833174109956e-05j), (-3.511147641564942717e-03-1.071291236573988954e-03j), (4.641555112210968281e-03+1.020970971522482638e-03j)
 (-2.097491558769463277e-02+2.443177211562611376e-02j), (2.669050901132779402e-02-1.303321165717106177e-02j), (-5.752083369625573053e-03-2.660679484746540299e-02j), (-3.770073479996176313e-02+4.419088217902773785e-02j), (7.226316803969803915e-02+7.107256824552789926e-03j), (-4.374765279178721711e-02-1.220263109313371591e-01j), (-1.045169319556883275e-01+2.386880519559706759e-01j), (4.314298969947179541e-01-2.843136180916445710e-01j), (-9.591482152540624362e-02+2.316384910264606967e-01j), (-5.184732208762152239e-02-1.178810050916404562e-01j), (7.070688815976759745e-02+1.243933522463427921e-02j), (-2.706536945021442361e-02+3.581848985382021788e-02j), (-1.442137932198033282e-02-2.736937814653116544e-02j), (2.240685097591305075e-02-1.693437268139964987e-03j), (-5.649699580648369877e-03+1.660947191562175268e-02j), (-1.003526830121267630e-02-9.411529576878335107e-03j), (9.981144296077250344e-03-4.781910920316259292e-03j), (2.978403664490240736e-04+9.526385214166639345e-03j), (-7.122933630361293240e-03-2.919721127160259874e-03j), (4.505855660107718937e-03-4.965029117732708275e-03j), (2.164122312468081451e-03+5.505177855314601250e-03j), (-4.770331904393263454e-03+6.214416085788482605e-05j), (1.571073795324853155e-03-4.336396969260449853e-03j), (2.584596505870656764e-03+2.952426334729136084e-03j), (-2.977465543073851400e-03+1.423289462530012229e-03j), (2.743047620215751346e-05-3.385400584248833989e-03j), (2.311766788982092154e-03+1.185823868478085800e-03j), (-1.607200521184149042e-03+2.004502778434648358e-03j), (-7.245140066101355032e-04-2.426662127502183294e-03j), (1.771105094819098568e-03+8.657071692420577162e-06j), (-6.359186720902086469e-04+2.101518274064950557e-03j), (-9.810297105068152904e-04-1.529674287382314741e-03j), (1.191280385443783518e-03-7.374620190165055277e-04j), (-5.399781625378176093e-05+1.886260327733343999e-03j), (-8.867458862742732444e-04-7.036377010933961328e-04j), (6.313036043602699961e-04-1.197014764451049054e-03j), (2.736742416036759855e-04+1.516119922247359444e-03j), (-6.832748183098503189e-04-8.844348005236971587e-07j), (2.717103825992378129e-04-1.423267830142919878e-03j), (2.983198542257787232e-04+1.066414994069691700e-03j), (-3.717859652213697554e-04+5.504494772823821831e-04j), (3.762733624629262036e-05-1.432887624204541663e-03j), (1.971063051862579176e-04+5.500604838202346374e-04j), (-1.338487185012668347e-04+9.739013286770235303e-04j), (5.725011867599070180e-06-1.272700223180142859e-03j)
 (-1.314530018333679232e-02-2.331060629650676466e-02j), (3.102466694358835091e-03+2.317293583943509649e-02j), (1.992519507288222774e-02+4.730178993170778071e-03j), (-1.960963418439416045e-02-3.793529426298717505e-02j), (-2.265696682793673367e-02+3.851311943934296322e-02j), (7.285818041584429805e-02+1.988821940151868500e-02j), (-5.653717785943949969e-02-1.265294334026357548e-01j), (-9.591482152540607709e-02+2.316384910264611130e-01j), (4.361197527665356954e-01-2.756651897806499107e-01j), (-1.066682242117644452e-01+2.312391677790865963e-01j), (-4.815605541406572238e-02-1.247209405168598628e-01j), (7.745142290211273761e-02+1.767317294100880995e-02j), (-3.521907889693167565e-02+3.776726591771670249e-02j), (-1.450424964463211362e-02-3.317025877127804945e-02j), (2.980054089345122309e-02+8.658650624566738979e-04j), (-1.099377129161711701e-02+1.964986119531030029e-02j), (-1.284745981688722657e-02-1.378422108234032308e-02j), (1.695444865169091000e-02-4.178557403351264993e-03j), (-2.259458278336454358e-03+1.279836153260934320e-02j), (-1.169342850230142145e-02-5.823321560207750207e-03j), (1.027343606763208260e-02-5.615618578826192878e-03j), (2.166086171471204649e-03+8.444565607704925675e-03j), (-1.020492856178181057e-02-1.550696136569403635e-03j), (5.624644887208866094e-03-5.626271466979186620e-03j), (4.717286248019062107e-03+5.263027726745407760e-03j), (-8.441635897375687064e-03+7.865006211036670684e-04j), (2.084066152372015049e-03-4.835432646783915239e-03j), (6.020020735733659818e-03+2.807175588871713839e-03j), (-6.382604351896611732e-03+1.957433135588830270e-03j), (-7.187889947427748491e-04-3.699362350681304618e-03j), (6.412660207030993625e-03+1.029628043213888511e-03j), (-4.152791325524029901e-03+2.302927260671540095e-03j), (-2.866189331928699693e-03-2.486431177727305847e-03j), (6.086558469338619777e-03-1.002841841297873356e-04j), (-1.925995040423828571e-03+2.074961553992356929e-03j), (-4.296820630337333351e-03-1.387480510800041767e-03j), (5.084305589214251943e-03-6.514738958942824405e-04j), (2.736742416034111149e-04+1.516119922247255144e-03j), (-5.136276803163716473e-03-5.464253033569475403e-04j), (3.681785126662936568e-03-7.394250204369298609e-04j), (2.170317078394993788e-03+8.777137678115833194e-04j), (-5.267064049116106268e-03-8.672835760515740060e-05j), (1.922786957669144620e-03-4.761307338592388498e-04j), (3.713978958618608262e-03+3.486514972141068619e-04j), (-4.775403830712090375e-03-4.706964284548870690e-05j)
 (2.407738228205328138e-02-1.258836276190784809e-03j), (-1.991061412178218165e-02-5.547215646165254421e-03j), (-1.075508412040976011e-02+1.184443642391357597e-02j), (3.496896304490718782e-02-9.475837465141925819e-04j), (-1.901462180824798481e-02-2.515433168602125222e-02j), (-3.544649189558870400e-02+3.400999696804445777e-02j), (8.146029084612642357e-02+1.283865847200891044e-02j), (-5.184732208762195954e-02-1.178810050916409141e-01j), (-1.066682242117640844e-01+2.312391677790864852e-01j), (4.398110194400914330e-01-2.825051252058689011e-01j), (-9.992368946941987407e-02+2.364730054954606309e-01j), (-5.630976486078224930e-02-1.227721644529631145e-01j), (7.736855257946038955e-02+1.187229231626159634e-02j), (-2.782538897939342698e-02+4.032656824831377246e-02j), (-1.984832135560046437e-02-3.012986949159003267e-02j), (2.698834937777631199e-02-3.506826443004876052e-03j), (-4.020466936003276072e-03+2.025321471227503611e-02j), (-1.540475846167286590e-02-1.051224476389740932e-02j), (1.238395377975115216e-02-7.082157836399076249e-03j), (3.508122129187309958e-03+1.214777207151643106e-02j), (-1.169146464329776786e-02-2.883933807818059390e-03j), (4.838839410243299562e-03-7.228458876252995616e-03j), (6.219657263355174437e-03+7.154691109986038855e-03j), (-8.072238819633254306e-03+7.599052554467656921e-04j), (1.604745329068771233e-04-6.263060308405397555e-03j), (6.773921924189197849e-03+3.812995664210310463e-03j), (-4.733381950624619000e-03+2.407852341497184519e-03j), (-2.691337678339913563e-03-4.882502289629618401e-03j), (6.025745747600858709e-03+1.534475365692581023e-03j), (-1.741049239685191121e-03+2.978404107110198783e-03j), (-4.235661648175670195e-03-3.497953364074584542e-03j), (4.527500585608229718e-03+7.287115286883191941e-05j), (7.424867583712866596e-04+2.940105095558212533e-03j), (-4.738186556098885824e-03-2.297729951468186448e-03j), (2.676483725275673187e-03-7.841269938365270789e-04j), (2.527006944429912791e-03+2.620502422549116604e-03j), (-4.296820630337431363e-03-1.387480510799999267e-03j), (6.313036043606512016e-04-1.197014764450940200e-03j), (3.683748985666299158e-03+2.199962731953443353e-03j), (-3.264279578993393299e-03-7.351265296150798819e-04j), (-1.213492957232796326e-03-1.376602855324689971e-03j), (4.055476699818516204e-03+1.834470658157294010e-03j), (-1.750191395684115147e-03-2.881373442117555030e-04j), (-2.718768154541482789e-03-1.497101705381364677e-03j), (3.708253946750909337e-03+1.621351720394037434e-03j)
