 (4.862143238222859098e-01-5.163934325688962490e-01j), (1.246589569209153314e-01+3.872604595993951460e-01j), (-2.251692893130920470e-01+2.383534689337786505e-02j), (-1.404747097643761766e-02-1.082021677615089272e-01j), (7.965865332650479136e-02-2.755223691504995673e-02j), (3.319683968304342619e-02+3.368272492657846395e-02j), (-3.887482976057658746e-02+2.682241060867978852e-02j), (-3.789834785541248974e-02-4.768947371472203635e-03j), (1.659549845739694690e-02-1.521545772231719558e-02j), (3.894677637117192892e-02-7.499601708746916028e-03j)
 (1.246589569209195641e-01+3.872604595993986432e-01j), (2.610450345091894220e-01-4.925580856755236159e-01j), (1.106114859444768117e-01+2.790582918378876065e-01j), (-1.455106359865795951e-01-3.716890021668368960e-03j), (1.914936870659703083e-02-7.451944283493470988e-02j), (4.078382356593446278e-02-7.298263063695350356e-04j), (-4.701508172375452529e-03+2.891377755510471034e-02j), (-2.227933130316947161e-02+1.160695288636562350e-02j), (1.048428515749110206e-03-1.226854908021965569e-02j), (1.659549845740272353e-02-1.521545772232012726e-02j)
 (-2.251692893130972373e-01+2.383534689337640788e-02j), (1.106114859444811971e-01+2.790582918378895494e-01j), (3.407036878357029286e-01-5.201103225905701066e-01j), (1.438083256275120014e-01+3.127410167644610328e-01j), (-1.843854657471522551e-01+2.310552058701174916e-02j), (-1.874897914881883468e-02-7.928839020640542079e-02j), (5.737932202334015269e-02-1.594528402868480160e-02j), (3.424526819878780104e-02+2.141417584635716548e-02j), (-2.227933130316779239e-02+1.160695288635772530e-02j), (-3.789834785541855433e-02-4.768947371464481513e-03j)
 (-1.404747097643869319e-02-1.082021677615146449e-01j), (-1.455106359865807053e-01-3.716890021666661992e-03j), (1.438083256275146105e-01+3.127410167644631978e-01j), (3.018288580751242178e-01-4.932879119818908142e-01j), (1.059099777721054098e-01+3.079720693929924868e-01j), (-1.677899672897519290e-01+7.890062864691925471e-03j), (2.019779722234805661e-02-8.678799191515038092e-02j), (5.737932202333388687e-02-1.594528402869178907e-02j), (-4.701508172369828556e-03+2.891377755511308559e-02j), (-3.887482976057658746e-02+2.682241060867506660e-02j)
 (7.965865332651081432e-02-2.755223691504865569e-02j), (1.914936870659805085e-02-7.451944283493455723e-02j), (-1.843854657471584169e-01+2.310552058701044464e-02j), (1.059099777721067143e-01+3.079720693929928199e-01j), (3.184243565325258762e-01-5.085033697042090628e-01j), (1.448567541432677630e-01+3.004724676842485120e-01j), (-1.677899672897519845e-01+7.890062864685284949e-03j), (-1.874897914881542074e-02-7.928839020640045254e-02j), (4.078382356593165947e-02-7.298263063651113823e-04j), (3.319683968304295435e-02+3.368272492656999156e-02j)
 (3.319683968304096983e-02+3.368272492658591633e-02j), (4.078382356592960556e-02-7.298263063770368472e-04j), (-1.874897914881111516e-02-7.928839020640332524e-02j), (-1.677899672897515682e-01+7.890062864693247330e-03j), (1.448567541432628503e-01+3.004724676842470132e-01j), (3.184243565325310388e-01-5.085033697042141698e-01j), (1.059099777720997893e-01+3.079720693929969277e-01j), (-1.843854657471493685e-01+2.310552058701243611e-02j), (1.914936870659146931e-02-7.451944283494268961e-02j), (7.965865332651261843e-02-2.755223691504097780e-02j)
 (-3.887482976057726053e-02+2.682241060867817523e-02j), (-4.701508172372189515e-03+2.891377755511061187e-02j), (5.737932202333728693e-02-1.594528402869123049e-02j), (2.019779722234731067e-02-8.678799191514889599e-02j), (-1.677899672897506800e-01+7.890062864686603339e-03j), (1.059099777721006636e-01+3.079720693929969277e-01j), (3.018288580751265493e-01-4.932879119818875391e-01j), (1.438083256275168309e-01+3.127410167644599781e-01j), (-1.455106359865805943e-01-3.716890021677200437e-03j), (-1.404747097644222509e-02-1.082021677614985605e-01j)
 (-3.789834785541617429e-02-4.768947371480532910e-03j), (-2.227933130316630400e-02+1.160695288636764272e-02j), (3.424526819878642714e-02+2.141417584636171739e-02j), (5.737932202333458076e-02-1.594528402869271888e-02j), (-1.874897914881076127e-02-7.928839020640057744e-02j), (-1.843854657471572511e-01+2.310552058700890421e-02j), (1.438083256275190513e-01+3.127410167644608663e-01j), (3.407036878356914933e-01-5.201103225905726601e-01j), (1.106114859444886356e-01+2.790582918379038713e-01j), (-2.251692893130972928e-01+2.383534689335833207e-02j)
 (1.659549845740689381e-02-1.521545772231591015e-02j), (1.048428515746560163e-03-1.226854908022108337e-02j), (-2.227933130317019672e-02+1.160695288636454450e-02j), (-4.701508172374058679e-03+2.891377755510188274e-02j), (4.078382356593388686e-02-7.298263063643811721e-04j), (1.914936870659914719e-02-7.451944283493394661e-02j), (-1.455106359865828425e-01-3.716890021675457040e-03j), (1.106114859444790044e-01+2.790582918378912147e-01j), (2.610450345091892554e-01-4.925580856755193415e-01j), (1.246589569209196474e-01+3.872604595993930365e-01j)
 (3.894677637116345653e-02-7.499601708739258091e-03j), (1.659549845740107207e-02-1.521545772232282476e-02j), (-3.789834785541210810e-02-4.768947371476154468e-03j), (-3.887482976057071715e-02+2.682241060869118218e-02j), (3.319683968303368399e-02+3.368272492656852746e-02j), (7.965865332651091146e-02-2.755223691504970346e-02j), (-1.404747097644297796e-02-1.082021677615020300e-01j), (-2.251692893130829987e-01+2.383534689337718504e-02j), (1.246589569209078929e-01+3.872604595993801024e-01j), (4.862143238222876862e-01-5.163934325688781524e-01j)
