 (4.865864079184246682e-01-4.912045000748601065e-01j), (1.068673141524281722e-01+3.928760689521649807e-01j), (-2.183932438331249171e-01+3.624871336430786871e-03j), (-1.350885296991569812e-03-1.192670368800205632e-01j), (7.562544275382554471e-02-1.649488721158842361e-02j), (2.081867070222337759e-02+5.036098540784163247e-02j), (-3.691644234242300732e-02+2.529870825315751540e-02j), (-2.412108985323820759e-02-2.296215286970723635e-02j), (1.725989318332736902e-02-2.445603452301249939e-02j), (2.238585268023450189e-02+7.371157143803897319e-03j), (-5.484740693514555780e-03+2.024129842627582498e-02j), (-1.867567317461465981e-02+1.932410185293180612e-03j), (-1.782316162137302217e-03-1.467597108463322350e-02j), (1.424596759140362920e-02-7.051592532318753936e-03j), (6.044392686509592223e-03+8.855660561792407307e-03j), (-9.743975983721646014e-03+9.126600197077235077e-03j), (-8.209815549737996959e-03-3.532038722335414938e-03j), (5.592032224726133788e-03-8.958669778393825792e-03j), (8.869466735487810741e-03-7.707576236176190854e-04j), (-2.020185909076164469e-03+7.220620947097513773e-03j), (-8.455992303251225195e-03+3.738302724017437354e-03j), (-8.934318020687464666e-04-4.525596651099512632e-03j), (7.331848212023918572e-03-5.297277595618881015e-03j), (3.133300575357750046e-03+1.538326374330911120e-03j), (-5.765895925892472983e-03+5.445262557721218359e-03j), (-4.732567165462772847e-03+1.218052403103950026e-03j), (3.944405120439233026e-03-4.364195486832448886e-03j), (5.747855019991486396e-03-3.338938482604814680e-03j), (-1.976411006967224940e-03+2.426125095165806989e-03j), (-6.272391133793159268e-03+4.460935157306986087e-03j)
 (1.068673141524207754e-01+3.928760689521642591e-01j), (2.681931640853084109e-01-4.875796287384294159e-01j), (1.055164288554269192e-01+2.736090320721387137e-01j), (-1.427678010792802488e-01-1.287001587514940287e-02j), (1.946778540520803860e-02-6.890605147219075466e-02j), (3.870900041141787234e-02+8.803821041575182402e-03j), (-3.302419151015402454e-03+2.739883253813341774e-02j), (-1.965654915910561643e-02+8.426737301472121688e-04j), (-1.735237172990121944e-03-1.559099572590854320e-02j), (1.177515248979878887e-02-4.214736096734700288e-03j), (3.710179505627643568e-03+9.303567329104431641e-03j), (-7.267056855650169678e-03+5.565327341633258262e-03j), (-4.429705583218905389e-03-5.119182347022474891e-03j), (4.262076524381352635e-03-5.820310522837064855e-03j), (4.501991607666254447e-03+2.075007664757549160e-03j), (-2.165422863203230863e-03+5.323621839453533330e-03j), (-4.151943759022686670e-03+1.679304186820900283e-04j), (6.596511857707198015e-04-4.302796345938718001e-03j), (3.571846315635104040e-03-1.738048831313304503e-03j), (4.134744322482409359e-04+2.967545100408600957e-03j), (-2.913617711151254494e-03+2.695024296000571133e-03j), (-1.124144091225071432e-03-1.558974871610799024e-03j), (2.239868773281557604e-03-2.987270276760233857e-03j), (1.565952286148189357e-03+1.479849620922077521e-04j), (-1.599266590118717142e-03+2.756378777445499771e-03j), (-1.821490805451719255e-03+1.081067070872706584e-03j), (1.015287854534573445e-03-2.120886079479073275e-03j), (1.967994113465827265e-03-1.938070391685794112e-03j), (-5.245361137956622722e-04+1.121996674709903720e-03j), (-1.976411006972435616e-03+2.426125095166520394e-03j)
 (-2.183932438331126491e-01+3.624871336431037538e-03j), (1.055164288554200497e-01+2.736090320721413227e-01j), (3.438186068391484440e-01-5.040745159500156225e-01j), (1.263350995576271174e-01+3.239700174799770016e-01j), (-1.796842434216851525e-01+1.242869237800640903e-02j), (-4.653304448030429197e-03-9.186820434189121864e-02j), (5.596889359473283809e-02-1.565221348144163124e-02j), (1.908343352923101699e-02+3.476998968193538431e-02j), (-2.514128985262659502e-02+2.108397215642730804e-02j), (-2.041091034760260728e-02-1.365858554061457480e-02j), (9.992836327666020785e-03-1.889070718137041138e-02j), (1.795614709702029327e-02+2.251974796786213734e-03j), (-1.222664169132152770e-03+1.442098790343048290e-02j), (-1.417368156694545113e-02+4.007417850051301147e-03j), (-3.947739025346564713e-03-9.352349245176409809e-03j), (1.009402383237234177e-02-6.883662113630215074e-03j), (6.704043872306660740e-03+4.552864215843078002e-03j), (-6.172129668116121612e-03+7.388551365760747357e-03j), (-7.796341117466415102e-03-5.644936219093700351e-04j), (2.678414513556293900e-03-6.263645482407229591e-03j), (7.745322644276568524e-03-2.329732495223489110e-03j), (2.196828641987383021e-04+4.233350670338864585e-03j), (-6.890040017098012295e-03+3.886287686098779774e-03j), (-2.492698392199278485e-03-1.769217873634340663e-03j), (5.510357406585914691e-03-4.216210524766637879e-03j), (4.148588429885431868e-03-5.825597051348295041e-04j), (-3.797901812424027152e-03+3.507192166015487937e-03j), (-5.257103279258183368e-03+2.340049077844694094e-03j), (1.967994113456661420e-03-1.938070391690200310e-03j), (5.747855020008471941e-03-3.338938482598668555e-03j)
 (-1.350885296995656820e-03-1.192670368800265446e-01j), (-1.427678010792802765e-01-1.287001587515315681e-02j), (1.263350995576298375e-01+3.239700174799846066e-01j), (3.069021644967314666e-01-4.787758076968709475e-01j), (1.022140097044017815e-01+3.010078646102899436e-01j), (-1.624243502383815596e-01-1.202734214501809118e-02j), (1.773254823221873805e-02-8.449704719808628917e-02j), (5.048415290122512666e-02+4.589084944833588323e-03j), (4.077603545971971583e-04+3.670239986723644598e-02j), (-2.692360601474464571e-02+6.408001071790531827e-03j), (-6.164942756212482902e-03-2.071017807294079846e-02j), (1.603722901418204103e-02-1.003504661956707532e-02j), (8.212171113296723446e-03+1.137857499386003834e-02j), (-9.432479718869199101e-03+1.088894918109055074e-02j), (-8.581649342218852436e-03-4.951251928336426224e-03j), (4.921727710138514705e-03-1.012310686879216992e-02j), (8.073837923299794633e-03+3.369588334583453575e-04j), (-1.751948430947612798e-03+8.291166939863446605e-03j), (-7.065561470182228805e-03+2.862954714676285185e-03j), (-4.644929054461681807e-04-5.861771217554590657e-03j), (5.811715088911305685e-03-4.725319108065525672e-03j), (1.979426718399423558e-03+3.115530062500241129e-03j), (-4.512884301278905462e-03+5.451403073450537817e-03j), (-2.945634896667459826e-03-4.779078007568790076e-04j), (3.255156627819311664e-03-5.108156356217108743e-03j), (3.533946399602392024e-03-1.790085429608194575e-03j), (-2.123802703913625460e-03+3.878375452169599818e-03j), (-3.797901812418437006e-03+3.507192166020563738e-03j), (1.015287854543378901e-03-2.120886079467244629e-03j), (3.944405120419928155e-03-4.364195486854120787e-03j)
 (7.562544275382741821e-02-1.649488721157771690e-02j), (1.946778540521751366e-02-6.890605147219273918e-02j), (-1.796842434216964768e-01+1.242869237800195426e-02j), (1.022140097044036688e-01+3.010078646102869460e-01j), (3.241620576800349207e-01-5.032318422198837071e-01j), (1.245998623846514414e-01+3.083790217540804957e-01j), (-1.679090909318923797e-01+8.213956281269932380e-03j), (-9.431249424100632273e-04-8.256463701279082024e-02j), (4.870183673910025157e-02-1.008688613980698520e-02j), (1.465372794599581127e-02+2.965080733491869472e-02j), (-2.087921332824052914e-02+1.526366163358283679e-02j), (-1.590891873993051722e-02-1.158357787585555070e-02j), (7.827413464454865272e-03-1.356708534191511037e-02j), (1.380420333800328955e-02+2.419905215471178199e-03j), (-5.630129833648252202e-04+1.011819155748005378e-02j), (-1.060183525130347498e-02+2.269369018749678706e-03j), (-3.534264593110777140e-03-6.384804144772549851e-03j), (7.180406121235284253e-03-4.188637817625610708e-03j), (5.579899781065072138e-03+2.993889344220015784e-03j), (-3.932260894819438954e-03+4.401281089021888762e-03j), (-6.230388831329284824e-03-4.165086598368001117e-04j), (1.079147923437811813e-03-3.507266704954995623e-03j), (5.923831838830944871e-03-1.248665424344848904e-03j), (1.234970718733966171e-03+2.112464590852948260e-03j), (-4.922045903646738926e-03+1.948217294411559936e-03j), (-3.017234505979257339e-03-6.472211989199084473e-04j), (3.533946399608830016e-03-1.790085429594425424e-03j), (4.148588429882925192e-03-5.825597051503730601e-04j), (-1.821490805451456661e-03+1.081067070862292171e-03j), (-4.732567165464847576e-03+1.218052403129771385e-03j)
 (2.081867070221181393e-02+5.036098540783336130e-02j), (3.870900041141863562e-02+8.803821041579736051e-03j), (-4.653304448022603859e-03-9.186820434189744977e-02j), (-1.624243502383778681e-01-1.202734214500114814e-02j), (1.245998623846411163e-01+3.083790217540668399e-01j), (3.186773169865321775e-01-4.829905437935886892e-01j), (1.059241892100236393e-01+3.103114319393716625e-01j), (-1.696914070940309105e-01-6.462014803364418691e-03j), (1.330284264900806999e-02-8.961622954511781758e-02j), (5.474622942558846073e-02-1.231225578010537725e-03j), (4.909751962285937091e-03+3.877740753201103924e-02j), (-2.908902887796949860e-02+1.173162291122359716e-02j), (-1.031688651522930968e-02-2.054224765423901672e-02j), (1.669688019997361134e-02-1.433784296552269473e-02j), (1.178401742889528293e-02+9.640526162552129699e-03j), (-9.019005286588759746e-03+1.385649428150452847e-02j), (-1.149526705338878296e-02-2.256227632340537109e-03j), (3.797583618916825117e-03-1.168208174040835483e-02j), (1.031370669659013688e-02-2.650311443290058119e-03j), (-1.859961448143396777e-04+8.439151901943562142e-03j), (-8.664828060294482368e-03+5.619333492138457384e-03j), (-2.285983710895580362e-03-4.780704146697242231e-03j), (6.827002943447267776e-03-6.846205187543905057e-03j), (3.947420831858863138e-03+1.177459670827161456e-03j), (-5.037420415073993324e-03+6.573399748151108508e-03j), (-4.922045903634548157e-03+1.948217294412071246e-03j), (3.255156627820695106e-03-5.108156356226543036e-03j), (5.510357406569861560e-03-4.216210524756390868e-03j), (-1.599266590124552101e-03+2.756378777445839343e-03j), (-5.765895925866923975e-03+5.445262557714867536e-03j)
 (-3.691644234241007322e-02+2.529870825315380656e-02j), (-3.302419151026469990e-03+2.739883253813686637e-02j), (5.596889359473813941e-02-1.565221348143495950e-02j), (1.773254823221212528e-02-8.449704719810362252e-02j), (-1.679090909318834424e-01+8.213956281278592120e-03j), (1.059241892100201560e-01+3.103114319393766585e-01j), (3.168950008243919259e-01-4.976665148782389858e-01j), (1.201701568014344329e-01+3.032598394070521453e-01j), (-1.636470144075321542e-01+2.393645758436688253e-03j), (3.558866665287915843e-03-8.048962934803677305e-02j), (4.653641387587097861e-02-4.763264300355840586e-03j), (1.050178418698121015e-02+2.981873775361456452e-02j), (-2.021956214246039413e-02+1.096086528762570990e-02j), (-1.233707242431584736e-02-1.332162670716241504e-02j), (8.240887896728254711e-03-1.059954024149512876e-02j), (1.089058562682534287e-02+5.114929511458542882e-03j), (-1.687157074569670210e-03+8.559216685870282143e-03j), (-8.361966478034128097e-03-7.179012580037576370e-04j), (-1.968312306955852936e-03-6.236819182685770374e-03j), (5.581139531109871946e-03-1.432259040176741237e-03j), (3.758408975622746628e-03+4.074956415084424535e-03j), (-2.916973040288003624e-03+2.280395009555176260e-03j), (-4.262394717870004839e-03-2.354579051535084233e-03j), (5.546118096504656968e-04-2.385270030236785396e-03j), (3.947420831858834515e-03+1.177459670818958599e-03j), (1.234970718729399078e-03+2.112464590854587140e-03j), (-2.945634896672496596e-03-4.779078007604387144e-04j), (-2.492698392185863868e-03-1.769217873622828171e-03j), (1.565952286153072387e-03+1.479849620911903097e-04j), (3.133300575339481239e-03+1.538326374318017137e-03j)
 (-2.412108985322988439e-02-2.296215286970052644e-02j), (-1.965654915910485662e-02+8.426737301386218182e-04j), (1.908343352922037967e-02+3.476998968193834028e-02j), (5.048415290122518911e-02+4.589084944835421925e-03j), (-9.431249423983364966e-04-8.256463701278475564e-02j), (-1.696914070940378771e-01-6.462014803379989569e-03j), (1.201701568014359178e-01+3.032598394070614711e-01j), (3.229393935109051150e-01-4.888108543164434994e-01j), (1.104261808176940224e-01+3.123864396041428071e-01j), (-1.718568299572377778e-01-1.138392963914755529e-03j), (9.150898889979976192e-03-8.944829912644011727e-02j), (5.540588061137916021e-02-5.534021923941825905e-03j), (8.481598277904593350e-03+3.703935870068655184e-02j), (-2.867555444572502873e-02+1.469916801165448844e-02j), (-1.323050422636181528e-02-1.784722335826121470e-02j), (1.557273610872244446e-02-1.589681783712727087e-02j), (1.402388620220471060e-02+6.653255885801434219e-03j), (-7.453053000459368069e-03+1.400447924358613587e-02j), (-1.309453364350787741e-02+5.001511451142061360e-04j), (1.976092813477199270e-03-1.060101466954671209e-02j), (1.132899455112210824e-02-4.771197522766971663e-03j), (1.781997968644678798e-03+6.501081510261948714e-03j), (-9.189364174084998366e-03+6.741330166852787902e-03j), (-4.262394717874318228e-03-2.354579051545530738e-03j), (6.827002943464316638e-03-6.846205187534461223e-03j), (5.923831838813594167e-03-1.248665424342865465e-03j), (-4.512884301280053849e-03+5.451403073454363750e-03j), (-6.890040017084156192e-03+3.886287686079650545e-03j), (2.239868773278204817e-03-2.987270276746356069e-03j), (7.331848212016134868e-03-5.297277595618285137e-03j)
 (1.725989318329938446e-02-2.445603452300618152e-02j), (-1.735237172978094889e-03-1.559099572590955107e-02j), (-2.514128985261622484e-02+2.108397215642020955e-02j), (4.077603546026476594e-04+3.670239986724101872e-02j), (4.870183673907760302e-02-1.008688613980529732e-02j), (1.330284264901605840e-02-8.961622954511661021e-02j), (-1.636470144075260480e-01+2.393645758431654086e-03j), (1.104261808176937032e-01+3.123864396041460822e-01j), (3.147295779611993249e-01-4.923428930388064617e-01j), (1.160182130423977609e-01+3.034277698257581979e-01j), (-1.629873632217494483e-01-1.909150587513782499e-03j), (7.130712980914574381e-03-8.222767817935534851e-02j), (4.694988830812304309e-02-1.795719199931853499e-03j), (7.588166475838462738e-03+3.251376204959864624e-02j), (-2.134370623370940301e-02+9.401890416024599739e-03j), (-1.009720365099915640e-02-1.630889698391883857e-02j), (9.806840182841636624e-03-1.045155527941950269e-02j), (9.291319036729576986e-03+7.871308288920849522e-03j), (-3.508647880028549319e-03+9.640283756733827869e-03j), (-7.346678623494912533e-03-2.838787337477314925e-03j), (-3.181935047948895173e-07-8.174889574369613790e-03j), (5.056603417330557057e-03-3.102623654795743985e-04j), (1.781997968645871204e-03+6.501081510264941112e-03j), (-2.916973040290352440e-03+2.280395009551644363e-03j), (-2.285983710902997172e-03-4.780704146701646694e-03j), (1.079147923451454546e-03-3.507266704949597597e-03j), (1.979426718400638732e-03+3.115530062503744403e-03j), (2.196828641830696292e-04+4.233350670337076085e-03j), (-1.124144091222883512e-03-1.558974871626075866e-03j), (-8.934318020561469531e-04-4.525596651078786156e-03j)
 (2.238585268024854968e-02+7.371157143789849528e-03j), (1.177515248979802039e-02-4.214736096723965819e-03j), (-2.041091034760955658e-02-1.365858554061089719e-02j), (-2.692360601475173726e-02+6.408001071788176073e-03j), (1.465372794600586746e-02+2.965080733490223566e-02j), (5.474622942559868866e-02-1.231225577992132308e-03j), (3.558866665273205387e-03-8.048962934803413627e-02j), (-1.718568299572407199e-01-1.138392963924969581e-03j), (1.160182130424057545e-01+3.034277698257555889e-01j), (3.235990446966802159e-01-4.931136506624002047e-01j), (1.139980271333416728e-01+3.106483907728400662e-01j), (-1.714433555250101660e-01+1.829152136485975855e-03j), (6.237281178837206230e-03-8.675327483042225007e-02j), (5.428173652016239636e-02-7.092996795573753427e-03j), (1.072146705117508168e-02+3.405208842393887131e-02j), (-2.710960215956504868e-02+1.484715297373334630e-02j), (-1.482977081649750062e-02-1.509084458079134813e-02j), (1.375124530328583963e-02-1.481575076627444747e-02j), (1.503917405673708962e-02+4.532369806320357339e-03j), (-5.485058887001494077e-03+1.206640885191187854e-02j), (-1.361906975729568030e-02+1.622147819821078210e-03j), (-3.181935012011929964e-07-8.174889574377499843e-03j), (1.132899455112294958e-02-4.771197522776457998e-03j), (3.758408975631318330e-03+4.074956415104462326e-03j), (-8.664828060319859637e-03+5.619333492139756692e-03j), (-6.230388831310142150e-03-4.165086598539873182e-04j), (5.811715088917266195e-03-4.725319108068611745e-03j), (7.745322644260749581e-03-2.329732495202666356e-03j), (-2.913617711149210556e-03+2.695024295998892788e-03j), (-8.455992303242714642e-03+3.738302724000610970e-03j)
