 (4.992466592784461921e-01-4.374553127861899315e-01j), (4.667246764112319840e-02+3.878610777898507389e-01j), (-2.046388059555766248e-01-3.957516070961784871e-02j), (3.751651614681092428e-02-1.161986888200861046e-01j), (7.253277341876292195e-02+1.290588537427495540e-02j), (-1.138600441103917310e-02+5.654468169353758789e-02j), (-4.144096185061558330e-02+3.755688056056111657e-03j), (3.049332895592307864e-03-3.478102440684795182e-02j), (2.742116743714380356e-02-1.065270847561354366e-02j), (-2.093735915237486598e-05+2.226691291598776115e-02j), (-1.987922648897846173e-02+1.411723298657808004e-02j), (-8.361150857969761995e-04-1.350262936110091343e-02j), (1.580728694017462244e-02-1.588453182146680812e-02j), (6.020902462589832610e-04+6.421654898909370281e-03j), (-1.393279729432561793e-02+1.663172636219975575e-02j)
 (4.667246764113237856e-02+3.878610777898429673e-01j), (2.946078533228594920e-01-4.770304734957924175e-01j), (8.418898378794244242e-02+2.716623889697500349e-01j), (-1.321060325368228483e-01-2.666927533534028949e-02j), (2.613051173578328362e-02-5.965400712653892712e-02j), (3.109181156813960872e-02+1.666157343031601790e-02j), (-8.336671515441656730e-03+2.176365728669963154e-02j), (-1.401979441347792933e-02-6.897020419561632198e-03j), (3.028395536447353684e-03-1.251411149085816452e-02j), (7.541940948162325145e-03+3.464524510965147873e-03j), (-8.570524449524551634e-04+8.764283554889893899e-03j), (-4.071939548797481531e-03-1.767298834901481546e-03j), (-2.340248395458505853e-04-7.080974462167836415e-03j), (1.874489645857891924e-03+7.471945407065993562e-04j), (6.020902462512015083e-04+6.421654898926415674e-03j)
 (-2.046388059555901973e-01-3.957516070960176435e-02j), (8.418898378795308668e-02+2.716623889697403205e-01j), (3.671406267416124636e-01-4.641245881215138591e-01j), (7.280297937691984633e-02+3.282070706632975732e-01j), (-1.735469943874555221e-01-2.291358727930034589e-02j), (2.917984463138590528e-02-9.443503153337448608e-02j), (5.851297900527564072e-02+6.008864954693823174e-03j), (-8.357608874582669184e-03+4.403057020269496996e-02j), (-3.389902090246545152e-02+7.220212567011481328e-03j), (2.192280450647151116e-03-2.601674085195309488e-02j), (2.334922788834953994e-02-1.242000731051654330e-02j), (-2.549621987066631734e-04+1.518593845382783421e-02j), (-1.800473684311142131e-02+1.486442752726603589e-02j), (-2.340248395579537510e-04-7.080974462144585917e-03j), (1.580728694018824002e-02-1.588453182149662801e-02j)
 (3.751651614681406760e-02-1.161986888200983864e-01j), (-1.321060325368262622e-01-2.666927533533452327e-02j), (7.280297937691854182e-02+3.282070706633025692e-01j), (3.256996648909880054e-01-4.603689000654787034e-01j), (7.585231227251496011e-02+2.934260462564562966e-01j), (-1.461258269503111495e-01-3.356629575491244105e-02j), (2.915890727223745607e-02-7.216811861738256506e-02j), (3.863375251629090623e-02+2.012609794126498514e-02j), (-9.193723960383280713e-03+3.052794084160365129e-02j), (-1.809173396227522698e-02-8.664319254473874451e-03j), (2.794370696889050820e-03-1.959508595301591785e-02j), (9.416430594036084151e-03+4.211719051661308097e-03j), (-2.549621987142317719e-04+1.518593845382905719e-02j), (-4.071939548786320320e-03-1.767298834914330860e-03j), (-8.361150858065061198e-04-1.350262936108498173e-02j)
 (7.253277341876941675e-02+1.290588537426991603e-02j), (2.613051173577308692e-02-5.965400712653486093e-02j), (-1.735469943874440868e-01-2.291358727930559169e-02j), (7.585231227250631425e-02+2.934260462564647343e-01j), (3.531208323281420647e-01-4.710216085410892095e-01j), (7.583137491335822933e-02+3.156929591724437212e-01j), (-1.660050534392892296e-01-1.944906276833639758e-02j), (2.832279218643114077e-02-8.567074797848034384e-02j), (5.444103945648635923e-02+4.241566119786009670e-03j), (-8.591633714142935321e-03+3.694959574053828522e-02j), (-3.202453125659386612e-02+7.967407107705369931e-03j), (2.794370696891508923e-03-1.959508595302207959e-02j), (2.334922788835193733e-02-1.242000731050773611e-02j), (-8.570524449570057768e-04+8.764283554882262850e-03j), (-1.987922648897668884e-02+1.411723298658303094e-02j)
 (-1.138600441103668551e-02+5.654468169355555962e-02j), (3.109181156814211366e-02+1.666157343030885002e-02j), (2.917984463137187484e-02-9.443503153338105027e-02j), (-1.461258269502948293e-01-3.356629575491627132e-02j), (7.583137491334958347e-02+3.156929591724564887e-01j), (3.332416058391627356e-01-4.569043755545184604e-01j), (7.499525982755550491e-02+3.021903298113453040e-01j), (-1.501977664990946093e-01-3.533359458980969703e-02j), (2.892488243267059278e-02-7.924909307955370352e-02j), (4.050824216216498963e-02+2.087329248197145395e-02j), (-8.591633714133161889e-03+3.694959574053026385e-02j), (-1.809173396228314773e-02-8.664319254468106496e-03j), (2.192280450649009005e-03-2.601674085195476716e-02j), (7.541940948161629521e-03+3.464524510968742654e-03j), (-2.093735914945014931e-05+2.226691291598328210e-02j)
 (-4.144096185063488036e-02+3.755688056038465616e-03j), (-8.336671515423499379e-03+2.176365728670787841e-02j), (5.851297900527468315e-02+6.008864954703745792e-03j), (2.915890727222763407e-02-7.216811861739053091e-02j), (-1.660050534392835953e-01-1.944906276834486303e-02j), (7.499525982755857190e-02+3.021903298113566838e-01j), (3.490488927793432006e-01-4.727889073759877769e-01j), (7.559735007380541383e-02+3.086119847102711811e-01j), (-1.641305637934210859e-01-1.870186822762687218e-02j), (2.892488243268361708e-02-7.924909307955967097e-02j), (5.444103945647518761e-02+4.241566119797576806e-03j), (-9.193723960381454050e-03+3.052794084160110472e-02j), (-3.389902090246553479e-02+7.220212566998972237e-03j), (3.028395536452302417e-03-1.251411149084404734e-02j), (2.742116743713782223e-02-1.065270847561943304e-02j)
 (3.049332895609564026e-03-3.478102440684174845e-02j), (-1.401979441349797927e-02-6.897020419574163841e-03j), (-8.357608874571115926e-03+4.403057020270340072e-02j), (3.863375251628539675e-02+2.012609794127307589e-02j), (2.832279218643799640e-02-8.567074797849329182e-02j), (-1.501977664991049899e-01-3.533359458980869783e-02j), (7.559735007380864735e-02+3.086119847102820613e-01j), (3.351160954850167517e-01-4.561571810138147498e-01j), (7.559735007381607197e-02+3.086119847102799518e-01j), (-1.501977664991047678e-01-3.533359458981043949e-02j), (2.832279218642637722e-02-8.567074797848822643e-02j), (3.863375251630077334e-02+2.012609794127011298e-02j), (-8.357608874582936331e-03+4.403057020270140925e-02j), (-1.401979441348831859e-02-6.897020419573325102e-03j), (3.049332895601702259e-03-3.478102440684004842e-02j)
 (2.742116743714367866e-02-1.065270847561234670e-02j), (3.028395536446714005e-03-1.251411149084838415e-02j), (-3.389902090246754013e-02+7.220212566996841996e-03j), (-9.193723960374725057e-03+3.052794084160206228e-02j), (5.444103945647293941e-02+4.241566119804727336e-03j), (2.892488243267728881e-02-7.924909307956476412e-02j), (-1.641305637934174499e-01-1.870186822763716950e-02j), (7.559735007380802285e-02+3.086119847102941627e-01j), (3.490488927793383156e-01-4.727889073760040417e-01j), (7.499525982755715636e-02+3.021903298113551295e-01j), (-1.660050534392795152e-01-1.944906276833623104e-02j), (2.915890727222757162e-02-7.216811861739411138e-02j), (5.851297900527524520e-02+6.008864954706028688e-03j), (-8.336671515433460161e-03+2.176365728669889948e-02j), (-4.144096185062368098e-02+3.755688056049956425e-03j)
 (-2.093735916167994981e-05+2.226691291598824687e-02j), (7.541940948178702669e-03+3.464524510968461195e-03j), (2.192280450634295080e-03-2.601674085195884029e-02j), (-1.809173396227358246e-02-8.664319254471201243e-03j), (-8.591633714138249833e-03+3.694959574053909013e-02j), (4.050824216216736273e-02+2.087329248196727327e-02j), (2.892488243266692557e-02-7.924909307955220472e-02j), (-1.501977664990904460e-01-3.533359458981956414e-02j), (7.499525982754998155e-02+3.021903298113614578e-01j), (3.332416058391628466e-01-4.569043755545248442e-01j), (7.583137491336056080e-02+3.156929591724482731e-01j), (-1.461258269503137863e-01-3.356629575490419071e-02j), (2.917984463138703632e-02-9.443503153338712874e-02j), (3.109181156813677072e-02+1.666157343031464400e-02j), (-1.138600441103794839e-02+5.654468169354988361e-02j)
