 (3.046823916883690808e-01-7.238033250120523565e-01j), (3.728306622252661184e-01+2.892705123365977848e-01j), (-1.249979733740081977e-01+1.826311963519853254e-01j), (-8.349723746500646582e-02-1.026951491671660929e-02j), (-2.963193332420026999e-02-5.038868046783718385e-02j), (9.636414417150440323e-03-5.123388306176987483e-02j), (2.205818673254101789e-02-1.938361478337343943e-02j), (1.305321475343964102e-02+1.543475952856073266e-02j), (-4.422287027722859171e-04+3.346138436708004371e-02j), (-4.585081982629624769e-03+2.592282382446066402e-02j)
 (3.728306622252688940e-01+2.892705123366065001e-01j), (1.796844183143688489e-01-5.411721286600530423e-01j), (2.893334247602451503e-01+2.790009974198600640e-01j), (-1.546299066982032011e-01+1.322425158841569193e-01j), (-7.386082304785354657e-02-6.150339797849718737e-02j), (-7.573746591663325228e-03-6.977229525120266784e-02j), (2.268962917059397580e-02-3.579912353320618967e-02j), (2.161595802976282524e-02+1.407776958371665006e-02j), (8.468132770817348928e-03+4.135758335299892507e-02j), (-4.422287027778432121e-04+3.346138436709081287e-02j)
 (-1.249979733740227000e-01+1.826311963519780812e-01j), (2.893334247602530329e-01+2.790009974198658371e-01j), (1.500524849901785918e-01-5.915608091278817815e-01j), (2.989698391774129327e-01+2.277671143581067037e-01j), (-1.325717199656819001e-01+1.128589011007812420e-01j), (-6.080760829441262533e-02-4.606863844994591589e-02j), (-8.015975294432356804e-03-3.631091088410980106e-02j), (1.810454718796636678e-02-9.876299708764350871e-03j), (2.161595802975935579e-02+1.407776958372005359e-02j), (1.305321475344646542e-02+1.543475952855305651e-02j)
 (-8.349723746499443378e-02-1.026951491671260208e-02j), (-1.546299066982130821e-01+1.322425158841510628e-01j), (2.989698391774105457e-01+2.277671143581051216e-01j), (1.721106717226914273e-01-6.109444239112788999e-01j), (3.120230539308608275e-01+2.432018738866728591e-01j), (-1.330139486684439043e-01+1.463202854678751774e-01j), (-6.539269027704421033e-02-2.014581462549642696e-02j), (-8.015975294438161189e-03-3.631091088411596279e-02j), (2.268962917059959630e-02-3.579912353320467699e-02j), (2.205818673253279530e-02-1.938361478337957688e-02j)
 (-2.963193332419910425e-02-5.038868046785342780e-02j), (-7.386082304785182573e-02-6.150339797849017909e-02j), (-1.325717199656767376e-01+1.128589011007873621e-01j), (3.120230539308546103e-01+2.432018738866664198e-01j), (1.716684430199291456e-01-5.774830395441812314e-01j), (3.074379719482228657e-01+2.691246977111182992e-01j), (-1.330139486684505101e-01+1.463202854678540277e-01j), (-6.080760829440132881e-02-4.606863844993325935e-02j), (-7.573746591675694674e-03-6.977229525119921227e-02j), (9.636414417161067239e-03-5.123388306176616253e-02j)
 (9.636414417161249385e-03-5.123388306175121615e-02j), (-7.573746591660244359e-03-6.977229525120470788e-02j), (-6.080760829441786419e-02-4.606863844993925455e-02j), (-1.330139486684530914e-01+1.463202854678622711e-01j), (3.074379719482309703e-01+2.691246977111075855e-01j), (1.716684430199328648e-01-5.774830395441770126e-01j), (3.120230539308495032e-01+2.432018738866819074e-01j), (-1.325717199656803458e-01+1.128589011007678500e-01j), (-7.386082304784566399e-02-6.150339797849400242e-02j), (-2.963193332420189369e-02-5.038868046783628180e-02j)
 (2.205818673252478088e-02-1.938361478338197080e-02j), (2.268962917059699769e-02-3.579912353320774399e-02j), (-8.015975294438041493e-03-3.631091088412496948e-02j), (-6.539269027702492021e-02-2.014581462546970528e-02j), (-1.330139486684569494e-01+1.463202854678664344e-01j), (3.120230539308455620e-01+2.432018738866510155e-01j), (1.721106717227111060e-01-6.109444239112643560e-01j), (2.989698391774065489e-01+2.277671143581166124e-01j), (-1.546299066982070591e-01+1.322425158841367965e-01j), (-8.349723746500836707e-02-1.026951491671111716e-02j)
 (1.305321475342916676e-02+1.543475952856931260e-02j), (2.161595802975632696e-02+1.407776958371050914e-02j), (1.810454718798470974e-02-9.876299708763552898e-03j), (-8.015975294436348403e-03-3.631091088411777384e-02j), (-6.080760829442250631e-02-4.606863844993415447e-02j), (-1.325717199656702983e-01+1.128589011007807008e-01j), (2.989698391774097130e-01+2.277671143581047886e-01j), (1.500524849901697655e-01-5.915608091278934388e-01j), (2.893334247602584730e-01+2.790009974198778275e-01j), (-1.249979733740164273e-01+1.826311963519784420e-01j)
 (-4.422287027605973503e-04+3.346138436707778163e-02j), (8.468132770814897764e-03+4.135758335300980526e-02j), (2.161595802975749270e-02+1.407776958372103197e-02j), (2.268962917058652690e-02-3.579912353321888091e-02j), (-7.573746591653916088e-03-6.977229525119661713e-02j), (-7.386082304785876462e-02-6.150339797849274648e-02j), (-1.546299066982020354e-01+1.322425158841412651e-01j), (2.893334247602558085e-01+2.790009974198816023e-01j), (1.796844183143603835e-01-5.411721286600621461e-01j), (3.728306622252655633e-01+2.892705123366002828e-01j)
 (-4.585081982617429663e-03+2.592282382445090100e-02j), (-4.422287027705685408e-04+3.346138436708598340e-02j), (1.305321475342880594e-02+1.543475952856470518e-02j), (2.205818673253251080e-02-1.938361478337730787e-02j), (9.636414417165197616e-03-5.123388306177880519e-02j), (-2.963193332418945225e-02-5.038868046782078031e-02j), (-8.349723746502715760e-02-1.026951491671813932e-02j), (-1.249979733740060606e-01+1.826311963519658410e-01j), (3.728306622252628988e-01+2.892705123366148823e-01j), (3.046823916883859007e-01-7.238033250120549100e-01j)
