 (4.858735787778754589e-01-1.585997368935012641e-01j), (-1.757963290877103124e-01+2.195051676049957490e-01j), (-2.018256526915445520e-02-1.603229207615287644e-01j), (8.960066219261314524e-02+4.413175813325942443e-02j), (-5.681949552169510143e-02+4.003390707822836181e-02j), (-7.181760011037528237e-03-4.934091668626233024e-02j), (3.776550430003460662e-02+9.304739100426263898e-03j), (-2.110697172316239323e-02+2.481207770909404572e-02j), (-1.094302828734483243e-02-2.261231591517156442e-02j), (2.253819544239455894e-02-2.270475588979275604e-03j), (-7.833962855958588600e-03+1.790179530071833031e-02j), (-1.147652414882784251e-02-1.037459559202313399e-02j), (1.431491532775531692e-02-6.644951342213156753e-03j), (-1.268997259554575322e-03+1.259221052817966098e-02j), (-1.063803593741199927e-02-3.310712021044894503e-03j), (8.882370342550426068e-03-7.854185403838320062e-03j), (2.261172516514308416e-03+8.038467988469980008e-03j), (-9.180618952500165311e-03+9.955140823454014087e-04j), (4.981761152025795947e-03-7.371046185689390101e-03j), (4.143793098924562768e-03+4.185893482385411556e-03j), (-7.500464301419810208e-03+3.391630062361435105e-03j), (2.106317149005637167e-03-5.865532074567216675e-03j), (5.043431431165794170e-03+1.045772245887342973e-03j), (-5.818746236028337140e-03+4.369246889238350730e-03j), (-2.509406419596476104e-07-3.827055209460138250e-03j), (5.304214296037865900e-03-1.301678928110698227e-03j), (-4.203051766736024680e-03+4.262128083602718075e-03j), (-1.568383346918754591e-03-1.651309574560590621e-03j), (5.191606078992460661e-03-2.761604053393036055e-03j), (-2.715608117827035452e-03+3.312960352787295247e-03j), (-2.727279791769442966e-03+3.817689546081203021e-04j), (4.826832405516734426e-03-3.330796531176369833e-03j), (-1.322828149104207781e-03+1.796297492163765556e-03j), (-3.617017175449290228e-03+2.021820246399534584e-03j), (4.302667054764502431e-03-3.054898596532421885e-03j)
 (-1.757963290877099793e-01+2.195051676049956657e-01j), (4.656910135087204416e-01-3.189226576550298620e-01j), (-8.619566689509661206e-02+2.636369257382548126e-01j), (-7.700206079085009092e-02-1.202890136833000279e-01j), (8.241890218157582604e-02-5.209158553003211123e-03j), (-1.905399122166026582e-02+4.933864617865485469e-02j), (-2.828873173420038897e-02-2.452883897716831574e-02j), (2.682247601269021134e-02-1.330757681474546879e-02j), (1.431223719232000043e-03+2.254160212011507153e-02j), (-1.877699114330340716e-02-4.710520614453542892e-03j), (1.106167129356664530e-02-1.264507118100221400e-02j), (6.480952471797005870e-03+1.125684395850514580e-02j), (-1.274552140838279904e-02+2.217614936156487096e-03j), (3.676879390343577858e-03-9.955663363257968856e-03j), (7.613373082995758372e-03+4.738025124341299285e-03j), (-8.376863420897752432e-03+4.727755967425085505e-03j), (-2.982486099496087055e-04-6.858671321492875068e-03j), (7.242933668539898798e-03+6.674218027804910275e-04j), (-5.036825853575239119e-03+5.181407564730958898e-03j), (-2.518703149394551158e-03-3.979416123328106784e-03j), (6.250110247930807522e-03-1.679638592181727924e-03j), (-2.457032870254575486e-03+4.437402308248829252e-03j), (-3.712429087022214684e-03-1.496285185328994965e-03j), (5.043180490523361918e-03-2.781282963572697699e-03j), (-5.145319399899356445e-04+3.067567961127732300e-03j), (-4.203302707378481218e-03+4.350728741422868733e-04j), (3.735830949119351568e-03-2.952988502670885959e-03j), (9.885543122565901546e-04+1.500524030209355025e-03j), (-4.283991464746305690e-03+1.661650778226800036e-03j), (2.464326287223652604e-03-2.379835098784689480e-03j), (2.111224287689130417e-03-1.783617838958231807e-05j), (-4.050107940873228993e-03+2.178066446772580506e-03j), (1.209815230067104192e-03-1.308976284777572290e-03j), (2.979838905660578061e-03-1.258601104368037684e-03j), (-3.617017175449469338e-03+2.021820246399180700e-03j)
 (-2.018256526915505195e-02-1.603229207615285146e-01j), (-8.619566689509597368e-02+2.636369257382544240e-01j), (4.088715179870240357e-01-2.788887505768004593e-01j), (-9.337742690613337615e-02+2.142960090519916150e-01j), (-3.923655649081526225e-02-1.109842745828732158e-01j), (6.131193045841244749e-02+1.960291915609069582e-02j), (-2.999701950900398803e-02+2.672633026348297455e-02j), (-5.750536291806433720e-03-2.679931456614696381e-02j), (1.898851315673158457e-02+4.594218485972156353e-03j), (-1.004530042959560568e-02+1.216700652809247010e-02j), (-4.462075815548017382e-03-1.135547195666693383e-02j), (9.792674034011577752e-03-5.286065282250141176e-05j), (-4.157083465614472111e-03+7.946131937460243488e-03j), (-3.863151065832583740e-03-5.636570467681770516e-03j), (5.938051906857757904e-03-1.917195374788086644e-03j), (-1.567245869504127215e-03+5.733539206686787647e-03j), (-3.395102268872273073e-03-2.643290218264397404e-03j), (3.845544488975454096e-03-2.672777839107302184e-03j), (-2.575306328807946011e-04+4.059051865141691945e-03j), (-2.930508704568398487e-03-6.841245098360826784e-04j), (2.524728281770021333e-03-2.933643877440684014e-03j), (4.313640119034713714e-04+2.689608297056240299e-03j), (-2.457283810897370729e-03+6.103470987891928797e-04j), (1.591785209016597074e-03-2.797964113439967929e-03j), (8.401287237862116192e-04+1.480845120029803752e-03j), (-2.082915286907751316e-03+1.416258386567793501e-03j), (9.883033716137439549e-04-2.326531179251484054e-03j), (1.020222831291615288e-03+3.599718501168091417e-04j), (-1.738725479511525531e-03+1.882292984817698998e-03j), (5.428409407690397643e-04-1.669145752950437159e-03j), (1.141498138120529242e-03-5.835376066195905719e-04j), (-1.505792887760962987e-03+2.003984068008428203e-03j), (2.525591138919774112e-04-8.768321497584271457e-04j), (1.209815230066495521e-03-1.308976284778579514e-03j), (-1.322828149103620794e-03+1.796297492164756517e-03j)
 (8.960066219261383913e-02+4.413175813325902197e-02j), (-7.700206079085093747e-02-1.202890136832995144e-01j), (-9.337742690613300145e-02+2.142960090519913097e-01j), (4.466370222870589823e-01-2.695840114763736750e-01j), (-1.144843986292970323e-01+2.391080867610854699e-01j), (-5.017958477815838425e-02-1.335965904980452312e-01j), (8.385012590080578865e-02+1.733244356711241552e-02j), (-3.783098236496246214e-02+4.462812556420018423e-02j), (-1.722706044063360142e-02-3.717391015816930155e-02j), (3.330342848448621107e-02-2.050732856241272752e-03j), (-1.131429768915004179e-02+2.475921705627212935e-02j), (-1.510011175295981195e-02-1.466618397771189686e-02j), (1.867504437656196739e-02-7.907046056660455013e-03j), (-1.895910949100558344e-03+1.598459992592963369e-02j), (-1.304377001833210460e-02-4.641056385335896178e-03j), (1.091981305888301869e-02-9.288241560477673853e-03j), (2.576547229420861861e-03+9.919432689072204407e-03j), (-1.089556657029276676e-02+7.483398440970416045e-04j), (5.951861637982251360e-03-8.538309913674504981e-03j), (4.785900798283591190e-03+5.104824111029223135e-03j), (-8.749254940595556015e-03+3.685122379401661440e-03j), (2.524477341127334511e-03-6.760699086899846916e-03j), (5.735578307941927891e-03+1.387929368944609441e-03j), (-6.660335577634297899e-03+4.872475182392302026e-03j), (2.340186209898349745e-05-4.449273688000248902e-03j), (6.031734802777916592e-03-1.280758933363920337e-03j), (-4.798523404735095116e-03+4.729218739355573603e-03j), (-1.738976420154276538e-03-1.944762224643154392e-03j), (5.847055236806467972e-03-2.970824681060586780e-03j), (-3.061553628614144089e-03+3.678590476983067438e-03j), (-3.074176234681293141e-03+3.526744934472996005e-04j), (5.444165192885812299e-03-3.638436203150395912e-03j), (-1.505792887761756623e-03+2.003984068007283285e-03j), (-4.050107940871842949e-03+2.178066446774459645e-03j), (4.826832405515632009e-03-3.330796531177813123e-03j)
 (-5.681949552169539980e-02+4.003390707822863936e-02j), (8.241890218157615910e-02-5.209158553003582354e-03j), (-3.923655649081538022e-02-1.109842745828729660e-01j), (-1.144843986292971155e-01+2.391080867610854699e-01j), (4.356939939997164779e-01-2.921963273915460513e-01j), (-9.194620318690419070e-02+2.368376111721077759e-01j), (-5.801354763411654264e-02-1.156947951973285871e-01j), (7.237360175197883605e-02+6.957847975090386550e-03j), (-2.351606703720846014e-02+3.798317422198689564e-02j), (-1.849605770018722395e-02-2.458169962999010721e-02j), (2.266539254707379200e-02-5.361444877285815105e-03j), (-2.431927346599268777e-03+1.690503165243412848e-02j), (-1.283893923644622778e-02-6.627715989242890030e-03j), (9.494425424062832505e-03-6.911531974313950971e-03j), (3.085850202924293045e-03+8.613553740239593068e-03j), (-8.899976919406990192e-03-4.551629029504278105e-04j), (3.419348757462814699e-03-5.896611498115937773e-03j), (4.682864378427178606e-03+4.053900614504594817e-03j), (-5.852135139127996946e-03+1.794112089984880275e-03j), (1.331154019548743891e-04-4.169063024436954826e-03j), (4.785649857641221389e-03+1.277768901570275773e-03j), (-3.445040644557815016e-03+2.383443451289661303e-03j), (-1.678574425608552910e-03-2.498571003296230688e-03j), (4.167194961023421365e-03-2.633802056161550862e-04j), (-1.468729498642221912e-03+2.110871128998922930e-03j), (-2.692206255728228029e-03-1.136313335212663957e-03j), (3.304455011009645865e-03-8.989899787554657754e-04j), (2.830900077976765145e-05+1.398422208178058852e-03j), (-3.061804569256742006e-03-1.484647324777059376e-04j), (2.230038061356113058e-03-9.490044346627650191e-04j), (1.241113426150837560e-03+6.236918804519396564e-04j), (-3.074176234681678249e-03+3.526744934466883273e-04j), (1.141498138121810335e-03-5.835376066181097686e-04j), (2.111224287687220487e-03-1.783617839144801317e-05j), (-2.727279791767987533e-03+3.817689546094232963e-04j)
 (-7.181760011037891661e-03-4.934091668626233024e-02j), (-1.905399122165969683e-02+4.933864617865484081e-02j), (6.131193045841194095e-02+1.960291915609072011e-02j), (-5.017958477815806506e-02-1.335965904980453145e-01j), (-9.194620318690431560e-02+2.368376111721078037e-01j), (4.278600311437586456e-01-2.742945320908297679e-01j), (-1.034227273357314070e-01+2.264630155800861078e-01j), (-4.369863230636267248e-02-1.223397465395421185e-01j), (7.110460449242558822e-02+1.955005850326922354e-02j), (-3.415410297462127820e-02+3.467246220094306886e-02j), (-9.613687357636358996e-03-3.243588503382881238e-02j), (2.492656506358759821e-02+2.677023111183484891e-03j), (-1.161254629909864826e-02+1.790054573478080252e-02j), (-7.857178084421292258e-03-1.399876217493327933e-02j), (1.363821852298804059e-02-2.725638491928280074e-03j), (-4.414614098495887526e-03+1.200518380260143583e-02j), (-6.793659770400993503e-03-6.320694977518349217e-03j), (8.462780188628053757e-03-4.850839252227814175e-03j), (-1.135881857600563958e-03+8.423147503742019204e-03j), (-5.852386079770167254e-03-2.032943119474103083e-03j), (5.437329697992333497e-03-5.470741952548834400e-03j), (5.825980909059992347e-04+5.539896985173761897e-03j), (-5.013423991477353701e-03+7.321338767290059548e-04j), (3.513031653384544178e-03-5.260175056689702158e-03j), (1.451586843195596180e-03+3.049580147171475179e-03j), (-4.196009290410364703e-03+2.492640083607375323e-03j), (2.134626149786733942e-03-4.467109866390157891e-03j), (1.981626861907133125e-03+8.973075134098626579e-04j), (-3.588708174670566121e-03+3.420242454576187443e-03j), (1.240862485508034078e-03-3.203363329009345246e-03j), (2.230038061356230152e-03-9.490044346627054964e-04j), (-3.061553628613765052e-03+3.678590476983489409e-03j), (5.428409407676924262e-04-1.669145752951352226e-03j), (2.464326287225601566e-03-2.379835098783682906e-03j), (-2.715608117828495222e-03+3.312960352786660338e-03j)
 (3.776550430003536990e-02+9.304739100426034915e-03j), (-2.828873173420144368e-02-2.452883897716796879e-02j), (-2.999701950900315883e-02+2.672633026348266230e-02j), (8.385012590080534456e-02+1.733244356711252654e-02j), (-5.801354763411621651e-02-1.156947951973285316e-01j), (-1.034227273357316845e-01+2.264630155800859690e-01j), (4.421749464715128974e-01-2.809394834330433133e-01j), (-1.046917245952848907e-01+2.390552261082651841e-01j), (-5.433666824377546278e-02-1.256504585605856261e-01j), (7.998697483497631266e-02+1.169587309942998060e-02j), (-3.189293045810695504e-02+4.271093018941297947e-02j), (-1.879430631013665962e-02-3.144037095148254080e-02j), (2.990832621561351559e-02-4.694023074506738745e-03j), (-7.468753200174129726e-03+2.208643921716631209e-02j), (-1.535764238584114150e-02-1.060713211257126136e-02j), (1.574453567199391585e-02-8.591170566496383193e-03j), (6.288173326694833712e-04+1.305095604848963836e-02j), (-1.261240600642889696e-02-1.951448088280808603e-03j), (8.462529247985911204e-03-8.677894461687074221e-03j), (4.168332438437072525e-03+7.121468575630549025e-03j), (-1.005543784650561080e-02+2.229184964128829230e-03j), (3.868946351072818229e-03-7.122051527108787077e-03j), (5.774204169899386022e-03+2.778292931779519775e-03j), (-7.729032109305653334e-03+4.045094229517303547e-03j), (7.857518616167745700e-04-4.878406102081693854e-03j), (6.278419248710425012e-03-2.812163840057526915e-04j), (-5.518837439512904765e-03+4.288937575772417202e-03j), (-1.482391025663541174e-03-2.445289619991565695e-03j), (6.284293916671883189e-03-2.157591083122420341e-03j), (-3.588708174670344510e-03+3.420242454576871358e-03j), (-3.061804569256813997e-03-1.484647324782222347e-04j), (5.847055236805950157e-03-2.970824681060577239e-03j), (-1.738725479510278915e-03+1.882292984817915404e-03j), (-4.283991464747853931e-03+1.661650778226709179e-03j), (5.191606078993537057e-03-2.761604053393078555e-03j)
 (-2.110697172316303161e-02+2.481207770909430940e-02j), (2.682247601269092951e-02-1.330757681474588512e-02j), (-5.750536291806766787e-03-2.679931456614660298e-02j), (-3.783098236496246214e-02+4.462812556420009402e-02j), (7.237360175197868339e-02+6.957847975090161036e-03j), (-4.369863230636221452e-02-1.223397465395417161e-01j), (-1.046917245952853764e-01+2.390552261082648511e-01j), (4.315369105341004818e-01-2.842501954540869735e-01j), (-9.580935425273423567e-02+2.312010407044259308e-01j), (-5.207549572726095227e-02-1.176119905721156877e-01j), (7.080635588247555234e-02+1.269138718177607178e-02j), (-2.691116930608016683e-02+3.533988400372302385e-02j), (-1.465051321121320707e-02-2.725447746909734348e-02j), (2.240786191419443310e-02-1.302393012144320052e-03j), (-5.362436051168632638e-03+1.622090714259790539e-02j), (-1.031421095467578708e-02-9.561359866683018932e-03j), (9.925789435966180657e-03-4.221923677258583238e-03j), (6.285663920271816578e-04+9.223900839029922083e-03j), (-7.308191710391031930e-03-3.253127016391772677e-03j), (4.259477481250027037e-03-4.415766378084667529e-03j), (2.599949091518219922e-03+5.470159001071236461e-03j), (-4.863831767512968862e-03-5.324190892662305965e-04j), (1.153338233245104066e-03-3.809091174319612257e-03j), (3.046924378131326931e-03+3.160061886386862813e-03j), (-2.902199703790736465e-03+7.142976983404055987e-04j), (-5.370762874858202437e-04-3.082108609916769069e-03j), (2.661402073260256147e-03+1.740603862393027938e-03j), (-1.216170384748297816e-03+1.234038979239708870e-03j), (-1.482391025663284435e-03-2.445289619990362665e-03j), (1.981626861907124018e-03+8.973075134084487498e-04j), (2.830900077920495053e-05+1.398422208178740165e-03j), (-1.738976420153221392e-03-1.944762224643073944e-03j), (1.020222831290432640e-03+3.599718501165998907e-04j), (9.885543122575245201e-04+1.500524030209243135e-03j), (-1.568383346919244217e-03-1.651309574560333882e-03j)
 (-1.094302828734461386e-02-2.261231591517170667e-02j), (1.431223719231996573e-03+2.254160212011532480e-02j), (1.898851315673109885e-02+4.594218485971897012e-03j), (-1.722706044063289019e-02-3.717391015816923217e-02j), (-2.351606703720879321e-02+3.798317422198710380e-02j), (7.110460449242522740e-02+1.955005850326884190e-02j), (-5.433666824377481747e-02-1.256504585605852931e-01j), (-9.580935425273448547e-02+2.312010407044256810e-01j), (4.337980830506145136e-01-2.762117274656172849e-01j), (-1.049899732052346490e-01+2.321965547867724244e-01j), (-4.709373457523447631e-02-1.249830367578059903e-01j), (7.495014898139906734e-02+1.687728066416137665e-02j), (-3.441163360749901340e-02+3.873151406608557612e-02j), (-1.254419606220786264e-02-3.312000954366588201e-02j), (2.745129334535974935e-02-2.566207662560680836e-04j), (-1.118118228719606685e-02+2.059015403183597770e-02j), (-1.031446189531846913e-02-1.338841507614318971e-02j), (1.523000373200431197e-02-5.523602605369138351e-03j), (-3.574485374708863406e-03+1.348602892263207551e-02j), (-8.876575057309625191e-03-4.904436590950925212e-03j), (9.451083560242101722e-03-7.177370431479945280e-03j), (-1.156590263086333843e-04+8.783119353860745215e-03j), (-7.591111559281924805e-03-1.506501346591740051e-04j), (5.980170638760672758e-03-7.139887705496518987e-03j), (1.724096229028407616e-03+4.956359378552135410e-03j), (-6.519216879240735327e-03+2.736117944738700614e-03j), (3.765590767278557613e-03-6.137007206449143250e-03j), (2.661402073260835111e-03+1.740603862394167652e-03j), (-5.518837439513276863e-03+4.288937575770597477e-03j), (2.134626149786183168e-03-4.467109866388804806e-03j), (3.304455011011088721e-03-8.989899787555946870e-04j), (-4.798523404736723154e-03+4.729218739354748742e-03j), (9.883033716147657070e-04-2.326531179250555543e-03j), (3.735830949119124320e-03-2.952988502671342191e-03j), (-4.203051766736158254e-03+4.262128083602781392e-03j)
 (2.253819544239458669e-02-2.270475588979267365e-03j), (-1.877699114330374022e-02-4.710520614453641772e-03j), (-1.004530042959482505e-02+1.216700652809266439e-02j), (3.330342848448522575e-02-2.050732856241403723e-03j), (-1.849605770018650230e-02-2.458169962999019395e-02j), (-3.415410297462145861e-02+3.467246220094334641e-02j), (7.998697483497616001e-02+1.169587309942977590e-02j), (-5.207549572726084819e-02-1.176119905721157294e-01j), (-1.049899732052345797e-01+2.321965547867725632e-01j), (4.387798442026403789e-01-2.835827736513080732e-01j), (-1.008461801063102875e-01+2.363824482691582185e-01j), (-5.459419887665429433e-02-1.215914066954437850e-01j), (7.705646613040520454e-02+1.101174858959297342e-02j), (-2.936820217633423491e-02+3.977728631197349762e-02j), (-1.836294229823483976e-02-2.875076265442739684e-02j), (2.745104240471661974e-02-4.083675975716715909e-03j), (-5.876967991157540892e-03+1.928847510372570448e-02j), (-1.451751366205470198e-02-9.126286992540939141e-03j), (1.366162038508562070e-02-7.174912179928692041e-03j), (1.617120704283422482e-03+1.072442486923726353e-02j), (-1.159218317513648067e-02-1.591476238161788556e-03j), (6.723803768472820519e-03-6.795601476872567548e-03j), (4.711173379207437076e-03+5.452322822683356232e-03j), (-8.913939708385245492e-03+1.645647357506871628e-03j), (2.363153463310817878e-03-5.118067459099226967e-03j), (6.026763283792728118e-03+1.901460782020757611e-03j), (-6.519216879239900057e-03+2.736117944739064906e-03j), (-5.370762874869113848e-04-3.082108609917739647e-03j), (6.278419248710796242e-03-2.812163840047023165e-04j), (-4.196009290409443565e-03+2.492640083607059603e-03j), (-2.692206255730013494e-03-1.136313335213464748e-03j), (6.031734802779477843e-03-1.280758933362345642e-03j), (-2.082915286908199309e-03+1.416258386566170667e-03j), (-4.203302707379062350e-03+4.350728741434154194e-04j), (5.304214296038581473e-03-1.301678928111213657e-03j)
