 (4.284682941067318174e-01-5.830295782764271378e-02j), (-1.949164121582867837e-01+9.656049099516170187e-02j), (6.416204196455239928e-02-1.032110910907926976e-01j), (1.432975828150610809e-02+7.963380835958450144e-02j), (-4.734894000953493443e-02-3.876157307644702288e-02j), (4.188312436745415118e-02-1.351857006303648721e-03j), (-1.493485828878938527e-02+2.576718392870386981e-02j), (-1.201164247761432081e-02-2.874904418561153446e-02j), (2.334217815417101438e-02+1.501567567681965504e-02j), (-1.620772921066822997e-02+4.028369381243868466e-03j), (-4.050744166957802078e-04-1.678855823423292329e-02j), (1.332671453627365041e-02+1.724464911081641932e-02j), (-1.427680232108960619e-02-7.170112904067421807e-03j), (4.544993646382074377e-03-5.965844593621362664e-03j), (7.243146025046994646e-03+1.388481235555444511e-02j), (-1.207095428179207064e-02-1.229821736716394526e-02j), (7.018668842263989065e-03+3.008504183561606839e-03j), (3.169646200745371203e-03+7.644798428729910472e-03j), (-1.018608534211455641e-02-1.286864417210886388e-02j), (8.628241850230124188e-03+9.544595339071561962e-03j)
 (-1.949164121582867004e-01+9.656049099516164635e-02j), (4.926303360712843138e-01-1.615140489184354045e-01j), (-1.805866538767806895e-01+1.761942993547461200e-01j), (1.681310195501748567e-02-1.419726641672396650e-01j), (5.621288264896023845e-02+7.828195135328086529e-02j), (-6.228379829832417919e-02-1.299438914774315307e-02j), (2.987148188983967598e-02-3.010090119191513938e-02j), (8.407319865381904928e-03+4.078285960552345546e-02j), (-2.821937168828289946e-02-2.472067480436756018e-02j), (2.293710373747562606e-02-1.772882557413328966e-03j), (-2.881014674394933878e-03+2.127301849206034157e-02j), (-1.468187673778509166e-02-2.395867113830031994e-02j), (1.787170818265554698e-02+1.127880451719498987e-02j), (-7.033656296042536081e-03+6.714699451487119580e-03j), (-7.525960635410023150e-03-1.826406196078541461e-02j), (1.426181486731097937e-02+1.689331653911610442e-02j), (-8.901308081046721554e-03-4.653418938434034785e-03j), (-3.167416499850519637e-03-9.860139988547305182e-03j), (1.179788805097543337e-02+1.718939376780152795e-02j), (-1.018608534211451824e-02-1.286864417210891245e-02j)
 (6.416204196455246866e-02-1.032110910907926282e-01j), (-1.805866538767808560e-01+1.761942993547460645e-01j), (4.452813960617495459e-01-2.002756219948823024e-01j), (-1.387035295093266840e-01+1.748424423484424561e-01j), (1.878243666228292946e-03-1.162054802385358437e-01j), (4.420124017134558631e-02+4.953290716766938634e-02j), (-3.894162014415269296e-02+2.021286529076335436e-03j), (1.366375267917069314e-02-2.607253181067106101e-02j), (8.002245448687061308e-03+2.399430137129031360e-02j), (-1.489265715201021183e-02-7.476025693550995138e-03j), (8.660301416386861212e-03-8.942995461480798478e-03j), (1.663978971986528575e-03+1.530717389843885834e-02j), (-7.438730712737777820e-03-1.007385878274564064e-02j), (5.800753900863366182e-03-1.019412849969251154e-03j), (-1.498745377853964375e-05+9.723203635048980123e-03j), (-4.356314434664661055e-03-1.061926353205561169e-02j), (4.075729525196514907e-03+4.024672367007195439e-03j), (-2.730662308167491545e-04+4.891176400637666823e-03j), (-3.167416499850370885e-03-9.860139988547469980e-03j), (3.169646200745237195e-03+7.644798428730059658e-03j)
 (1.432975828150592594e-02+7.963380835958437653e-02j), (1.681310195501781873e-02-1.419726641672394707e-01j), (-1.387035295093269061e-01+1.748424423484422618e-01j), (4.303465377729605024e-01-1.745084380661783841e-01j), (-1.507151719869414541e-01+1.460933981628310119e-01j), (2.522042182039994224e-02-1.011898045617163483e-01j), (2.799351096067639530e-02+5.356127654891359308e-02j), (-3.934669456084717576e-02-1.476727170515693827e-02j), (2.699046721544290026e-02-8.827882699854331175e-03j), (-6.274556872401181387e-03+1.682418846722275388e-02j), (-1.034766350562923119e-02-1.344187028717245408e-02j), (1.590344744143452546e-02+4.941816894073998781e-03j), (-1.040697530980582049e-02+3.008956531274403073e-03j), (-4.200618704737702153e-04-7.065354599183521628e-03j), (8.970400101608794197e-03+6.625385578760318445e-03j), (-1.020107279589305659e-02-3.145440537059803962e-03j), (4.271927415565275783e-03-1.074668192983906177e-03j), (4.075729525196779453e-03+4.024672367006929159e-03j), (-8.901308081047087581e-03-4.653418938433663554e-03j), (7.018668842264245804e-03+3.008504183561346197e-03j)
 (-4.734894000953464993e-02-3.876157307644683553e-02j), (5.621288264895980824e-02+7.828195135328054610e-02j), (1.878243666228698872e-03-1.162054802385355523e-01j), (-1.507151719869416207e-01+1.460933981628308176e-01j), (4.536887159271322245e-01-1.594927623893589996e-01j), (-1.669229011976105514e-01+1.501217675440751909e-01j), (2.481534740370552883e-02-1.179783627959497538e-01j), (4.132022549694847058e-02+7.080592565973041486e-02j), (-5.362349688193517039e-02-2.193738460922458472e-02j), (3.153546086182364150e-02-1.479372729347572593e-02j), (9.685891526466997026e-04+3.070900082277757542e-02j), (-2.241861778742165051e-02-2.574008765433705853e-02j), (2.292211628369848070e-02+7.950321077636364128e-03j), (-7.237329109060248490e-03+1.065375496000367690e-02j), (-1.060614721258845879e-02-1.993399877129206632e-02j), (1.759864195183882471e-02+1.616998091783189082e-02j), (-1.020107279589277383e-02-3.145440537060078916e-03j), (-4.356314434665177135e-03-1.061926353205511903e-02j), (1.426181486731154142e-02+1.689331653911558054e-02j), (-1.207095428179243320e-02-1.229821736716361566e-02j)
 (4.188312436745384587e-02-1.351857006303809616e-03j), (-6.228379829832370734e-02-1.299438914774287204e-02j), (4.420124017134512834e-02+4.953290716766906021e-02j), (2.522042182040026836e-02-1.011898045617160707e-01j), (-1.669229011976107180e-01+1.501217675440750243e-01j), (4.532836415104375405e-01-1.762813206235922525e-01j), (-1.535961866613384796e-01+1.673664166548920751e-01j), (1.053854508261744052e-02-1.251484757000174419e-01j), (4.586521914332928468e-02+6.484008106610904265e-02j), (-4.638035085688742287e-02-8.052572253669799604e-03j), (1.946450658003136616e-02-2.709194466064040324e-02j), (7.987257994910406875e-03+3.371750500634008996e-02j), (-1.924897158667580183e-02-1.809528922560802236e-02j), (1.273603094158352357e-02-4.918323094471899540e-03j), (1.390912741170013608e-03+2.019835029907504631e-02j), (-1.060614721258828705e-02-1.993399877129221204e-02j), (8.970400101608360516e-03+6.625385578760685339e-03j), (-1.498745377791254121e-05+9.723203635048466645e-03j), (-7.525960635410646783e-03-1.826406196078492195e-02j), (7.243146025047384959e-03+1.388481235555414500e-02j)
 (-1.493485828878914068e-02+2.576718392870391144e-02j), (2.987148188983927005e-02-3.010090119191526081e-02j), (-3.894162014415226969e-02+2.021286529076591308e-03j), (2.799351096067612121e-02+5.356127654891326695e-02j), (2.481534740370567108e-02-1.179783627959493930e-01j), (-1.535961866613384519e-01+1.673664166548917420e-01j), (4.390068391893492961e-01-1.834514335276599684e-01j), (-1.490511930149574504e-01+1.614005720612707029e-01j), (1.778169110766483763e-02-1.112636633444626100e-01j), (3.379426486153742221e-02+5.254186369894436881e-02j), (-3.936168201462414418e-02-5.044068070107184457e-03j), (2.263415278077766588e-02-1.944714623191149891e-02j), (-2.198827347204963985e-03+2.084886083423202405e-02j), (-1.062072973644522834e-02-8.550693886536873262e-03j), (1.273603094158348714e-02-4.918323094471913418e-03j), (-7.237329109060362982e-03+1.065375496000376017e-02j), (-4.200618704734199096e-04-7.065354599183696835e-03j), (5.800753900862828417e-03-1.019412849969019786e-03j), (-7.033656296041993980e-03+6.714699451486904475e-03j), (4.544993646381735239e-03-5.965844593621231692e-03j)
 (-1.201164247761444918e-02-2.874904418561145467e-02j), (8.407319865382104421e-03+4.078285960552337219e-02j), (1.366375267917050579e-02-2.607253181067108530e-02j), (-3.934669456084708555e-02-1.476727170515671622e-02j), (4.132022549694846364e-02+7.080592565973009567e-02j), (1.053854508261741277e-02-1.251484757000171089e-01j), (-1.490511930149575337e-01+1.614005720612705086e-01j), (4.462499852143966272e-01-1.695666211721052474e-01j), (-1.611221472967488411e-01+1.491023546941060707e-01j), (2.480035994992772774e-02-1.082551591609000330e-01j), (3.696391106228424928e-02+6.018666212767323498e-02j), (-4.954776735673999816e-02-1.791271224221520353e-02j), (3.126239463100861926e-02-9.902550892840446956e-03j), (-2.198827347205215953e-03+2.084886083423212813e-02j), (-1.924897158667553815e-02-1.809528922560823400e-02j), (2.292211628369836274e-02+7.950321077636648623e-03j), (-1.040697530980593324e-02+3.008956531274075211e-03j), (-7.438730712737466437e-03-1.007385878274531972e-02j), (1.787170818265519656e-02+1.127880451719473660e-02j), (-1.427680232108937894e-02-7.170112904067282161e-03j)
 (2.334217815417106642e-02+1.501567567681946942e-02j), (-2.821937168828293069e-02-2.472067480436730691e-02j), (8.002245448687030083e-03+2.399430137129012972e-02j), (2.699046721544303556e-02-8.827882699854338114e-03j), (-5.362349688193541325e-02-2.193738460922434880e-02j), (4.586521914332950672e-02+6.484008106610865407e-02j), (1.778169110766468844e-02-1.112636633444622491e-01j), (-1.611221472967488411e-01+1.491023546941059041e-01j), (4.532686540566592814e-01-1.665581169885426982e-01j), (-1.579525010960018128e-01+1.567471531228349646e-01j), (1.461427460781146784e-02-1.211238033330080954e-01j), (4.559215291251546287e-02+6.973125746674432857e-02j), (-4.954776735674042837e-02-1.791271224221513414e-02j), (2.263415278077832854e-02-1.944714623191179381e-02j), (7.987257994909789313e-03+3.371750500634070752e-02j), (-2.241861778742123418e-02-2.574008765433792242e-02j), (1.590344744143439709e-02+4.941816894075017064e-03j), (1.663978971986421456e-03+1.530717389843784353e-02j), (-1.468187673778489043e-02-2.395867113829952197e-02j), (1.332671453627350122e-02+1.724464911081598911e-02j)
 (-1.620772921066825772e-02+4.028369381244113930e-03j), (2.293710373747561218e-02-1.772882557413710605e-03j), (-1.489265715201008346e-02-7.476025693550632581e-03j), (-6.274556872401467617e-03+1.682418846722257000e-02j), (3.153546086182405089e-02-1.479372729347580052e-02j), (-4.638035085688783921e-02-8.052572253669501232e-03j), (3.379426486153773446e-02+5.254186369894400799e-02j), (2.480035994992754733e-02-1.082551591608996860e-01j), (-1.579525010960018405e-01+1.567471531228347981e-01j), (4.430825687145429903e-01-1.794267611606507329e-01j), (-1.493242592457704188e-01+1.662917484619061692e-01j), (1.461427460781103763e-02-1.211238033330081509e-01j), (3.696391106228507500e-02+6.018666212767315171e-02j), (-3.936168201462517807e-02-5.044068070106688326e-03j), (1.946450658003233067e-02-2.709194466064143020e-02j), (9.685891526460465792e-04+3.070900082277902565e-02j), (-1.034766350562899354e-02-1.344187028717414023e-02j), (8.660301416386958356e-03-8.942995461479162633e-03j), (-2.881014674395186714e-03+2.127301849205906134e-02j), (-4.050744166955865151e-04-1.678855823423222246e-02j)
