 (1.836971112854795529e-01-8.068884291757616456e-01j), (4.617525041141418707e-01+1.647633163658379363e-01j), (-4.754067280151477726e-02+1.918531707996134761e-01j), (-4.794357079035022062e-02+3.284548516112319877e-02j), (-4.028014316579272419e-02+1.282042279826420272e-02j), (-2.724098229808862709e-02-1.111083291465714273e-02j), (-1.246660380573260882e-02-1.725212074588906505e-02j), (4.436160095944276585e-04-1.765913969044582976e-02j), (8.875349046648713797e-03-1.182575153684044776e-02j), (1.181908756550644098e-02-4.298875844658870370e-03j), (9.915374403517559013e-03+2.690622581466737325e-03j), (5.000784733483016817e-03+6.935407734189540097e-03j), (-5.836055375766037358e-04+7.840343458127648282e-03j), (-4.766446750827612461e-03+5.842332927192711058e-03j), (-6.347161905400521519e-03+2.229059996263860720e-03j), (-5.247328387624020443e-03-1.469913847640670320e-03j), (-2.358685236469074478e-03-3.972213136783296974e-03j), (9.514231743630174746e-04-4.641826351870311472e-03j), (3.392002662713285155e-03-3.550774253816597111e-03j), (4.157458530599353677e-03-1.365482686409521564e-03j), (3.165210208224975355e-03+9.701474314842666990e-04j), (1.043921468345234511e-03+2.634339874605796938e-03j), (-1.211612051815241699e-03+3.145229084196410948e-03j), (-2.715417976120282177e-03+2.456174806020588585e-03j), (-2.967970977298580934e-03+9.768863550105519322e-04j), (-1.979302483530038983e-03-6.599479492903851524e-04j), (-2.643677788005252072e-04-1.884976336931005461e-03j), (1.405696379579149044e-03-2.322721293448352670e-03j), (2.333535010555192000e-03-1.892195075562487635e-03j), (2.194791151278065785e-03-8.317595250129883279e-04j), (1.164463184089724063e-03+4.225145913537514219e-04j), (-2.843226162441255455e-04+1.419315542453910336e-03j), (-1.555188235484150725e-03+1.850335971820266882e-03j), (-2.070440106081822794e-03+1.613117419398428596e-03j), (-1.640878569051896878e-03+8.246866937472828582e-04j), (-5.461202322091952138e-04-2.039110349636354005e-04j), (7.494550603393428968e-04-1.110730073951383522e-03j), (1.706904044949389236e-03-1.611135613829884575e-03j), (1.866721694831075060e-03-1.532270673566857961e-03j), (1.177987992404907081e-03-9.111516561764818750e-04j)
 (4.617525041141479214e-01+1.647633163658225319e-01j), (1.361564384839531461e-01-6.150352583761616865e-01j), (4.138089333237889855e-01+1.976088015269833187e-01j), (-8.782081596728379125e-02+2.046735935978870047e-01j), (-7.518455308844063101e-02+2.173465224647688765e-02j), (-5.274674697154074082e-02-4.431697947656291180e-03j), (-2.679736628849317334e-02-2.876997260509955509e-02j), (-3.591254759100472038e-03-2.907787228273119723e-02j), (1.226270357512315896e-02-2.195801553510339649e-02j), (1.879072345017016032e-02-9.135128955361277239e-03j), (1.681987229897186770e-02+2.636531889542105024e-03j), (9.331768865973723986e-03+1.053096603958427434e-02j), (2.343379826198742919e-04+1.277774066138579433e-02j), (-6.930767442949918068e-03+1.006940345438028447e-02j), (-1.001377513846848227e-02+4.372419079536993963e-03j), (-8.705847141880855219e-03-1.743153140506295291e-03j), (-4.295905213237650663e-03-6.111740199479936964e-03j), (1.033317426197926736e-03-7.522987390627549481e-03j), (5.108881705024077326e-03-6.007309038277874533e-03j), (6.557212870925787848e-03-2.580626822342421949e-03j), (5.201379998937155115e-03+1.268857188220657130e-03j), (1.953598156388994169e-03+4.115376515667066790e-03j), (-1.671496507762004931e-03+5.090514680631247520e-03j), (-4.179583029135063889e-03+4.122115439206404733e-03j), (-4.694720459631550151e-03+1.796226856709653898e-03j), (-3.232338756076530775e-03-9.080899819001147632e-04j), (-5.736061039711901066e-04-2.982669242740613926e-03j), (2.069167231762796683e-03-3.777171412482511429e-03j), (3.600487530861860852e-03-3.154480818482639174e-03j), (3.497998194612099866e-03-1.469680484207530526e-03j), (1.910468535046078425e-03+5.875560174455506839e-04j), (-3.907250513660850749e-04+2.272850563170642803e-03j), (-2.354762722362543307e-03+3.032432961863180520e-03j), (-3.196066804502540118e-03+2.675022665547570171e-03j), (-2.616560338291358447e-03+1.409206384471500080e-03j), (-8.914235087452094999e-04-2.860433802432335863e-04j), (1.160783812760374711e-03-1.815046648789817290e-03j), (2.616176755163453476e-03-2.643000747505162319e-03j), (2.884892037361584758e-03-2.522287270021386987e-03j), (1.866721694830685615e-03-1.532270673540682502e-03j)
 (-4.754067280149483488e-02+1.918531707996141977e-01j), (4.138089333237954803e-01+1.976088015269651943e-01j), (9.587629531816083128e-02-6.022148355778954576e-01j), (3.865679510256945783e-01+1.864979686123002522e-01j), (-1.002874197730307393e-01+1.874214728520036122e-01j), (-7.474093707883586180e-02+4.075512556020996491e-03j), (-4.387139792488665979e-02-1.625744948446230381e-02j), (-1.497827872299334860e-02-3.306884844977217575e-02j), (6.324119644446342219e-03-2.638724970126726799e-02j), (1.726348830858245170e-02-1.502260780089968370e-02j), (1.820711791258669207e-02-1.294785497238331792e-03j), (1.205342554814528913e-02+8.478864816698543014e-03j), (2.984606960579402370e-03+1.276002603586718839e-02j), (-5.012990404987763965e-03+1.130782681375339278e-02j), (-9.289452679464828277e-03+6.097190317598239102e-03j), (-9.062351964078346409e-03-2.694072723120211760e-04j), (-5.313844479141446864e-03-5.293927394345974632e-03j), (-1.384466826577519100e-04-7.477222885908375687e-03j), (4.198527634430355114e-03-6.552839959123897898e-03j), (6.152803173343570492e-03-3.372969163656929989e-03j), (5.345600819109872642e-03+5.646022618405058605e-04j), (2.485962022825772937e-03+3.725031994227489575e-03j), (-1.014372820891667939e-03+5.092262870680609385e-03j), (-3.650798991293718355e-03+4.430566731352954257e-03j), (-4.443950807928027762e-03+2.237139102285311699e-03j), (-3.289024080078635330e-03-5.264944367354309866e-04j), (-8.988037455351765561e-04-2.800285057485139492e-03j), (1.621185047345409958e-03-3.814428767762035721e-03j), (3.233630415837482428e-03-3.354656821128017274e-03j), (3.316164914603054667e-03-1.735165276006910137e-03j), (1.942809959159156816e-03+3.806554876105411713e-04j), (-1.599715710455377506e-04+2.200673436843506459e-03j), (-2.031603620437502037e-03+3.097537256913829654e-03j), (-2.900882954558027700e-03+2.828521926890215261e-03j), (-2.446611744175322505e-03+1.564292591604348089e-03j), (-9.096562933205089470e-04-2.019292293834496507e-04j), (9.752981860874125001e-04-1.818314053772364294e-03j), (2.338771805134400028e-03-2.726198304970916565e-03j), (2.616176755183842982e-03-2.643000747516220314e-03j), (1.706904044960617884e-03-1.611135613830771670e-03j)
 (-4.794357079036651315e-02+3.284548516112613392e-02j), (-8.782081596730205442e-02+2.046735935978809540e-01j), (3.865679510257245544e-01+1.864979686122933134e-01j), (8.340969151241775514e-02-6.194669563237832355e-01j), (3.870115670353074799e-01+1.688388289218681060e-01j), (-9.141207072640096520e-02+1.755957213151508878e-01j), (-6.292184951332915888e-02-2.233632886311752441e-04j), (-3.395602352135520391e-02-1.356682690299968255e-02j), (-9.977493989519272549e-03-2.613344071554386458e-02j), (5.740514106868006144e-03-1.854690624317357692e-02j), (1.249704155775296401e-02-9.180274873712349418e-03j), (1.185995600719968492e-02+9.342744990211500518e-04j), (6.806097160522574935e-03+7.008950969056290843e-03j), (6.259217240799342351e-04+8.787812899086012985e-03j), (-4.061567230598479850e-03+6.666000461904927551e-03j), (-5.897450016739275158e-03+2.546416063775095145e-03j), (-4.904893433494173297e-03-1.634889958723986965e-03j), (-2.148634270941819288e-03-4.323779962858320669e-03j), (9.054747857057958600e-04-4.842883011305848702e-03j), (2.986915582644109751e-03-3.407610874939185491e-03j), (3.437385197198772335e-03-9.167943576385739930e-04j), (2.377629841813586747e-03+1.541488616850993608e-03j), (5.066595392837819258e-04+3.065084044954980748e-03j), (-1.278740599695295591e-03+3.207286533755723812e-03j), (-2.245102611690354306e-03+2.107845437884742039e-03j), (-2.110415797374957762e-03+3.449440267206462267e-04j), (-1.094232928782434746e-03-1.358253961736415136e-03j), (2.656594385217005182e-04-2.377770466134871558e-03j), (1.336862431083571910e-03-2.395113225306729800e-03j), (1.678442180378264450e-03-1.504320849323525968e-03j), (1.245724808531615928e-03-1.220478565955722167e-04j), (3.019313900991471241e-04+1.205342181343241077e-03j), (-7.060918032496709329e-04+1.996762401899803384e-03j), (-1.282148560089299474e-03+1.986807182962009848e-03j), (-1.193978909614141007e-03+1.217386313045688319e-03j), (-5.798900493657847951e-04+3.202191805122816138e-05j), (2.683316990659135172e-04-1.113080885571667445e-03j), (9.752981861221206306e-04-1.818314053773787634e-03j), (1.160783812748662075e-03-1.815046648784837116e-03j), (7.494550603369615552e-04-1.110730073950115439e-03j)
 (-4.028014316578833187e-02+1.282042279827877093e-02j), (-7.518455308843251250e-02+2.173465224645677180e-02j), (-1.002874197730469485e-01+1.874214728519852935e-01j), (3.870115670353144188e-01+1.688388289218661908e-01j), (9.228504055905449588e-02-6.312927078606052067e-01j), (3.988306546008175135e-01+1.645399530771960717e-01j), (-8.149669632286299370e-02+1.782863438966003355e-01j), (-5.792106477984902690e-02+6.712044445570912107e-03j), (-3.453962905893816215e-02-5.726483444890416268e-03j), (-1.474394074035362268e-02-2.029110778836839407e-02j), (-6.066477985080262827e-04-1.631784624689110522e-02j), (7.249713170096021980e-03-1.065018872133590387e-02j), (9.501270770734499688e-03-3.037938637745456281e-03j), (7.757520334898258818e-03+2.367124617191915595e-03j), (4.017924386808793304e-03+5.237038645238129703e-03j), (9.589129998003069130e-05+5.300517775481425851e-03j), (-2.732239808530815672e-03+3.516563495246551561e-03j), (-3.860971965100531110e-03+9.994499159074418139e-04j), (-3.360246322780881777e-03-1.178550878658493400e-03j), (-1.809943190430858637e-03-2.386708205279127436e-03j), (1.894460534477323665e-05-2.430724519934319115e-03j), (1.458082713685405780e-03-1.576742306917809210e-03j), (2.113262063007583392e-03-3.434877200926480124e-04j), (1.912355918896487244e-03+7.423627515013653602e-04j), (1.054794410827122279e-03+1.315091458196132731e-03j), (-5.031146042726325094e-05+1.276085912872005354e-03j), (-9.459526132730602770e-04+7.674586180633037125e-04j), (-1.378555545038983188e-03+6.106158070589981978e-05j), (-1.289528796933152354e-03-5.274344942918763289e-04j), (-7.335776749835654737e-04-7.819958058891283894e-04j), (3.756361128920258528e-05-6.796341555980780743e-04j), (6.996045763210961442e-04-3.259588915495159611e-04j), (1.051386450461996337e-03+9.461210738665129668e-05j), (1.000812241676441675e-03+3.856267880440172728e-04j), (5.845731347317617869e-04+4.545365093978511167e-04j), (-1.599091718523676397e-05+3.062346569034055414e-04j), (-5.798900493523883931e-04+3.202191803647325401e-05j), (-9.096562933407253060e-04-2.019292293864915697e-04j), (-8.914235087267745935e-04-2.860433802075680512e-04j), (-5.461202322094776485e-04-2.039110349708424448e-04j)
 (-2.724098229810876376e-02-1.111083291466447888e-02j), (-5.274674697152604425e-02-4.431697947621118794e-03j), (-7.474093707882864535e-02+4.075512556023317551e-03j), (-9.141207072641291398e-02+1.755957213151463636e-01j), (3.988306546008189568e-01+1.645399530771724239e-01j), (1.022004149626059011e-01-6.286020852791271984e-01j), (4.038314393342846698e-01+1.714753608114218952e-01j), (-8.208030186043027698e-02+1.861266873547205714e-01j), (-6.268751153070399595e-02+1.255437737274927787e-02j), (-4.088679096432150384e-02-3.497423448612839089e-03j), (-1.999126912797623279e-02-2.176102163603186798e-02j), (-2.965333034996187056e-03-2.029005938365066944e-02j), (8.201136344493570318e-03-1.529201507323942749e-02j), (1.289327343342071275e-02-6.588712891570557006e-03j), (1.191497886550477170e-02+1.001641930830734703e-03j), (7.183134595026776856e-03+6.207186076717588832e-03j), (1.139812768330292648e-03+7.934857650074487317e-03j), (-3.943851860317092693e-03+6.661792579456975172e-03j), (-6.576389941263872593e-03+3.455624721904608163e-03j), (-6.328217300065008127e-03-2.016645236556464590e-04j), (-3.789245673958286428e-03-3.046656154555498625e-03j), (-2.454231734652695309e-04-4.315700856859453621e-03j), (2.863779093269576415e-03-3.899463600375096574e-03j), (4.446797073573404042e-03-2.235682795640383559e-03j), (4.107147070171326443e-03-8.939677352908632045e-05j), (2.219257594920083336e-03+1.737606049539008359e-03j), (-3.346340766858331341e-04+2.695401455332595893e-03j), (-2.501140848747042053e-03+2.617794589909816418e-03j), (-3.448995651126159773e-03+1.674179000117012334e-03j), (-2.930407365982976020e-03+2.972521994136179081e-04j), (-1.279697907200193652e-03-9.859068408516820543e-04j), (7.870186716436446779e-04-1.790364229546340287e-03j), (2.406508621279335614e-03-1.937094505406292437e-03j), (2.918108145259426436e-03-1.437658566120264894e-03j), (2.178800234105234598e-03-5.255248681502146723e-04j), (5.845731347243854174e-04+4.545365094065669095e-04j), (-1.193978909597997887e-03+1.217386313063431287e-03j), (-2.446611744150417947e-03+1.564292591585997533e-03j), (-2.616560338318953995e-03+1.409206384453392386e-03j), (-1.640878569073413304e-03+8.246866937497121216e-04j)
 (-1.246660380571779601e-02-1.725212074589947339e-02j), (-2.679736628849276048e-02-2.876997260509548543e-02j), (-4.387139792490497153e-02-1.625744948444559496e-02j), (-6.292184951330789811e-02-2.233632886336628376e-04j), (-8.149669632286879462e-02+1.782863438965956171e-01j), (4.038314393342745667e-01+1.714753608114084060e-01j), (1.016168094250202159e-01-6.207617418210615856e-01j), (3.990649925834444667e-01+1.773176937386054808e-01j), (-8.842746376580870593e-02+1.883557473509916147e-01j), (-6.793483991832133251e-02+1.108446352513401539e-02j), (-4.324547620079570442e-02-7.469636585404329163e-03j), (-1.903984595360248486e-02-2.640284798787901482e-02j), (4.266696276845321351e-04-2.384083363746916304e-02j), (1.235859487511054358e-02-1.665749775964213419e-02j), (1.605848364164936745e-02-5.618565460126114137e-03j), (1.295890033385924817e-02+3.635981805429666040e-03j), (5.971522543192537766e-03+9.352415160931187854e-03j), (-1.575605207771399148e-03+1.039103245609366080e-02j), (-6.911822837630381480e-03+7.638678934474267372e-03j), (-8.555692424820491443e-03+2.795676772626836185e-03j), (-6.592585078840525886e-03-2.086640860591332421e-03j), (-2.383549294346734918e-03-5.369377448009013398e-03j), (2.088111837091029439e-03-6.207895932414392824e-03j), (5.058570244528526848e-03-4.731223125421889567e-03j), (5.611260257614141683e-03-1.813168204272757548e-03j), (3.822824453938585779e-03+1.329918768924601320e-03j), (6.640693594820487166e-04+3.587942021373651327e-03j), (-2.405074182772446150e-03+4.308518874743223065e-03j), (-4.142019417807749591e-03+3.442481283623636135e-03j), (-3.995115883332508305e-03+1.470267965157673763e-03j), (-2.180952305647698014e-03-8.134778745244349149e-04j), (4.272061377365815962e-04-2.597042454687653774e-03j), (2.653740366466088296e-03-3.322634903090065060e-03j), (3.584496613701751693e-03-2.848246161606165974e-03j), (2.918108145264887345e-03-1.437658566134758509e-03j), (1.000812241699429147e-03+3.856267880532207397e-04j), (-1.282148560088313717e-03+1.986807182949901912e-03j), (-2.900882954566522641e-03+2.828521926915019205e-03j), (-3.196066804520547415e-03+2.675022665554571081e-03j), (-2.070440106091777505e-03+1.613117419374962124e-03j)
 (4.436160095889216462e-04-1.765913969043315240e-02j), (-3.591254759093168852e-03-2.907787228271700372e-02j), (-1.497827872298145707e-02-3.306884844977444476e-02j), (-3.395602352137537527e-02-1.356682690299809008e-02j), (-5.792106477984579338e-02+6.712044445558602510e-03j), (-8.208030186041656573e-02+1.861266873547288703e-01j), (3.990649925834374723e-01+1.773176937385962937e-01j), (9.526964751964431266e-02-6.185326818247655067e-01j), (3.938176641958007762e-01+1.758477798909459933e-01j), (-9.078614900230339013e-02+1.843835342142107481e-01j), (-6.698341674395673351e-02+6.442637173267200257e-03j), (-3.985347353807099091e-02-1.102041083923117719e-02j), (-1.488238742298072896e-02-2.776833067428739754e-02j), (3.591879835902982761e-03-2.287068620600522448e-02j), (1.340251634344910917e-02-1.402315788501131560e-02j), (1.484687158984489622e-02-2.473336375925731540e-03j), (1.024348235773161336e-02+6.092156611444417280e-03j), (3.003551565862252592e-03+1.032930151593705256e-02j), (-3.554907691301947923e-03+9.731084506821665453e-03j), (-7.176190616410752128e-03+5.753702597523369620e-03j), (-7.149996045202137648e-03+4.729554791688453906e-04j), (-4.259050068310134794e-03-3.978835936140755203e-03j), (-1.887581430745886597e-04-6.201136973021284526e-03j), (3.252575021144582350e-03-5.785381341071161795e-03j), (4.774247628308205503e-03-3.311907582951819848e-03j), (4.056072022180529958e-03+3.716776754519759800e-05j), (1.752384347800984253e-03+2.943036188333233560e-03j), (-9.768092095742233506e-04+4.412628715095264290e-03j), (-2.951194414962128327e-03+4.104607839777619539e-03j), (-3.392564357465922137e-03+2.331751209690542670e-03j), (-2.288211838380759412e-03-1.408676486829415412e-04j), (-3.142306108314508279e-04-2.345748548071243701e-03j), (1.605194130162813579e-03-3.508194110898101969e-03j), (2.653740366456843955e-03-3.322634903075425295e-03j), (2.406508621284392333e-03-1.937094505386551067e-03j), (1.051386450449016486e-03+9.461210736438419640e-05j), (-7.060918032549027504e-04+1.996762401915155253e-03j), (-2.031603620450324679e-03+3.097537256906098425e-03j), (-2.354762722347157611e-03+3.032432961838000575e-03j), (-1.555188235438697934e-03+1.850335971842837803e-03j)
 (8.875349046645653744e-03-1.182575153683311682e-02j), (1.226270357510409782e-02-2.195801553511860307e-02j), (6.324119644438728517e-03-2.638724970125963520e-02j), (-9.977493989489497755e-03-2.613344071555720113e-02j), (-3.453962905894836927e-02-5.726483444885225108e-03j), (-6.268751153070986626e-02+1.255437737275629309e-02j), (-8.842746376581776813e-02+1.883557473509900881e-01j), (3.938176641958242574e-01+1.758477798909571232e-01j), (9.291096228315021133e-02-6.225048949615510363e-01j), (3.947690873702128234e-01+1.712059535390821063e-01j), (-8.739414633960235212e-02+1.808327599604032110e-01j), (-6.282595821334331643e-02+5.077154486843791364e-03j), (-3.668826332988234240e-02-1.005026340775969085e-02j), (-1.383846595463078533e-02-2.513399079966251864e-02j), (2.380267784105236616e-03-1.972545712182625227e-02j), (1.068709836730747341e-02-1.156698307899651015e-02j), (1.187890061254808644e-02-1.496450020873808621e-03j), (8.264179874188792504e-03+5.432208662142086822e-03j), (2.739183787103602850e-03+8.444325178988489750e-03j), (-2.149211311715505668e-03+7.408363213388695877e-03j), (-4.842655605874011948e-03+3.861507521955815508e-03j), (-4.955204893929089117e-03-3.588040458533065056e-04j), (-3.094586884240503599e-03-3.556321344794126718e-03j), (-4.730807593294336037e-04-4.781821430575631041e-03j), (1.697386785713447593e-03-3.935045369217297223e-03j), (2.703807522194299866e-03-1.698790163546693051e-03j), (2.415193453133316834e-03+8.618544612736523097e-04j), (1.206264115625259011e-03+2.739125153374674746e-03j), (-2.273541492534325624e-04+3.301898641136220662e-03j), (-1.244290370047268978e-03+2.493472225935496056e-03j), (-1.525842662618038907e-03+7.994805361425801841e-04j), (-1.110223845970562508e-03-1.052019304875105371e-03j), (-3.142306108362360626e-04-2.345748548053180026e-03j), (4.272061377684751920e-04-2.597042454702101419e-03j), (7.870186716319178388e-04-1.790364229547684264e-03j), (6.996045763314455044e-04-3.259588915679194256e-04j), (3.019313900927654559e-04+1.205342181372853240e-03j), (-1.599715710616208056e-04+2.200673436836085746e-03j), (-3.907250513537047329e-04+2.272850563187084946e-03j), (-2.843226162594739994e-04+1.419315542417848037e-03j)
 (1.181908756551650064e-02-4.298875844666542184e-03j), (1.879072345015828788e-02-9.135128955354007013e-03j), (1.726348830858285416e-02-1.502260780091765890e-02j), (5.740514106865175076e-03-1.854690624316173569e-02j), (-1.474394074033781935e-02-2.029110778835099133e-02j), (-4.088679096432885907e-02-3.497423448628378742e-03j), (-6.793483991831736346e-02+1.108446352511944025e-02j), (-9.078614900231694873e-02+1.843835342142119416e-01j), (3.947690873702200398e-01+1.712059535390993981e-01j), (9.630296494583365230e-02-6.260556692153854685e-01j), (3.989265459008124459e-01+1.698404708526850271e-01j), (-8.422893613137227842e-02+1.818029073918488725e-01j), (-6.178203674498285863e-02+7.711494361480442095e-03j), (-3.789987538169401621e-02-6.905034323559284398e-03j), (-1.655388393076858908e-02-2.267781599364689094e-02j), (-5.877031932074745085e-04-1.874857076679907475e-02j), (8.707795883796439623e-03-1.222693102830083034e-02j), (1.161453283373430415e-02-3.381426357822498070e-03j), (9.669876253792208595e-03+3.109487368705621778e-03j), (5.072718797664264000e-03+6.552130103426700124e-03j), (4.557983955653889183e-05+6.576603688364293827e-03j), (-3.678192421817564218e-03+4.284022113325098614e-03j), (-5.239527510182371076e-03+1.060511496600728080e-03j), (-4.649775119690523206e-03-1.705985372967702002e-03j), (-2.543520865391498548e-03-3.168704011188305976e-03j), (5.650821664938314795e-05-3.110358675479140637e-03j), (2.157687289985533562e-03-1.902701198493060662e-03j), (3.164648513437970465e-03-2.488756127069847220e-04j), (2.913168160577800023e-03+1.127989539546065192e-03j), (1.639367545594537295e-03+1.769627967610186599e-03j), (-6.630237761581737541e-05+1.582320569736887133e-03j), (-1.525842662629631630e-03+7.994805361401981919e-04j), (-2.288211838396383199e-03-1.408676486751949709e-04j), (-2.180952305656274053e-03-8.134778745300302654e-04j), (-1.279697907192182266e-03-9.859068408575566954e-04j), (3.756361129753551923e-05-6.796341555676383393e-04j), (1.245724808538079507e-03-1.220478566344307273e-04j), (1.942809959155227450e-03+3.806554876283799833e-04j), (1.910468535041640568e-03+5.875560174263616065e-04j), (1.164463184088828946e-03+4.225145913844802594e-04j)
